,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,0.000,,0.000,,,,0.000
CashPeriodIncreaseDecrease,-18075.000,,,,461.000,,,,-5907.000
CostOfGoodsSold,0.000,,,,0.000,0.000,0.000,0.000,0.000
CostOfRevenue,,,0.000,,,,,,
Depreciation,1000.000,1000.000,1000.000,-161.000,2089.000,,,,1050.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.010,0.000
GeneralAndAdministrativeExpense,16923.000,1950.000,2427.000,16293.000,12634.000,10903.000,11095.000,13390.000,11657.000
GrossProfit,0.000,,0.000,,0.000,6010.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-103492.000,-30170.000,-50009.000,-78332.000,-55525.000,-62810.000,-79123.000,-66096.000,-55069.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,,,,,10500.000,,,,3613.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,27500.000,,,,27500.000
IncreaseDecreaseInInterestPayableNet,10417.000,,,,11589.000,,,,11250.000
InterestExpense,10417.000,,,,12397.000,10942.000,11342.000,10319.000,11250.000
InterestExpenseRelatedParty,,11219.000,11671.000,,,1241.000,2147.000,,2049.000
InterestPaidNet,0.000,,,,0.000,,,,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,74000.000,,,,3500.000,,,,3700.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,74000.000,,,,3500.000,,,,3700.000
NetCashProvidedByUsedInInvestingActivities,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,-92075.000,,,,-3039.000,,,,-9607.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-92075.000,,,,-3039.000,,,,-9607.000
NetIncomeLoss,-103492.000,-30170.000,-50009.000,-78332.000,-55525.000,-62810.000,-79123.000,-66096.000,-55069.000
NonoperatingIncomeExpense,,,,,-12397.000,-12183.000,-13489.000,-12132.000,-13299.000
OperatingExpenses,93075.000,18951.000,38338.000,65336.000,43128.000,56637.000,65634.000,53964.000,41770.000
OperatingIncomeLoss,-93075.000,-18951.000,-38338.000,-65336.000,-43128.000,-50627.000,-65634.000,-53964.000,-41770.000
OtherComprehensiveIncomeLossBeforeTax,,,-11671.000,,,,,,
PaymentsForRepurchaseOfCommonStock,,,,,0.000,,,,
ProceedsFromIssuanceOfCommonStock,-1000.000,,,,,,,,
ProceedsFromLinesOfCredit,75000.000,,,,50000.000,,,,54200.000
ProceedsFromNotesPayable,,,,,0.000,,,,
ProceedsFromRelatedPartyDebt,0.000,,,,,,,,
ProfessionalAndContractServicesExpense,,,,,0.000,0.000,0.000,0.000,
ProfessionalFees,20763.000,14501.000,2300.000,-7772.000,2994.000,17734.000,27039.000,13074.000,2613.000
RepaymentsOfLinesOfCredit,,,,,46500.000,,,,50500.000
RevenueFromRelatedParties,,,,,,,,,0.000
Revenues,0.000,0.000,0.000,0.000,0.000,6010.000,0.000,0.000,
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,6010.000,0.000,0.000,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,,,,,,,24000.000
StockRepurchasedDuringPeriodShares,50000.000,,,,,,,,
StockRepurchasedDuringPeriodValue,1000.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,37763333.000,37750000.000,37750000.000,-75438812.000,38000000.000,37793956.000,37750000.000,-75720869.000,37830000.000
