,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31
AccountsPayableCurrent,,,30780000.000,27091000.000,,
AccountsPayableCurrentAndNoncurrent,24794000.000,24587000.000,,,30247000.000,33570000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,1331000.000,963000.000,,,4608000.000,3439000.000
AccountsReceivableNet,,,,,74021000.000,74180000.000
AccountsReceivableNetCurrent,37457000.000,37489000.000,96211000.000,87622000.000,,
AccruedLiabilitiesCurrent,17339000.000,17534000.000,41820000.000,45554000.000,39906000.000,44436000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,22202000.000,24165000.000
AdditionalPaidInCapital,100242000.000,100731000.000,134785000.000,136459000.000,139737000.000,141381000.000
AllowanceForDoubtfulAccountsReceivable,763000.000,1300000.000,,,0.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,798000.000
Assets,145744000.000,137019000.000,467674000.000,456793000.000,380917000.000,340612000.000
AssetsCurrent,65421000.000,58243000.000,107968000.000,100589000.000,112662000.000,103079000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,590000.000,590000.000,0.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,0.000,0.000,0.000,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,105000.000,105000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,82643000.000,,102379000.000,102379000.000
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,71008000.000,71008000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,3112000.000,3112000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,5541000.000,5541000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,39500000.000,39500000.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,5820000.000,5820000.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,,,,27233000.000,27233000.000
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,-32660000.000,-32660000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,85009000.000,85009000.000
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,,,,45146000.000,45146000.000
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,5780000.000,5780000.000
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,,22060000.000,22060000.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,25348000.000,25348000.000
CashAndCashEquivalentsAtCarryingValue,13289000.000,4733000.000,5627000.000,4819000.000,16340000.000,8445000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,5627000.000,4819000.000,,
CommitmentsAndContingencies,0.000,0.000,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,8083845.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,,
CommonStockSharesAuthorized,5000000000.000,5000000000.000,5000000000.000,5000000000.000,,
CommonStockSharesIssued,22594000.000,22605000.000,22744322.000,22759322.000,,
CommonStockSharesOutstanding,22594000.000,22605000.000,22744322.000,22759322.000,,
CommonStockValue,226000.000,226000.000,,,,
DebtInstrumentFaceAmount,,,,,,238949000.000
DebtInstrumentUnamortizedDiscount,,,,,9370000.000,8748000.000
DeferredFinanceCostsCurrentNet,,,,,9677000.000,9058000.000
DeferredFinanceCostsNet,,,11557000.000,10928000.000,,
DeferredFinanceCostsNoncurrentNet,,,,,0.000,0.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,13526000.000
DeferredTaxAssetsGross,,,,,,89576000.000
DeferredTaxAssetsNetCurrent,,,,,,1202000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,58010000.000
DeferredTaxAssetsOther,,,,,,6708000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,3452000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,339000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,453000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,449000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,3329000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,833000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,,,2477000.000
DeferredTaxAssetsValuationAllowance,,,,,,-41646000.000
DeferredTaxLiabilities,14375000.000,12989000.000,,,4146000.000,0.000
DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,,,,,,-12230000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,-31166000.000
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,-47930000.000
DeferredTaxLiabilitiesNoncurrent,,,17619000.000,10952000.000,,1202000.000
DeferredTaxLiabilitiesOther,,,,,,-168000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,-4366000.000
DividendsPayableAmount,,,,392000.000,,
DividendsPayableCurrentAndNoncurrent,,,,,851626.000,1090626.000
DueToRelatedPartiesCurrent,,,4343000.000,4638000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,16850000.000,15139000.000
FiniteLivedContractualRightsGross,,,,,69091000.000,69091000.000
FiniteLivedCustomerRelationshipsGross,,,,,400000.000,400000.000
FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,,,,,1200000.000,1200000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,43165000.000,43195000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,14200000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingAfterYearFive,,,,,,62014000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,13887000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,13887000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,13887000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,14082000.000
FiniteLivedIntangibleAssetsGross,,,,,178699000.000,175152000.000
FiniteLivedIntangibleAssetsNet,,,,,135534000.000,131957000.000
FiniteLivedTradeNamesGross,,,,,1780000.000,150000.000
Goodwill,25796000.000,25796000.000,167120000.000,166169000.000,98820000.000,73844000.000
GoodwillGross,,,,,,166038000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,-67218000.000,-92194000.000
IntangibleAssetsNetExcludingGoodwill,24600000.000,23769000.000,145915000.000,143104000.000,135534000.000,131957000.000
LeaseholdImprovementsGross,,,,,16336000.000,16429000.000
LettersOfCreditOutstandingAmount,,,,,-4976000.000,-4976000.000
Liabilities,135916000.000,125293000.000,378886000.000,378474000.000,385162000.000,390999000.000
LiabilitiesAndStockholdersEquity,145744000.000,137019000.000,467674000.000,456793000.000,380917000.000,340612000.000
LiabilitiesCurrent,55218000.000,54328000.000,80818000.000,82127000.000,322484000.000,331646000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,11754000.000,11244000.000,0.000,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,6209000.000,5938000.000,0.000,,,
LineOfCreditFacilityAmountOutstanding,,,,,0.000,0.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,24000.000,24000.000
LinesOfCreditCurrent,,,,,-20000000.000,-20000000.000
LoansPayable,,,,,227723000.000,230201000.000
LongTermDebt,35000000.000,27000000.000,229467000.000,231162000.000,282197000.000,285975000.000
LongTermDebtCurrent,,,3875000.000,4844000.000,247723000.000,250201000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,237093000.000,7750000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,87824000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,116250000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,15500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,11625000.000
LongTermDebtNoncurrent,,,,,34474000.000,35774000.000
NotesPayableFairValueDisclosure,,,,,30062000.000,27918000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,34474000.000,35774000.000
NotesPayableRelatedPartiesNoncurrent,10479000.000,10610000.000,30875000.000,32027000.000,,
NotionalAmountOfInterestRateDerivatives,,,,,122500000.000,122500000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,38651000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,7137000.000
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,,,,-4151000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,4266000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,5018000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,5811000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,6281000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,10138000.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,-1311000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,0.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,-218000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,-1311000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,-1311000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,0.000
OtherAssets,6216000.000,6131000.000,,,5375000.000,4348000.000
OtherAssetsFairValueDisclosure,,,,,0.000,0.000
OtherAssetsNoncurrent,,,6636000.000,6384000.000,,
OtherFiniteLivedIntangibleAssetsGross,,,,,1917000.000,0.000
OtherLiabilities,14635000.000,14428000.000,,,,
OtherLiabilitiesNoncurrent,,,20107000.000,22206000.000,24058000.000,22377000.000
PreconfirmationPropertyAndEquipmentNet,,,,,28526000.000,27384000.000
PreferredStockLiquidationPreference,,,1000.000,1000.000,1000.000,
PreferredStockSharesAuthorized,,,200000.000,200000.000,200000.000,200000.000
PreferredStockSharesIssued,,,9691.374,9691.374,9691.374,9691.374
PreferredStockSharesOutstanding,,,,9691.374,9691.374,9691.374
PreferredStockValue,,,9862000.000,10083000.000,,
PreferredStockValueOutstanding,,,,,10543000.000,10782000.000
PrepaidExpenseAndOtherAssets,14085000.000,15431000.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,6130000.000,8148000.000,12624000.000,11396000.000
PropertyPlantAndEquipmentGross,,,,,50728000.000,51549000.000
PropertyPlantAndEquipmentNet,23711000.000,23080000.000,28478000.000,29619000.000,28526000.000,27384000.000
RetainedEarningsAccumulatedDeficit,-90640000.000,-89231000.000,-56428000.000,-68793000.000,-155095000.000,-203120000.000
SecuredLongTermDebt,,,,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,5001.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,3.250,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,6.610,5.730
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,8644488.000,8083845.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,4.040,3.810
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,334000.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,6180883.000,8006042.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,3.090,3.070
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,2343971.000,2250794.000
SharePrice,,,,,,0.250
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,0.000,0.000
