,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,,,,,61387000.000,66633000.000,79517000.000,127726000.000,71964000.000,98839000.000,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,4201000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,7500000.000,7900000.000,7300000.000,9500000.000,5400000.000,6800000.000,6000000.000,7900000.000,6300000.000,6100000.000,6400000.000,8100000.000,3200000.000,6000000.000,6200000.000,7400000.000,7000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,-13277000.000,,,,,,,,,,,,,,,,,,,,7410000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,39000.000,,,,0.000,,,232.000,251.000,,14.000,26.000,195000.000,160960.000,412000.000,349000.000,263000.000,-935000.000,177000.000,0.000,204000.000,88000.000,135000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,654084000.000,0.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,5100000.000,4900000.000,4600000.000,-10300000.000,4100000.000,3800000.000,3500000.000,-8200000.000,68000.000,-63000.000,166000.000,-142000.000,101000.000,12000.000,-29000.000,-3000.000,-4000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,326000.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,3000.000,6000.000,10000.000,,1000.000,0.000,12000.000,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,3.520,2.500,,1.120,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,3.500,2.480,,1.110,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaNetIncomeLoss,,368375000.000,523088000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaRevenue,,5037660000.000,5173398000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,234066000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,4235239000.000,,,,,,,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,,,,,,,,,900000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4987000.000,,,,80646000.000,,,,114743000.000,,,,134532000.000,,,,26107000.000,,,,44488000.000,,,,-581067000.000
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,,,,,,-1567000.000,-1695000.000,,-1353000.000,-516000.000,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,,,-54900000.000,,,,-20100000.000,,,,26400000.000,,,,10600000.000
CashFlowHedgeLossReclassifiedToInterestExpense,,,,,,1567000.000,1695000.000,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.150,0.150,1.090,,0.600,0.650,1.150,,0.800,0.800,0.800,,0.800,0.820,0.820,,0.320,0.330,0.330,,0.330,0.330,0.330,,0.330
ComprehensiveIncomeNetOfTax,85073000.000,192013000.000,536477000.000,313715000.000,146402000.000,516495000.000,532277000.000,445700000.000,345428000.000,286854000.000,85258000.000,27549000.000,205303000.000,197805000.000,169577000.000,-264321000.000,215354000.000,357142000.000,190799000.000,-55243000.000,20842000.000,-398949000.000,76271000.000,56150000.000,-47956000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7159000.000,9776000.000,8640000.000,13547000.000,5861000.000,8734000.000,10406000.000,9224000.000,10494000.000,10708000.000,5954000.000,7140000.000,11959000.000,8271000.000,13225000.000,11641000.000,15331000.000,12498000.000,14127000.000,20595000.000,21862000.000,16813000.000,13353000.000,17422000.000,7736000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,92232000.000,201789000.000,545117000.000,327262000.000,152263000.000,525229000.000,542683000.000,454924000.000,355922000.000,297562000.000,91212000.000,34689000.000,217262000.000,206076000.000,182802000.000,-252680000.000,230685000.000,369640000.000,204926000.000,-34648000.000,42704000.000,-382136000.000,89624000.000,73572000.000,-40220000.000
ConversionOfStockSharesConverted1,,,,,102800000.000,,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,2167486000.000,2636954000.000,4304191000.000,4599349000.000,4512174000.000,3993544000.000,4226494000.000,4474366000.000,4158594000.000,4838842000.000,5177372000.000,4739678000.000,4520057000.000,5076255000.000,5014944000.000,4637537000.000,2618004000.000,3112080000.000,3263218000.000,3000265000.000,1935126000.000,3135180000.000,2722505000.000,2842776000.000,3113207000.000
CurrentIncomeTaxExpenseBenefit,49489000.000,115051000.000,296670000.000,129641000.000,142870000.000,285937000.000,324211000.000,179536000.000,206627000.000,143439000.000,-10454000.000,-62440000.000,93293000.000,109171000.000,91867000.000,40503000.000,139198000.000,155377000.000,215381000.000,42240000.000,-24354000.000,-18012000.000,10094000.000,-46909000.000,-24316000.000
DeferredIncomeTaxExpenseBenefit,-478000.000,-3090000.000,8088000.000,-13380000.000,-2464000.000,-219000.000,25411000.000,72680000.000,-20533000.000,8604000.000,58982000.000,67351000.000,-5679000.000,-7839000.000,11349000.000,-191493000.000,-9470000.000,51613000.000,-105315000.000,-82964000.000,46662000.000,-20033000.000,12102000.000,59861000.000,7527000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,533000.000,529000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,97000.000,97000.000,,,,,,,,,,,,,,,,,,,,,,
