,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6540000.000,6720000.000,3729000.000
AccountsPayableRelatedPartiesNoncurrent,4171000.000,5612000.000,7048000.000
AccountsReceivableNetCurrent,12928000.000,13728000.000,8924000.000
AccruedLiabilitiesCurrent,23027000.000,25231000.000,21277000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,24692000.000,15215000.000,18332000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,560000.000,521000.000,540000.000
AdditionalPaidInCapital,865889000.000,886334000.000,885355000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1185000.000,452000.000,598000.000
Assets,640211000.000,684307000.000,639542000.000
AssetsCurrent,101755000.000,185579000.000,146132000.000
CapitalizedComputerSoftwareGross,,14582000.000,1038000.000
CashAndCashEquivalentsAtCarryingValue,75801000.000,160353000.000,124894000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,121236673.000,121250437.000,121626567.000
CommonStockSharesOutstanding,121236673.000,121250437.000,121626567.000
CommonStockValue,12000.000,12000.000,12000.000
ContractsReceivableClaimsAndUncertainAmounts,8343000.000,5325000.000,6506000.000
ConvertibleLongTermNotesPayable,,70810000.000,71770000.000
DeferredIncomeTaxLiabilities,,54450000.000,
DeferredOfferingCosts,0.000,0.000,
DeferredRevenueCurrent,17180000.000,17216000.000,16537000.000
DeferredRevenueNoncurrent,16750000.000,17238000.000,18279000.000
DeferredSetUpCostsCurrent,4539000.000,3336000.000,3469000.000
DeferredSetUpCostsNoncurrent,7109000.000,7910000.000,8470000.000
DeferredTaxAssetsDeferredIncome,,10229000.000,
DeferredTaxAssetsEquityMethodInvestments,,15653000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,2918000.000,
DeferredTaxAssetsInventory,,431000.000,
DeferredTaxAssetsNet,,53696000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,93974000.000,
DeferredTaxAssetsOther,,1144000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,3279000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,11574000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,3231000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,124000.000,
