,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AllocatedShareBasedCompensationExpense,,,,0.000,0.000,,1100000.000,4710000.000,66000.000,-284000.000,69000.000
AmortizationOfIntangibleAssets,,,124000.000,100000.000,,,165000.000,,,,
BrokerageCommissionsRevenue,4109000.000,231000.000,19151000.000,16197000.000,17830000.000,18240000.000,10181000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3984000.000,,,,-4456000.000,,,,6113000.000
CommunicationsAndInformationTechnology,3903000.000,3614000.000,3319000.000,3160000.000,3224000.000,3103000.000,3147000.000,288000.000,280000.000,-2534000.000,164000.000
CostsAndExpenses,73636000.000,132949000.000,70025000.000,76398000.000,48354000.000,62171000.000,40428000.000,6360000.000,11599000.000,-28845000.000,5062000.000
DeferredIncomeTaxExpenseBenefit,,,3697000.000,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,487000.000,500000.000,500000.000,,,,,,
DepreciationNonproduction,,,,,,,439000.000,300000.000,,,13000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-4200000.000,-6300000.000,,1600000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,-4308000.000,-54567000.000,-5728000.000,-8217000.000,-469000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,48000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,8792000.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,4484000.000,,,,
EarningsPerShareBasic,-0.090,-0.650,-0.040,-0.510,-0.020,-0.080,-0.150,-10.020,-2.770,-3.320,-0.780
EarningsPerShareDiluted,-0.090,-0.650,-0.040,-0.510,-0.020,-0.080,-0.150,-10.020,-2.770,-3.320,-0.780
EffectiveIncomeTaxRateContinuingOperations,,,,-0.915,0.442,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,,,0.350,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-1.010,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,,,-0.250,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,8000.000,,,,,,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInTradingRevenue,,,,-873000.000,2900000.000,,176000.000,-542000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,-4331000.000,2946000.000,,119000.000,-1294000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,34330000.000,24198000.000,,947000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,59878000.000,17871000.000,,1110000.000,109000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,1597000.000,2392000.000,,976000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,,,-2101000.000,,,,,,,
FloorBrokerageExchangeAndClearanceFees,5871000.000,8946000.000,12993000.000,8695000.000,9461000.000,9132000.000,1009000.000,,,,
GoodwillAndIntangibleAssetImpairment,14311000.000,80244000.000,,21096000.000,,,,,,,
GoodwillImpairmentLoss,,,,21096000.000,,,,,,,
GoodwillPeriodIncreaseDecrease,,,,-21096000.000,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,587000.000,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,3500000.000,500000.000,,
IncomeLossFromContinuingOperations,,,-4716000.000,-60809000.000,-2801000.000,-9629000.000,-13663000.000,-6928000.000,-11418000.000,5482000.000,-4284000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12328000.000,-78785000.000,-5282000.000,-31751000.000,-5024000.000,-11296000.000,-13578000.000,-6859000.000,-11344000.000,4172000.000,-4270000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-75700000.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,-0.610,-0.040,,-0.020,,-0.110,-1.130,-1.850,-1.240,-0.690
IncomeLossFromContinuingOperationsPerDilutedShare,,-0.610,-0.040,,-0.020,,-0.110,-1.130,-1.850,-1.240,-0.690
IncomeLossFromDiscontinuedOperationsNetOfTax,,-5357000.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,32000.000,-23000.000,33000.000,223000.000,-4308000.000,-54567000.000,-5728000.000,-8402000.000,-517000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.040,,,,,-0.040,-8.890,-0.920,-2.080,-0.090
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.040,,,,,-0.040,-8.890,-0.920,-2.080,-0.090
IncomeTaxExpenseBenefit,-1322000.000,-3085000.000,-566000.000,29058000.000,-2223000.000,-1667000.000,85000.000,69000.000,74000.000,-1310000.000,14000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,100000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4964000.000,,,,-3282000.000,,,,852000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-15835000.000,,,,-24631000.000,,,,25000.000
IncreaseDecreaseInFinancialInstrumentsSoldNotYetPurchased,,,48503000.000,,,,-111017000.000,,,,
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,,,-97387000.000,,,,-617894000.000,,,,19000.000
IncreaseDecreaseInLoansHeldForSale,,,,,,,7693000.000,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,1003000.000,,,,-334000.000
IncreaseDecreaseInOutstandingChecksOperatingActivities,,,269000.000,,,,935000.000,,,,-135000.000
IncreaseDecreaseInRestructuringReserve,,,,,,,,,,,-468000.000
InterestExpense,3057000.000,2672000.000,4619000.000,3502000.000,2149000.000,2557000.000,1607000.000,,,,
InterestIncomeSecuritiesTaxable,14885000.000,16249000.000,19204000.000,11558000.000,6879000.000,11155000.000,8966000.000,,,,
InvestmentBankingRevenue,10042000.000,9359000.000,6678000.000,9115000.000,1996000.000,12764000.000,15173000.000,,,,
LaborAndRelatedExpense,40298000.000,32684000.000,43719000.000,32606000.000,25534000.000,41555000.000,29115000.000,2117000.000,2876000.000,-25010000.000,1444000.000
NetCashProvidedByUsedInFinancingActivities,,,-98811000.000,,,,-61383000.000,,,,-172000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-98811000.000,,,,-61383000.000,,,,-172000.000
NetCashProvidedByUsedInInvestingActivities,,,-360000.000,,,,-1464000.000,,,,
