,2016-07-01,2016-12-31,2017-03-31,2017-06-30
AccountsPayableTradeCurrent,644200000.000,666200000.000,623300000.000,648600000.000
AccountsReceivableNetCurrent,948200000.000,945400000.000,944100000.000,985000000.000
AccrualForEnvironmentalLossContingencies,,9000000.000,,
AccruedIncomeTaxesCurrent,,63500000.000,,
AccruedIncomeTaxesNoncurrent,,344000000.000,,
AccruedLiabilitiesCurrent,706000000.000,800300000.000,777700000.000,722200000.000
AccruedSalariesCurrent,,202400000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1005200000.000,1004200000.000,1027600000.000,1053100000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-800000.000,-145800000.000,-101400000.000,-55300000.000
AdditionalPaidInCapital,,2427200000.000,2407800000.000,2427100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,47800000.000,,
Assets,7787100000.000,8189800000.000,8234300000.000,8467100000.000
AssetsCurrent,2162000000.000,2488700000.000,2517400000.000,2701700000.000
CashAndCashEquivalentsAtCarryingValue,487200000.000,803200000.000,817600000.000,968400000.000
CommonStockCapitalSharesReservedForFutureIssuance,,9000000.000,7000000.000,7000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,345200000.000,346000000.000,346800000.000,347200000.000
CommonStockSharesOutstanding,345200000.000,345900000.000,346600000.000,347000000.000
CommonStockValue,3500000.000,3500000.000,3500000.000,3500000.000
DebtInstrumentCarryingAmount,,3000000000.000,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,21400000.000,20100000.000,19300000.000,19000000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,14800000.000,17900000.000,18900000.000
DeferredCompensationLiabilityCurrentAndNoncurrent,32300000.000,,,
DeferredIncomeTaxLiabilities,,544900000.000,,
DeferredRevenueCurrent,,204600000.000,,
DeferredRevenueNoncurrent,,80100000.000,,
DeferredTaxAssetsDeferredIncome,,10500000.000,,
DeferredTaxAssetsInventory,,33000000.000,,
DeferredTaxAssetsNet,,298300000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,57000000.000,,
DeferredTaxAssetsOther,,8000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,49100000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,31700000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,28500000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,44200000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,27100000.000,,
DeferredTaxAssetsValuationAllowance,,26700000.000,,
DeferredTaxLiabilities,,246600000.000,,
DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,,85200000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,416500000.000,,
DeferredTaxLiabilitiesOther,,10000000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,33200000.000,,
DefinedBenefitPensionPlanLiabilitiesCurrent,,9900000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,127400000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,85600000.000,115000000.000,103200000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,678200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,60000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,41000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,45000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,52000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,55000000.000,,
FiniteLivedIntangibleAssetsGross,,1032900000.000,,
Goodwill,3962400000.000,3979000000.000,3999200000.000,4032100000.000
GuaranteeObligationsCurrentCarryingValue,,111000000.000,,
IntangibleAssetsGrossExcludingGoodwill,,1425500000.000,,
IntangibleAssetsNetExcludingGoodwill,726600000.000,747300000.000,736200000.000,729800000.000
InventoryFinishedGoodsNetOfReserves,204600000.000,198300000.000,209900000.000,202800000.000
InventoryNet,557500000.000,544600000.000,571600000.000,560600000.000
InventoryRawMaterialsNetOfReserves,269500000.000,267000000.000,271600000.000,268200000.000
InventoryWorkInProcessNetOfReserves,83400000.000,79300000.000,90100000.000,89600000.000
Liabilities,5414700000.000,5498800000.000,5342400000.000,5294100000.000
LiabilitiesAndStockholdersEquity,7787100000.000,8189800000.000,8234300000.000,8467100000.000
LiabilitiesCurrent,1350200000.000,1466500000.000,1401000000.000,1370800000.000
LongTermDebt,3374800000.000,3358000000.000,3262700000.000,3208100000.000
LongTermDebtFairValue,3464000000.000,3321400000.000,3240500000.000,3224000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,1800000000.000,1450000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFive,750000000.000,750000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,800000000.000,800000000.000,,
LongTermDebtNoncurrent,3374800000.000,3358000000.000,3262700000.000,3208100000.000
MinorityInterest,3100000.000,3100000.000,3500000.000,3500000.000
NoncurrentAssets,,5701100000.000,,
NotesReceivableNet,,214000000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,44000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,20000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,24000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,33000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,38000000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,26000000.000,,
OperatingLossCarryforwards,,178000000.000,,
OperatingLossCarryforwardsValuationAllowance,,10000000.000,,
OtherAccruedLiabilitiesCurrent,,180900000.000,,
OtherAccruedLiabilitiesNoncurrent,,18500000.000,,
OtherAssetsNoncurrent,402100000.000,427200000.000,428600000.000,440700000.000
OtherLiabilitiesNoncurrent,689700000.000,674300000.000,678700000.000,715200000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
