,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccruedBonusesCurrentAndNoncurrent,,,,,2400000.000,2400000.000,1700000.000,2000000.000,3300000.000,3300000.000,,,,,,,,,,
AccruedInvestmentIncomeReceivable,180.700,203800000.000,175600000.000,182500000.000,186600000.000,207800000.000,170300000.000,176100000.000,183300000.000,206100000.000,170400000.000,176000000.000,185700000.000,214200000.000,176700000.000,181200000.000,194200000.000,219300000.000,179200000.000,184300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-135200000.000,,,,126300000.000,,,,129000000.000,,,,133600000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-125.900,-80200000.000,-170700000.000,-136800000.000,-124900000.000,-232000000.000,-249300000.000,-260800000.000,-274300000.000,-258900000.000,-185200000.000,-195400000.000,-177200000.000,-182900000.000,-234400000.000,-236600000.000,-265200000.000,-235500000.000,-266200000.000,-261000000.000
AdditionalPaidInCapitalCommonStock,2632.400,2632800000.000,2630500000.000,2630800000.000,2631000000.000,2632700000.000,2633100000.000,2632900000.000,2633000000.000,2633100000.000,2633100000.000,2633100000.000,2632700000.000,2632700000.000,2632800000.000,2632800000.000,2632800000.000,2632800000.000,2632900000.000,2633000000.000
AssetBackedSecuritiesAtCarryingValue,,,,,,216500000.000,223700000.000,,,,,,,,,,,,,
Assets,21377.300,21035700000.000,21439900000.000,21692900000.000,21194800000.000,21662900000.000,21629800000.000,21691200000.000,21452200000.000,21533300000.000,21624600000.000,21732800000.000,21906400000.000,21680800000.000,21745900000.000,21933200000.000,21595800000.000,21288400000.000,21091900000.000,21327200000.000
AssetsDesignatedToClosedBlock,,,,,8458000000.000,8534800000.000,8453100000.000,8434700000.000,8176500000.000,8138800000.000,8054300000.000,8116300000.000,8210700000.000,8112900000.000,8078100000.000,8117800000.000,7903400000.000,7817600000.000,7656000000.000,7833600000.000
AssetsDesignatedToClosedBlockAccruedInvestmentIncome,,,,,,,,86100000.000,83600000.000,84200000.000,81700000.000,82000000.000,81300000.000,83500000.000,80700000.000,80700000.000,78000000.000,78000000.000,75500000.000,76200000.000
AssetsDesignatedToClosedBlockCashAndCashEquivalents,,,,,34700000.000,30800000.000,32700000.000,38900000.000,107000000.000,106500000.000,78200000.000,57700000.000,35300000.000,65500000.000,89600000.000,99000000.000,70200000.000,72600000.000,290800000.000,219700000.000
AssetsDesignatedToClosedBlockDeferredTaxAssetNet,,,,,,,,,,,,,,,,,288600000.000,277400000.000,278700000.000,279000000.000
AssetsDesignatedToClosedBlockEquitySecuritiesAtFairValue,,,,,14800000.000,9400000.000,11400000.000,10700000.000,14600000.000,16900000.000,25800000.000,26400000.000,29000000.000,34800000.000,91700000.000,89000000.000,83500000.000,84600000.000,90100000.000,89600000.000
AssetsDesignatedToClosedBlockEquitySecuritiesAvailableForSaleAtFairValue,,,,,,,,,,,,,,,,,83500000.000,84600000.000,90100000.000,89600000.000
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,,,,,6379100000.000,6424100000.000,6396400000.000,6103200000.000,5872300000.000,5856800000.000,5804600000.000,5828300000.000,5973600000.000,5982900000.000,5877000000.000,5886100000.000,5699600000.000,5626900000.000,5285400000.000,5539500000.000
AssetsDesignatedToClosedBlockInvestments,,,,,,,,7923500000.000,7617700000.000,7614500000.000,7524500000.000,7599600000.000,7718200000.000,7590100000.000,7531000000.000,7547100000.000,7393100000.000,7309400000.000,6927300000.000,7182100000.000
AssetsDesignatedToClosedBlockOtherClosedBlockAssets,,,,,17800000.000,49300000.000,31700000.000,,,,,,,,,,,,,
AssetsDesignatedToClosedBlockOtherClosedBlockAssets1,,,,,,,,45700000.000,37000000.000,17500000.000,9400000.000,65200000.000,72800000.000,74300000.000,67400000.000,65400000.000,50000000.000,50300000.000,53700000.000,47800000.000
AssetsDesignatedToClosedBlockOtherShortTermInvestments,,,,,,,,,,,,,,,,,59600000.000,39800000.000,25000000.000,25000000.000
AssetsDesignatedToClosedBlockPolicyLoans,,,,,1258000000.000,1249600000.000,1233500000.000,1227700000.000,1216000000.000,1213600000.000,1201600000.000,1188100000.000,1178600000.000,1173700000.000,1159100000.000,1149700000.000,1140500000.000,1133500000.000,1121000000.000,1119400000.000
AssetsDesignatedToClosedBlockShortTermInvestments,,,,,,,,204900000.000,139900000.000,140000000.000,106900000.000,161700000.000,144800000.000,0.000,0.000,9900000.000,,,,
AssetsFairValueDisclosure,,,,,,16271900000.000,16366200000.000,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,53.400,54900000.000,69200000.000,67800000.000,43600000.000,53900000.000,53700000.000,48400000.000,47100000.000,45500000.000,43600000.000,41400000.000,39900000.000,38800000.000,45200000.000,45600000.000,44900000.000,44800000.000,42800000.000,38900000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,1034900000.000,715400000.000,684000000.000,,694100000.000,808100000.000,738400000.000,799900000.000,927300000.000,639000000.000,644700000.000,498500000.000,712500000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,118700000.000,189000000.000,193600000.000,,135300000.000,87400000.000,94200000.000,98600000.000,82100000.000,147900000.000,209900000.000,301400000.000,219200000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,10986.000,11163600000.000,11351800000.000,11516000000.000,11588900000.000,11508500000.000,11718000000.000,10964900000.000,11199500000.000,11222800000.000,11418000000.000,11443300000.000,11733400000.000,12062400000.000,11978000000.000,12140100000.000,12056000000.000,12155900000.000,11993600000.000,12306100000.000
