,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30
EarningsPerShareBasicAndDiluted,,,-0.410,,,,,,,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,0.750,,,,,,,,,,,,
FairValueInputsDiscountRate,,,,0.110,,,0.110,,,0.110,,,0.110,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,2311191.000,,,,,,,,,,3963.000
InventoryWriteDown,,,,,,,,,,,,,34000.000,,
RoyaltyExpense,,,,,,,,,0.000,,,,,,
SalesRevenueGoodsNet,,,,,,,,,,,,,,,1528000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,,0.000,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,1.260,,,1.210,,,1.250,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,0.021,,,0.010,,,0.010,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,-8352.000,,,5674.000,,,83439.000,,,2867.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,192550.000,,,362350.000,,,128793.000,,,42000.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,,1.330,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,0.920,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,142608052.000,,,8885549.000,,,8023175.000,,,9889028000.000,10037745.000,,,11173374.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,6455183.000,6499380.000,,6577664.000,7880542.000,,7947737.000,9774890.000,,,,,
WeightedAverageNumberOfSharesIssuedBasic,,,,,,,,7944235.000,,,9889028000.000,9925256.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,129078166.000,129098868.000,,,6574358.000,,,7944235.000,,,9889028000.000,9925256.000,9925256.000,10061524.000,10917269.000
