,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,64536000.000,56728000.000,48839000.000,53294000.000,49578000.000,68887000.000
AccountsReceivableGrossCurrent,,285989000.000,290563000.000,310125000.000,367692000.000,387525000.000
AccountsReceivableNetCurrent,216796000.000,233409000.000,238050000.000,254799000.000,311357000.000,328581000.000
AccruedIncomeTaxesCurrent,5768000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,872513000.000,896153000.000,920909000.000,947303000.000,971334000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-48000.000,-32000.000
AdditionalPaidInCapital,687753000.000,696342000.000,703873000.000,707080000.000,713051000.000,721441000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,52580000.000,52513000.000,55326000.000,56335000.000,58944000.000
Assets,2072654000.000,2111168000.000,2099473000.000,2117660000.000,2192510000.000,2318870000.000
AssetsCurrent,435326000.000,405744000.000,347907000.000,342194000.000,406214000.000,526443000.000
AssetsFairValueDisclosure,,,,20006000.000,20000000.000,20000000.000
BuildingsAndImprovementsGross,,,,25185000.000,,
BusinessAcquisitionContingentConsiderationAtFairValue,,9300000.000,1100000.000,21600000.000,21595000.000,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,16935000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,70236000.000,92849000.000,108247000.000,12441000.000,15881000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,101176000.000,131076000.000,154055000.000,15306000.000,19547000.000
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,10075000.000,29510000.000,29565000.000,55000.000,60000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,10796000.000,12995000.000,14218000.000,599000.000,860000.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,42000.000,638000.000,1489000.000,201000.000,338000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,94178000.000,110020000.000,131900000.000,14027000.000,17774000.000
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,14080000.000,25310000.000,26993000.000,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,249000.000,4499000.000,6854000.000,826000.000,1191000.000
CashAndCashEquivalentsAtCarryingValue,133607000.000,82146000.000,36804000.000,15028000.000,29159000.000,146324000.000
CommonStockParOrStatedValuePerShare,,,,0.010,,0.010
CommonStockSharesAuthorized,,,,200000000.000,,
CommonStockSharesIssued,,,,87026945.000,,
CommonStockSharesOutstanding,,,,87026945.000,,
CommonStockValue,947000.000,948000.000,889000.000,870000.000,864000.000,864000.000
DebtAndCapitalLeaseObligations,,532794000.000,622452000.000,653910000.000,726974000.000,803833000.000
DebtCurrent,,21230000.000,104710000.000,397132000.000,463536000.000,307128000.000
DebtInstrumentConvertibleConversionPrice,,33.210,,,,
DebtInstrumentConvertibleConversionPrice1,,,33.210,32.680,32.680,32.170
DebtInstrumentInterestRateStatedPercentage,,0.028,0.028,0.028,0.028,0.028
DeferredRevenue,,40141000.000,41691000.000,41395000.000,42058000.000,43174000.000
DeferredTaxAndOtherLiabilitiesNoncurrent,,,422193000.000,408325000.000,418686000.000,419912000.000
DeferredTaxAssetsDeferredIncome,,,,4845000.000,,
DeferredTaxAssetsGross,,,,62354000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,-412718000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,27293000.000,24842000.000,30077000.000,0.000,,
DeferredTaxAssetsNet,,,,62222000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,4139000.000,,
DeferredTaxAssetsOther,,,,15505000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,20286000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,10811000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,10907000.000,,
DeferredTaxAssetsValuationAllowance,,,,132000.000,,
DeferredTaxLiabilities,,,,474940000.000,,
DeferredTaxLiabilitiesCurrent,,,,8769000.000,4196000.000,8972000.000
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest,,,,72185000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,290274000.000,,
DeferredTaxLiabilitiesOther,,,,5842000.000,,
DividendsPayableAmountPerShare,,,,0.200,,
EmployeeRelatedLiabilitiesCurrent,42498000.000,31815000.000,24939000.000,33142000.000,23461000.000,32459000.000
FiniteLivedIntangibleAssetsNet,,,,22351000.000,,
Goodwill,1283078000.000,1352243000.000,1368085000.000,1389965000.000,1402056000.000,1405895000.000
IncomeTaxesReceivable,0.000,2460000.000,928000.000,4903000.000,0.000,2834000.000
InventoryNet,14163000.000,15388000.000,15310000.000,17916000.000,16736000.000,20539000.000
Land,,,,3111000.000,,
LettersOfCreditOutstandingAmount,,,,33800000.000,36800000.000,36800000.000
Liabilities,1090227000.000,1096319000.000,1195779000.000,1231746000.000,1319690000.000,1407011000.000
LiabilitiesAndStockholdersEquity,2072654000.000,2111168000.000,2099473000.000,2117660000.000,2192510000.000,2318870000.000
LiabilitiesCurrent,194294000.000,180450000.000,255844000.000,566643000.000,637566000.000,490394000.000
LiabilitiesFairValueDisclosure,,,21595000.000,21595000.000,21595000.000,16935000.000
LineOfCredit,,,80000000.000,100000000.000,170000000.000,0.000
LineOfCreditFacilityAmountOutstanding,,0.000,80000000.000,100000000.000,170000000.000,0.000
LineOfCreditFacilityMaximumBorrowingCapacity,,390000000.000,450000000.000,450000000.000,450000000.000,450000000.000
LongTermDebt,,,,694301000.000,,
LongTermDebtCurrent,8744000.000,21230000.000,104710000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,406191000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,5000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,394000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,280217000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,7494000.000,,
LongTermDebtNoncurrent,,511564000.000,517742000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,85920000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,40897000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,331000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,5603000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,13250000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,25839000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,0.000,,
OperatingLossCarryforwardsValuationAllowance,,,,100000.000,,
OtherAccruedLiabilitiesCurrent,18097000.000,16316000.000,17219000.000,19990000.000,20227000.000,19183000.000
OtherAssetsNoncurrent,18097000.000,16145000.000,36016000.000,34776000.000,33438000.000,33699000.000
OtherIntangibleAssetsNet,,,,28991000.000,,
OtherLiabilitiesCurrent,54651000.000,54361000.000,60137000.000,54316000.000,57815000.000,53765000.000
OtherLiabilitiesNoncurrent,,,2111000.000,1710000.000,1736000.000,1405000.000
OtherLongTermDebt,,30940000.000,35822000.000,20996000.000,18855000.000,15434000.000
OtherNoncurrentLiabilities,,2336000.000,,,,
PreferredStockSharesAuthorized,,,,5000000.000,,
PrepaidExpenseAndOtherAssetsCurrent,,,6738000.000,9609000.000,9014000.000,8557000.000
PropertyPlantAndEquipmentGross,,1209549000.000,1243618000.000,1271634000.000,1298105000.000,1324167000.000
PropertyPlantAndEquipmentNet,336153000.000,337036000.000,347465000.000,350725000.000,350802000.000,352833000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,,
RetainedEarningsAccumulatedDeficit,293727000.000,317559000.000,198932000.000,177964000.000,158953000.000,189586000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,,24.450,24.560,24.190,23.960,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,2517075.000,2510287.000,2542989.000,3636865.000,3481099.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,21.510,21.500,21.670,22.820,22.680
