,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,4832.000,,,,-360630.000,,,,311847.000,,
CostOfGoodsSold,,,,,,,,,3961658.000,3388074.000,3492535.000
CostOfRevenue,-1712.000,-608.000,-1410.000,7645.000,4108174.000,3486207.000,3457210.000,,,,
DepreciationAndAmortization,,,,,767176.000,779300.000,1352556.000,1396596.000,918498.000,804736.000,677174.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.140,-0.500,-3.780,-73.590,-1.480,-3.400,-2.700
GrossProfit,388.000,242.000,298.000,40.000,7596669.000,6011586.000,6226897.000,6756386.000,7307417.000,5832589.000,6055418.000
IncomeTaxExpenseBenefit,,,,,47000.000,,23670.000,,45000.000,44100.000,45000.000
IncomeTaxesPaid,,,,,,,,,4800.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,912712.000,,,,659977.000,,
IncreaseDecreaseInAccountsReceivable,,,,,30210.000,,,,29214.000,,
IncreaseDecreaseInInventories,,,,,-1252531.000,,,,222217.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-275845.000,,,,126252.000,,
InterestIncomeExpenseNet,,,,,-1633782.000,-1664835.000,-1667329.000,-1955663.000,-1770658.000,-1911548.000,-1950891.000
InterestPaid,,,,,1334188.000,,,,666353.000,,
LegalFees,,1590.000,1505.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,8000.000,,,,52433.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8000.000,,,,52433.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,-108513.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,-108513.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-3168.000,,,,-304550.000,,,,311847.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3168.000,,,,-304550.000,,,,311847.000,,
NetIncomeLoss,-3168.000,-3348.000,-4988.000,-19019.000,-486272.000,-1786892.000,-2265636.000,-42152115.000,-888945.000,-2044955.000,-1624018.000
OperatingExpenses,-3556.000,-3590.000,-5286.000,43924.000,,,,,,,
OperatingIncomeLoss,,,,,1192808.000,-124015.000,-584100.000,-39758529.000,954545.000,173805.000,482882.000
OtherCostAndExpenseOperating,,0.000,64.000,,,,,,,,
OtherExpenses,,,,,,,,,27832.000,263112.000,111009.000
OtherNoncashIncomeExpense,,,,,1702.000,-1958.000,9463.000,,,,
OtherNonoperatingIncomeExpense,,,,,-1632080.000,-1662877.000,-1657866.000,-2262133.000,-1798490.000,-2174660.000,-2061900.000
PaymentsToAcquireOilAndGasPropertyAndEquipment,,,,,108513.000,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,
ProceedsFromNotesPayable,,,,,44240.000,,,,,,
Revenues,2100.000,850.000,1708.000,225.000,11704843.000,9497793.000,9684107.000,,11269075.000,9220663.000,9547953.000
SalesRevenueNet,2100.000,850.000,1708.000,225.000,11704843.000,9497793.000,9684107.000,,11269075.000,9220663.000,9547953.000
SellingGeneralAndAdministrativeExpense,,,,,5636685.000,5356301.000,5458441.000,4532933.000,5434374.000,4854048.000,4895362.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,-475.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3000000.000,3000000.000,15962700.000,-6472269.000,3582470.000,3582470.000,598946.000,-7165334.000,600949.000,600949.000,600949.000
