,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsAndNotesReceivableNet,41816000.000,39836000.000,36425000.000,30097000.000,30450000.000,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,46738000.000,38824000.000,42745000.000,33165000.000,35382000.000,37082000.000,33550000.000,36918000.000,42481000.000,58690000.000,53152000.000,57132000.000,57765000.000,56785000.000,50435000.000,56188000.000,58907000.000,64432000.000,59315000.000,63714000.000
AccountsReceivableNet,,,,,,28890000.000,26675000.000,25076000.000,27171000.000,36139000.000,36723000.000,37155000.000,47431000.000,41934000.000,36788000.000,38211000.000,44746000.000,41028000.000,35348000.000,36195000.000
AccumulatedDistributionsInExcessOfNetIncome,392703000.000,416417000.000,423427000.000,435201000.000,450652000.000,458424000.000,471643000.000,476185000.000,484285000.000,395913000.000,406627000.000,427953000.000,428977000.000,432796000.000,444715000.000,456120000.000,471459000.000,481084000.000,487113000.000,503763000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,218000.000,997000.000,1255000.000,668000.000,858000.000,762000.000,725000.000,376000.000,-37000.000,0.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2096000.000,-453000.000,-7851000.000,-7400000.000,-6142000.000,-8995000.000,-9407000.000,-9269000.000,-8278000.000,-5814000.000,-6116000.000,-4904000.000,-5404000.000,-6110000.000,-5610000.000,-6338000.000,-6970000.000,-5966000.000,-6995000.000,-5975000.000
AdditionalPaidInCapital,783225000.000,783956000.000,784613000.000,783211000.000,782566000.000,782957000.000,783656000.000,784139000.000,789632000.000,886737000.000,876612000.000,877328000.000,877914000.000,878906000.000,880022000.000,874154000.000,877341000.000,878046000.000,878770000.000,879362000.000
AllowanceForDoubtfulAccountsReceivable,,,,2854000.000,,,,4108000.000,,,,5592000.000,,,,5703000.000,,,,5404000.000
Assets,1244798000.000,1273394000.000,1185245000.000,1159906000.000,1293412000.000,1289995000.000,1246145000.000,1243405000.000,1211528000.000,1583500000.000,1570932000.000,1529937000.000,1583763000.000,1570950000.000,1530493000.000,1572951000.000,1571153000.000,1592154000.000,1550101000.000,1521500000.000
AssetsNeededForImmediateSettlementAggregateFairValue,,2931000.000,9123000.000,9447000.000,8335000.000,10686000.000,11268000.000,10919000.000,9856000.000,6740000.000,6619000.000,5376000.000,5927000.000,6662000.000,6044000.000,6791000.000,7447000.000,6374000.000,7453000.000,6381000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,258000.000,258000.000,260000.000,,2122000.000,2098000.000,231000.000,6330000.000,111000.000,205000.000,197000.000,,,,,,,,
AvailableForSaleSecurities,10990000.000,12291000.000,10296000.000,11075000.000,10998000.000,11480000.000,7740000.000,7711000.000,6395000.000,4855000.000,3587000.000,0.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,2295000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,157495000.000,169270000.000,176783000.000,252565000.000,52709000.000,67284000.000,102133000.000,168072000.000,72926000.000,72926000.000,72926000.000,137485000.000,23417000.000,23417000.000,23417000.000,172327000.000
CashAndCashEquivalentsAtCarryingValue,8840000.000,7867000.000,7560000.000,7751000.000,10962000.000,12729000.000,10865000.000,18505000.000,8903000.000,12157000.000,18891000.000,11258000.000,12747000.000,27188000.000,15409000.000,18385000.000,10086000.000,14579000.000,12335000.000,9523000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,88711000.000,88834000.000,88912000.000,88992000.000,89049000.000,89106000.000,89258000.000,89366000.000,89964000.000,99626000.000,99672000.000,99721000.000,99672000.000,100022000.000,100108000.000,100151000.000,100423000.000,100517000.000,100565000.000,100598000.000
CommonStockSharesOutstanding,88711000.000,88834000.000,88912000.000,88992000.000,89049000.000,89106000.000,89258000.000,89366000.000,89964000.000,99626000.000,99672000.000,99721000.000,99672000.000,100022000.000,100108000.000,100151000.000,100423000.000,100517000.000,100565000.000,100598000.000
CommonStockValue,887000.000,888000.000,889000.000,890000.000,890000.000,891000.000,892000.000,894000.000,900000.000,996000.000,997000.000,997000.000,998000.000,1000000.000,1001000.000,1002000.000,1004000.000,1005000.000,1006000.000,1006000.000
ConvertibleNotesPayable,110728000.000,111091000.000,108450000.000,27863000.000,27979000.000,28095000.000,28211000.000,28327000.000,28442000.000,28558000.000,28674000.000,28790000.000,28906000.000,29022000.000,29138000.000,,,,,
CostMethodInvestmentsAggregateCarryingAmount,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,3742000.000,3306000.000,3023000.000,2741000.000,2395000.000,2208000.000,2002000.000,1883000.000,1788000.000,1694000.000,1599000.000
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,584000.000,,,,1241000.000,,,,1971000.000,,,,2738000.000,,,,1956000.000
DeferredCosts,18778000.000,19311000.000,19215000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,14328000.000,,,,20181000.000,,,,15744000.000,,,,15960000.000,,,,16068000.000
DeferredTaxAssetsLiabilitiesNet,,,,3963000.000,,,,16779000.000,,,,14101000.000,,,,14257000.000,,,,14308000.000
DeferredTaxAssetsNet,,,,4758000.000,,,,17585000.000,,,,14504000.000,,,,14604000.000,,,,14707000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,757000.000,,,,842000.000,,,,668000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,93000.000,,,,34000.000,,,,38000.000,,,,
