,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,825000.000
AmortizationOfFinancingCosts,1081000.000,2121000.000
AmortizationOfLeasedAsset,12117000.000,1379000.000
BusinessAcquisitionsProFormaNetIncomeLoss,1988000.000,
BusinessAcquisitionsProFormaRevenue,127546000.000,
BusinessCombinationAcquisitionRelatedCosts,2975000.000,386000.000
BusinessCombinationConsiderationTransferred1,,175074000.000
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,153365000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3564000.000,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,391000.000,10833000.000
CommonStockDividendsPerShareDeclared,0.618,0.838
ComprehensiveIncomeNetOfTax,-11290000.000,31631000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-93000.000,5090000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-11383000.000,36721000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,1373000.000,1494000.000
CostsAndExpenses,110181000.000,111003000.000
Depreciation,28700000.000,34200000.000
DepreciationAndAmortization,40801000.000,35643000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,34252000.000,38236000.000
EarningsPerShareBasic,,1.030
EarningsPerShareBasicAndDiluted,-0.510,
EarningsPerShareDiluted,,1.030
GainLossOnCashFlowHedgeIneffectivenessNet,0.000,
GainsLossesOnSalesOfInvestmentRealEstate,,25932000.000
GeneralAndAdministrativeExpense,5401000.000,5877000.000
ImpairmentOfRealEstate,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2554000.000,-2523000.000
IncreaseDecreaseInAccountsReceivable,971000.000,886000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-746000.000,-308000.000
IncreaseDecreaseInRestrictedCash,-14421000.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,13473000.000,
InterestExpense,18469000.000,21889000.000
InterestPaid,16562000.000,20959000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,16520000.000,24444000.000
MinorityInterestDecreaseFromRedemptions,,1381000.000
NetCashProvidedByUsedInFinancingActivities,251102000.000,10294000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,251102000.000,10294000.000
NetCashProvidedByUsedInInvestingActivities,-268579000.000,-51904000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-268579000.000,-51904000.000
NetCashProvidedByUsedInOperatingActivities,21041000.000,33776000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,21041000.000,33776000.000
NetIncomeLoss,-10832000.000,21882000.000
NetIncomeLossAttributableToNoncontrollingInterest,-160000.000,4006000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,31875000.000,15812000.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,478000.000,87000.000
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,1975000.000,738000.000
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,30000.000
OperatingIncomeLoss,7477000.000,21845000.000
OperatingLeasesIncomeStatementLeaseRevenue,103804000.000,115419000.000
OtherComprehensiveIncomeLossNetOfTax,-391000.000,10833000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,10833000.000
OtherRealEstateRevenue,13854000.000,17429000.000
PaymentsForDerivativeInstrumentFinancingActivities,337000.000,
PaymentsForRepurchaseOfCommonStock,,4587000.000
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,,1381000.000
PaymentsOfDividendsCommonStock,13160000.000,17784000.000
PaymentsOfFinancingCosts,2662000.000,3842000.000
PaymentsToAcquireRealEstate,243894000.000,159346000.000
PaymentsToDevelopRealEstateAssets,39432000.000,24344000.000
PaymentsToMinorityShareholders,3360000.000,6571000.000
ProceedsFromContributedCapital,68411000.000,
ProceedsFromIssuanceOfSecuredDebt,183833000.000,
ProceedsFromLinesOfCredit,,315000000.000
ProceedsFromMinorityShareholders,9629000.000,30000.000
ProceedsFromRealEstateAndRealEstateJointVentures,,131786000.000
ProceedsFromShortTermDebt,29000000.000,30000000.000
ProfitLoss,-10992000.000,25888000.000
RealEstateAccumulatedDepreciationRealEstateSold,,6632000.000
RealEstateCostOfRealEstateSold,,112427000.000
RealEstateImprovements,37891000.000,24956000.000
RealEstateOtherAcquisitions,277434000.000,176638000.000
RealEstateTaxesAndInsurance,15231000.000,16062000.000
RepaymentsOfSecuredDebt,20232000.000,271571000.000
RepaymentsOfShortTermDebt,,29000000.000
Revenues,117658000.000,132848000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,28684000.000,34265000.000
SalesRevenueNet,117658000.000,132848000.000
ShareBasedCompensation,,825000.000
StockholdersEquityChangeInReportingEntity,79317000.000,
TreasuryStockAcquiredAverageCostPerShare,,18.340
TreasuryStockSharesAcquired,,250156.000
TreasuryStockValueAcquiredCostMethod,,4587000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,21314000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,21294.000,
WeightedAverageNumberOfSharesOutstandingBasic,,21232000.000
