,2011-06-30,2011-09-30
AccountsPayableCurrent,1536000.000,1903000.000
AccountsReceivableNetCurrent,1699000.000,1259000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,251000.000,314000.000
AdditionalPaidInCapitalCommonStock,35964000.000,36957000.000
AllowanceForDoubtfulAccountsReceivableCurrent,53000.000,39000.000
Assets,20900000.000,20629000.000
AssetsCurrent,6583000.000,5982000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,114000.000,114000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,6495000.000,6478000.000
CapitalizedComputerSoftwareNet,,554000.000
CashAndCashEquivalentsAtCarryingValue,3793000.000,3913000.000
CommonStockParOrStatedValuePerShare,0.010,0.010
DeferredRentCreditNoncurrent,519000.000,513000.000
DeferredRevenueCurrent,2559000.000,2533000.000
DeferredRevenueNoncurrent,348000.000,442000.000
EmployeeRelatedLiabilitiesCurrent,887000.000,1061000.000
Goodwill,3526000.000,3526000.000
IntangibleAssetsNetExcludingGoodwill,3284000.000,3182000.000
Liabilities,6576000.000,7196000.000
LiabilitiesAndStockholdersEquity,20900000.000,20629000.000
LiabilitiesCurrent,5709000.000,6241000.000
OtherAccruedLiabilitiesCurrent,727000.000,744000.000
OtherAssetsNoncurrent,147000.000,51000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,6000000.000,6000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,977000.000,696000.000
PropertyPlantAndEquipmentNet,675000.000,665000.000
RestrictedCashAndCashEquivalentsNoncurrent,190000.000,191000.000
RetainedEarningsAccumulatedDeficit,-21995000.000,-23945000.000
StockholdersEquity,14324000.000,13433000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,14324000.000,13433000.000
