,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,1950980000.000,1977856000.000,1881303000.000,1828117000.000,2061501000.000,1992284000.000,1982590000.000,1802405000.000,2017126000.000,2062745000.000,1968490000.000,1861849000.000,2098063000.000,,,,,,,,,,,,
AccountsPayableCurrent,1085126000.000,1173851000.000,1120339000.000,1069503000.000,1148939000.000,1194684000.000,1162797000.000,1073233000.000,1162125000.000,1156002000.000,1130676000.000,1074512000.000,1200466000.000,1252040000.000,1192652000.000,1145202000.000,1138163000.000,1092138000.000,1014265000.000,948157000.000,999159000.000,1034589000.000,1017905000.000,997189000.000,1209351000.000
AccountsReceivableGrossCurrent,1756539000.000,1780137000.000,1693805000.000,1614776000.000,1843990000.000,1792961000.000,1792010000.000,1605120000.000,1816475000.000,1855644000.000,1763421000.000,1639441000.000,1870056000.000,,,,,,,,,,,,
AccrualForEnvironmentalLossContingencies,,15257000.000,,,,11889000.000,,,,12475000.000,,,,13625000.000,,,,16957000.000,,,,15152000.000,,,
AccruedIncomeTaxesCurrent,237209000.000,232774000.000,233665000.000,150896000.000,193907000.000,153809000.000,109052000.000,94475000.000,120352000.000,136079000.000,180776000.000,172204000.000,154792000.000,223611000.000,158960000.000,134754000.000,141653000.000,140295000.000,130981000.000,109495000.000,123123000.000,127597000.000,113528000.000,125954000.000,158634000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3089635000.000,3147556000.000,3091099000.000,3102354000.000,3154408000.000,3129261000.000,3189864000.000,3182550000.000,3183305000.000,3191061000.000,3264255000.000,3291882000.000,3324121000.000,3328297000.000,3275885000.000,3245557000.000,3163345000.000,3198589000.000,3201753000.000,3177277000.000,3178715000.000,3169041000.000,3198853000.000,3147475000.000,3185215000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-766159000.000,,,,1364138000.000,,,,1039072000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,316010000.000,,,,-51125000.000,,,,-68328000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-737407000.000,-450990000.000,-723525000.000,-765350000.000,-599160000.000,-1415900000.000,-1281719000.000,-1187140000.000,-1275837000.000,-1107833000.000,-922906000.000,-873154000.000,-847077000.000,-823498000.000,-1098566000.000,-1290363000.000,-1638224000.000,-1738618000.000,-1821805000.000,-1884727000.000,-1725538000.000,-2227765000.000,-2185472000.000,-2411144000.000,-2292833000.000
AdditionalPaidInCapitalCommonStock,656323000.000,668332000.000,605333000.000,619174000.000,625730000.000,640249000.000,634593000.000,629498000.000,630245000.000,608752000.000,616502000.000,618825000.000,616250000.000,595498000.000,621531000.000,617036000.000,633483000.000,622729000.000,637787000.000,639921000.000,647241000.000,628451000.000,618335000.000,597197000.000,577562000.000
AllowanceForDoubtfulAccountsReceivableCurrent,10370000.000,10472000.000,9623000.000,11721000.000,13235000.000,10518000.000,11363000.000,13262000.000,13089000.000,14824000.000,14038000.000,13659000.000,10399000.000,16040000.000,12664000.000,11217000.000,10108000.000,9284000.000,8842000.000,8269000.000,8782000.000,8010000.000,6793000.000,5936000.000,15719000.000
Assets,11376862000.000,10886805000.000,10321590000.000,10327584000.000,10889124000.000,11170282000.000,11134578000.000,11461361000.000,12671772000.000,12540898000.000,12788364000.000,12863936000.000,13102358000.000,13274362000.000,12744625000.000,12568399000.000,12337215000.000,12295037000.000,12001554000.000,11754091000.000,12069401000.000,12056738000.000,11970914000.000,11731613000.000,15325333000.000
AssetsCurrent,4691329000.000,4305256000.000,3999334000.000,4043023000.000,4497301000.000,4498114000.000,4200082000.000,4095747000.000,5438509000.000,5531186000.000,5679179000.000,5744873000.000,5949000000.000,6071580000.000,5876262000.000,5727772000.000,5784997000.000,5583092000.000,5327902000.000,5151011000.000,5456839000.000,5207787000.000,5281878000.000,5247839000.000,4619154000.000
