,2011-06-30,2011-09-30
AccountsPayableCurrent,5964537.000,5794669.000
AccountsReceivableNetCurrent,1046354.000,1688276.000
AccruedLiabilitiesCurrent,1922522.000,1887959.000
AdditionalPaidInCapitalCommonStock,64317804.000,67511341.000
Assets,7893703.000,7961647.000
AssetsCurrent,5947579.000,6123211.000
CapitalLeaseObligationsCurrent,131722.000,129552.000
CapitalLeaseObligationsNoncurrent,111224.000,78856.000
CashAndCashEquivalentsAtCarryingValue,1780231.000,1546221.000
CommonStockNoParValue,0.000,
CommonStockParOrStatedValuePerShare,,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,28170370.000,27916440.000
CommonStockSharesOutstanding,28170370.000,27916440.000
CommonStockValue,28170.000,28115.000
ConvertibleLongTermNotesPayable,,1554059.000
DeferredCosts,72976.000,41467.000
DeferredCostsCurrent,470652.000,335174.000
DeferredFinanceCostsCurrentNet,147376.000,124241.000
DeferredFinanceCostsNoncurrentNet,0.000,0.000
DeferredRentCreditNoncurrent,798388.000,804777.000
DeferredRevenueCurrent,13932184.000,13707888.000
DeferredRevenueNoncurrent,4746841.000,4841681.000
DueToOtherRelatedPartiesClassifiedCurrent,3434645.000,3140890.000
Liabilities,40637644.000,42549255.000
LiabilitiesAndStockholdersEquity,7893703.000,7961647.000
LiabilitiesCurrent,34981191.000,35119882.000
NotesPayableRelatedPartiesClassifiedCurrent,9595581.000,10458924.000
NotesPayableRelatedPartiesNoncurrent,0.000,150000.000
OtherAssetsNoncurrent,252196.000,288225.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseCurrent,252966.000,174225.000
PropertyPlantAndEquipmentNet,1620952.000,1508744.000
RestrictedCashAndCashEquivalentsAtCarryingValue,2250000.000,2255074.000
RetainedEarningsAccumulatedDeficit,-97089915.000,-102126865.000
StockholdersEquity,-32743941.000,-34587608.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-32743941.000,-34587608.000
TreasuryStockNumberOfSharesHeld,,199287.000
TreasuryStockValue,,199.000
