,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,115733.000,19180.000,22032.000,27573.000,1149.000,6667.000,11062.000,5992.000,8291.000,5935.000,9935.000,9359.000,9288.000,1042853.000,1321675.000,5061660.000
AccountsPayableCurrent,112623.000,,,,,,,,,,,,,,3677.000,164269.000,173726.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,143182.000,114368.000,114589.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,3832452.000,8110277.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,1654.000,1880.000,2107.000,1946369.000,2229296.000,2524290.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,-13628.000,-12501.000,-81362.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-893.000,-893.000,-893.000,-893.000,-893.000,0.000,0.000,,,,,,,,,,
AdditionalPaidInCapital,7636168.000,7663600.000,7919230.000,7937600.000,7962862.000,8029995.000,8070629.000,8107300.000,8142628.000,8168551.000,8199358.000,8320435.000,8338435.000,8356435.000,24798512.000,24798512.000,24798512.000
Assets,1008.000,1302.000,431.000,423.000,464.000,3720.000,3458.000,4232.000,3575.000,3349.000,3123.000,2897.000,37088.000,27133.000,23773870.000,16438319.000,21731073.000
AssetsCurrent,1008.000,1302.000,431.000,423.000,464.000,0.000,0.000,1000.000,569.000,569.000,569.000,569.000,34986.000,25258.000,9338967.000,2255609.000,7237933.000
AssetsNoncurrent,,,,,,,,,,,,,,,370360.000,221784.000,87759.000
Cash,1008.000,1302.000,431.000,423.000,464.000,0.000,0.000,1000.000,569.000,569.000,569.000,569.000,24986.000,15258.000,1524467.000,243626.000,2317731.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,1524467.000,243626.000,2317731.000
CommitmentsAndContingencies,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100138016.000,100184.000,100184.000,100215.000,2100215.000,2100215.000,2388215.000
CommonStockSharesOutstanding,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100138016.000,100184.000,100184.000,100215.000,2100215.000,2100215.000,2388215.000
CommonStockValue,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100138.000,100138.000,100.000,100.000,100.000,2100.000,2100.000,2388.000
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,,,,,,,,34750679.000
DeferredRevenueCurrent,,,,,,,,,,,,,,,481423.000,1678016.000,4632320.000
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,,370360.000,221784.000,87759.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-423052.000,-387262.000,-450520.000,-426606.000,-398238.000,-368720.000,-322306.000,-282014.000,-251099.000,-222513.000,-193836.000,-168571.000,,,,,
DueToAffiliateCurrent,,,,,,,,,,,,,,,444425.000,1394707.000,736798.000
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,,,,8659481.000,8305571.000,8336510.000
DueToRelatedPartiesCurrent,,,,,,,,,,,,,60000.000,60000.000,,,
Liabilities,338825.000,347477.000,27718.000,33254.000,36401.000,1149.000,6667.000,11062.000,5992.000,8291.000,5935.000,,69359.000,,10708108.000,16764150.000,61801970.000
LiabilitiesAndStockholdersEquity,1008.000,1302.000,431.000,423.000,464.000,3720.000,3458.000,4232.000,3575.000,3349.000,3123.000,2897.000,37088.000,27133.000,23773870.000,16438319.000,21731073.000
LiabilitiesCurrent,,,,,,,,,,,,9935.000,,69288.000,10708108.000,16764150.000,61801970.000
NotesPayableRelatedPartiesClassifiedCurrent,8957.000,8376.000,8538.000,8675.000,8828.000,0.000,0.000,,,,,,,,,,
OtherLoansPayableCurrent,217245.000,223368.000,0.000,2547.000,,,,,,,,,,,,,
