,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,1096000.000,-2037000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1861000.000,4869000.000,7848000.000
AllocatedShareBasedCompensationExpense,1861000.000,4869000.000,7848000.000
AmortizationOfIntangibleAssets,694000.000,594000.000,755000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2852000.000,1356000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,1333000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,149000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,-925000.000
ComprehensiveIncomeNetOfTax,,-18108000.000,22700000.000
DeferredRevenueRevenueRecognized,4600000.000,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,0.000,0.000,0.000
Depreciation,188000.000,519000.000,712000.000
DepreciationDepletionAndAmortization,882000.000,1113000.000,1466000.000
EarningsPerShareBasic,-0.520,-0.450,0.570
EarningsPerShareDiluted,-0.520,-0.450,0.560
FairValueOfAssetsAcquired,,516000.000,
GainLossOnDispositionOfAssets1,2000.000,9000.000,
GeneralAndAdministrativeExpense,7461000.000,11960000.000,13108000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,24616000.000
IncomeTaxExpenseBenefit,,,991000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,4668000.000,4784000.000,-6366000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-5583000.000,-6157000.000,7718000.000
IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,435000.000,708000.000,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,478000.000,651000.000,733000.000
IncomeTaxReconciliationOtherAdjustments,2000.000,14000.000,8000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,1451000.000
IncomeTaxesPaid,1000.000,1000.000,936000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,8572000.000
IncreaseDecreaseInAccountsPayable,-943000.000,4710000.000,-2520000.000
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,,,530000.000
IncreaseDecreaseInAccruedLiabilities,859000.000,1425000.000,3058000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,-65000.000
IncreaseDecreaseInDeferredRevenue,-5156000.000,29238000.000,69618000.000
IncreaseDecreaseInOtherNoncurrentAssets,-41000.000,3000.000,40000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,73000.000,1068000.000,1700000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,1121538.000
InterestExpense,9000.000,13000.000,21000.000
InterestIncomeOther,33000.000,1840000.000,2091000.000
InterestPaidNet,9000.000,13000.000,21000.000
LeaseAndRentalExpense,597000.000,558000.000,638000.000
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,,,5000.000
MarketableSecuritiesUnrealizedGainLoss,,-516000.000,-925000.000
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,,-5000.000,
NetCashProvidedByUsedInContinuingOperations,-23326000.000,-42059000.000,1938000.000
NetCashProvidedByUsedInFinancingActivities,308000.000,116381000.000,120974000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,308000.000,116381000.000,120974000.000
NetCashProvidedByUsedInInvestingActivities,-2283000.000,-185106000.000,-213653000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2283000.000,-185106000.000,-213653000.000
NetCashProvidedByUsedInOperatingActivities,-21351000.000,26666000.000,94617000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-21351000.000,26666000.000,94617000.000
NetIncomeLoss,,-17592000.000,23625000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-16422000.000,-17592000.000,23625000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-16422000.000,-17592000.000,
NoncashProjectAbandonmentCosts,509000.000,296000.000,356000.000
NonoperatingIncomeExpense,35000.000,746000.000,2076000.000
OperatingExpenses,25977000.000,46100000.000,64980000.000
OperatingIncomeLoss,-16457000.000,-18338000.000,22540000.000
OtherNonoperatingIncomeExpense,11000.000,-1081000.000,6000.000
PaymentsOfStockIssuanceCosts,,,7277000.000
PaymentsToAcquireIntangibleAssets,1505000.000,1745000.000,1502000.000
PaymentsToAcquireMarketableSecurities,,215798000.000,316149000.000
PaymentsToAcquirePropertyPlantAndEquipment,780000.000,1930000.000,1507000.000
ProceedsFromIssuanceOfCommonStock,,122906000.000,126546000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,9000.000,554000.000,1160000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,34358000.000,105505000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,2000.000,9000.000,
ProceedsFromStockPlans,307000.000,623000.000,545000.000
RepaymentsOfDebtAndCapitalLeaseObligations,8000.000,,
ResearchAndDevelopmentExpense,18516000.000,34140000.000,51872000.000
RevenueFromRelatedParties,0.000,,
ShareBasedCompensation,1861000.000,4869000.000,7848000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,307000.000,623000.000,545000.000
StockIssuedDuringPeriodValueNewIssues,,115204000.000,119269000.000
StockIssuedDuringPeriodValueShareBasedCompensation,11000.000,554000.000,1160000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,-21400000.000,6400000.000
WeightedAverageNumberOfDilutedSharesOutstanding,31390631.000,39015131.000,42388867.000
WeightedAverageNumberOfSharesOutstandingBasic,31390631.000,39015131.000,41267329.000
