,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,12000000.000,,,,9026000.000,,,,8350000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,7000000.000
AmortizationOfDebtDiscountPremium,,1000000.000,,,,1000000.000,,,,
AmortizationOfFinancingCosts,,1000000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,2571000.000,,,,2673000.000
AmortizationOfIntangibleAssets,,18000000.000,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,685000.000
AvailableForSaleSecuritiesGrossRealizedGains,,6000000.000,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,6000000.000,,,,,,,,
CapitalLeaseObligationsIncurred,,4000000.000,,,,6779000.000,,,,1651000.000
CapitalizedComputerSoftwareImpairments1,,,,,,,4000000.000,1000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-32000000.000,,,,-26848000.000,,,,47469000.000
CommonStockDividendsPerShareCashPaid,,,,,,0.075,,,,0.075
CommonStockDividendsPerShareDeclared,,0.075,0.075,0.075,,0.075,0.075,0.075,,0.075
ComprehensiveIncomeNetOfTax,150000000.000,-20000000.000,15000000.000,1000000.000,16000000.000,26295000.000,-17379000.000,25785000.000,-30446000.000,63042000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,596000.000,402000.000,566000.000,-3338000.000,-243000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,151000000.000,-19000000.000,16000000.000,2000000.000,17000000.000,26891000.000,-16977000.000,26351000.000,-33784000.000,62799000.000
CostOfRevenue,320000000.000,349000000.000,335000000.000,336000000.000,320000000.000,362677000.000,376605000.000,351534000.000,339830000.000,386837000.000
CostsAndExpenses,508000000.000,538000000.000,491000000.000,506000000.000,495000000.000,529395000.000,568145000.000,528521000.000,524682000.000,551893000.000
DebtInstrumentPeriodicPaymentPrincipal,,6000000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,2000000.000,,,,-887000.000,,,,152000.000
Depreciation,39000000.000,42000000.000,39000000.000,38000000.000,43000000.000,41000000.000,39000000.000,42000000.000,40000000.000,43000000.000
DepreciationDepletionAndAmortization,58000000.000,61000000.000,58000000.000,56000000.000,59000000.000,52241000.000,52246000.000,53581000.000,51341000.000,52909000.000
DerivativeGainLossOnDerivativeNet,-10000000.000,-16000000.000,11000000.000,,,,,,,
DividendsCommonStock,,,,,,9458000.000,,,,10054000.000
EarningsPerShareBasic,1.750,,0.130,0.030,,0.130,-0.120,0.170,-0.040,0.450
EarningsPerShareBasicAndDiluted,,-0.070,,,,,,,,
EarningsPerShareDiluted,1.710,,0.120,0.030,,0.130,-0.120,0.170,-0.050,0.450
EffectOfExchangeRateOnCashAndCashEquivalents,,-1000000.000,,,,508000.000,,,,307000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,1000000.000
EquityMethodInvestmentRealizedGainLossOnDisposal,304000000.000,,,,,,,,,
FairValueInputsEntityCreditRisk,,0.150,,,,0.150,,,,0.150
