,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,1200000.000,2800000.000,,3300000.000,,,,5600000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,6937287.000,,,,6272866.000,,,,2950000.000
AffiliateCosts,,,,,,,431082.000,501170.000,,591000.000
AmortizationOfAboveAndBelowMarketLeases,,-1550.000,,,,-806087.000,,,,-1033000.000
AmortizationOfDeferredLeasingFees,,3598.000,,,,3287557.000,,,,5631000.000
AmortizationOfFinancingCosts,,94992.000,100000.000,100000.000,219032.000,,,,,272000.000
AmortizationOfIntangibleAssets,,3598.000,,,,3287557.000,,,,5631000.000
AssetImpairmentCharges,,,,,,0.000,,,,
AssetManagementCosts,,3401.000,365558.000,1054094.000,1200717.000,1269865.000,1362480.000,1627034.000,,2746000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,-802123.000,533360.000,-920648.000,117952.000,-442854.000,-248831.000,1523281.000,10797269.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,-807304.000,555532.000,-296952.000,248551.000,-443123.000,-248940.000,1523815.000,10802259.000,
BusinessAcquisitionsProFormaRevenue,,124725.000,8180786.000,10973577.000,27543795.000,12674668.000,14648884.000,18632938.000,55029574.000,
BusinessCombinationAcquisitionRelatedCosts,,224000.000,9600000.000,2700000.000,,1000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,42862894.000,,,,24409556.000,,,,9138000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,-200000.000,,,,500000.000
CommonStockDividendsPerShareCashPaid,,,,,,0.002,0.002,0.002,,0.002
CommonStockDividendsPerShareDeclared,,0.002,,0.002,,0.140,0.140,0.140,,0.140
ComprehensiveIncomeNetOfTax,,,,,,-1156610.000,-3138336.000,-2454794.000,1487339.000,3289000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,-700.000,-1383.000,-860.000,446.000,1000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,-1157310.000,-3139719.000,-2455654.000,1487785.000,3290000.000
CostOfOtherPropertyOperatingExpense,,8407.000,42178.000,490542.000,775764.000,761941.000,791317.000,1157528.000,1716929.000,1673000.000
Depreciation,,7256.000,700000.000,2000000.000,,,,,,
DepreciationAndAmortization,,10854.000,1866469.000,4767334.000,5415978.000,5625997.000,5984712.000,7299478.000,8983949.000,10523000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,166000.000
Dividends,,167529.000,,,,1969712.000,,,,4672000.000
EarningsPerShareBasicAndDiluted,-4.320,-0.330,-0.900,-0.190,0.200,-0.030,-0.060,-0.050,0.020,0.040
EarningsPerShareDilutedDistributed,,0.002,0.002,0.002,,,,,,
