,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,478834.000,491002.000,498080.000,479972.000,524459.000,502814.000,491390.000,446659.000,429941.000,448127.000,414510.000,445223.000,404182.000,572128.000,471019.000,532134.000,490543.000,476127.000,472397.000,670664.000,721259.000,148847.000,159661.000
AccountsPayableRelatedPartiesCurrent,,,,,,0.000,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,,,,,,,303110.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,,,,,156650.000,
AccountsReceivableNetCurrent,39670.000,12107.000,11536.000,13310.000,8885.000,5400.000,20900.000,18200.000,25706.000,23206.000,12250.000,8400.000,7300.000,5036.000,4347.000,23735.000,,,,221697.000,191224.000,156650.000,303110.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,19494.000,
AccruedLiabilitiesCurrent,74049.000,81441.000,98851.000,111102.000,86350.000,96343.000,95288.000,95289.000,100289.000,100331.000,94752.000,101252.000,123588.000,97095.000,119233.000,93744.000,90244.000,101544.000,107616.000,157073.000,514401.000,362356.000,456314.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,82489.000,,,,,,,,,,,,,,,,,,
AccruedSalariesCurrent,674103.000,703283.000,736181.000,770671.000,855157.000,871610.000,909109.000,931124.000,950473.000,978340.000,1000784.000,1024584.000,1021598.000,1068448.000,1099948.000,1127448.000,1138948.000,1151448.000,1128948.000,343720.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,-682354.000,,,,564234.000,,,,,,,,1063.000,1063.000
