,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,8000.000
AmortizationOfDebtDiscountPremium,,,31000.000
AssetImpairmentCharges,0.000,35000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-985000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,-31000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,1574000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-60000.000
ComprehensiveIncomeNetOfTax,,,-543000.000
CostOfGoodsAndServicesSold,2254000.000,2415000.000,2085000.000
DepreciationAndAmortization,134000.000,135000.000,115000.000
DepreciationDepletionAndAmortization,,,115000.000
DerivativeGainOnDerivative,,74000.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.070,-0.050,-0.010
GainLossOnSaleOfPropertyPlantEquipment,,,100000.000
GrossProfit,1212000.000,1099000.000,1348000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1889000.000,-509000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1026000.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1036000.000,-1869000.000,-514000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.070,-0.040,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,26000.000,-261000.000,-19000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,-0.010,0.000
IncomeTaxExpenseBenefit,10000.000,-20000.000,5000.000
IncreaseDecreaseInAccountsPayable,,,-310000.000
IncreaseDecreaseInAccountsReceivable,,,150000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-3000.000
IncreaseDecreaseInAccruedLiabilities,,,-106000.000
IncreaseDecreaseInDeferredRevenue,,,-5000.000
IncreaseDecreaseInInventories,,,-201000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,138000.000
InterestRevenueExpenseNet,-86000.000,-101000.000,-52000.000
LegalFees,,0.000,
NetCashProvidedByUsedInFinancingActivities,,,-59000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-28000.000
NetCashProvidedByUsedInInvestingActivities,,,75000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1499000.000
NetCashProvidedByUsedInOperatingActivities,,,-1001000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-941000.000
NetIncomeLoss,-1010000.000,-2130000.000,-533000.000
OperatingIncomeLoss,-940000.000,-1862000.000,-458000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-10000.000
OtherNonoperatingIncome,0.000,0.000,1000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,0.000
PaymentsToAcquireIntangibleAssets,,,6000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,68000.000
PaymentsToAcquireShortTermInvestments,,,1425000.000
ProceedsFromIssuanceOfLongTermDebt,,,0.000
ProvisionForDoubtfulAccounts,,,20000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,,,28000.000
Revenues,3466000.000,3514000.000,3433000.000
SalesRevenueNet,3466000.000,3514000.000,3433000.000
SellingGeneralAndAdministrativeExpense,2018000.000,2791000.000,1691000.000
ShareBasedCompensation,,,8000.000
