,2011-03-31
AccountsNotesAndLoansReceivableNetCurrent,136000000.000
AccountsPayableOtherCurrent,102000000.000
AccountsPayableTradeCurrent,607000000.000
AccountsReceivableNetCurrent,922000000.000
AccumulatedDeferredInvestmentTaxCredit,49000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7356000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-332000000.000
AdditionalCollateralAggregateFairValue,5000000.000
AssetRetirementObligationsNoncurrent,1469000000.000
Assets,30696000000.000
AssetsCurrent,3426000000.000
AvailableForSaleSecurities,796000000.000
AvailableForSaleSecuritiesAmortizedCost,522000000.000
CapitalLeaseObligations,217000000.000
CashAndCashEquivalentsAtCarryingValue,1219000000.000
CommercialPaperNoncurrent,200000000.000
CommonStockSharesAuthorized,750000000.000
CommonStockSharesOutstanding,239000000.000
CommonStockValue,2052000000.000
CustomerAdvancesForConstruction,132000000.000
CustomerDepositsCurrent,131000000.000
DebtInstrumentUnamortizedDiscount,22000000.000
DecommissioningFundInvestments,796000000.000
DeferredCompensationEquity,6000000.000
DeferredTaxAssetsNetCurrent,36000000.000
DeferredTaxLiabilitiesNoncurrent,1633000000.000
DerivativeAssetsCurrent,97000000.000
DerivativeFairValueGrossAmountNotOffsetAgainstCollateralNet,42000000.000
DerivativeLiabilitiesCurrent,91000000.000
DerivativeLiabilitiesNoncurrent,285000000.000
DerivativeNetLiabilityPositionAggregateFairValue,5000000.000
DividendsPayableAmount,118000000.000
DueFromAffiliateCurrent,17000000.000
DueToAffiliateCurrent,37000000.000
EmployeeRelatedLiabilitiesCurrent,211000000.000
FairValueMeasuredOnRecurringBasisInvestments,14000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,3000000.000
IncomeTaxesReceivable,261000000.000
InterestAndDividendsPayableCurrent,251000000.000
InventoryNet,176000000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,2163000000.000
Liabilities,21293000000.000
LiabilitiesAndStockholdersEquity,30696000000.000
LiabilitiesCurrent,3654000000.000
LitigationReserveCurrent,489000000.000
LongTermDebtAndCapitalLeaseObligations,9174000000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,89000000.000
LossContingencyAccrualAtCarryingValue,764000000.000
MinorityInterest,117000000.000
OtherAssetsCurrent,171000000.000
OtherAssetsNoncurrent,630000000.000
OtherLiabilitiesCurrent,701000000.000
OtherLiabilitiesNoncurrent,903000000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,1114000000.000
PreferredStockSharesAuthorized,50000000.000
PropertyPlantAndEquipmentGross,27556000000.000
PropertyPlantAndEquipmentNet,20200000000.000
RegulatoryAssetsCurrent,73000000.000
RegulatoryAssetsNoncurrent,932000000.000
RegulatoryLiabilityNoncurrent,130000000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,318000000.000
RetainedEarningsAccumulatedDeficit,7472000000.000
SegmentReportingInformationAssets,30696000000.000
SegmentReportingInformationInvestmentInEquityMethodInvestees,2754000000.000
ShortTermBorrowings,566000000.000
StockholdersEquity,9186000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,9403000000.000
VariableInterestCarryingAmount,119000000.000
