,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,2624.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,47500.000,76000.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,-1476735.000,-900000.000,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,75000.000,,
AmortizationOfDebtDiscountPremium,,,,256830.000,79000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1491350.000,,
AssetImpairmentCharges,,,,,250000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,73000.000
CashAcquiredFromAcquisition,,,,,180000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-51246.000,132458.000,24765.000,-112112.000,53000.000
ConversionOfStockAmountIssued1,,,,,255000.000
CostOfGoodsSold,,,631326.000,792031.000,113000.000
DebtConversionConvertedInstrumentAmount1,,,100000.000,,91000.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,2031497.000,
Depreciation,2463.000,,3139.000,859.000,2000.000
DepreciationDepletionAndAmortization,2463.000,,3139.000,,
DepreciationExpenseOnReclassifiedAssets,,2624.000,,,
DerivativeGainLossOnDerivativeNet,,,,-2262774.000,8870000.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.080,-0.130,-360.740
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.003,-0.340,-0.340,,
EffectiveIncomeTaxRateReconciliationDeductions,,,,,-0.430
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,0.830
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.030,-0.060
FairValueAdjustmentOfWarrants,,,,454361.000,
FairValueAssumptionsExpectedDividendRate,,,,0.000,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,4.430,3.830
FairValueAssumptionsRiskFreeInterestRate,,,,0.000,
FinancingInterestExpense,,,,530966.000,
GainsLossesOnExtinguishmentOfDebt,,,,-1499918.000,-28000.000
GeneralAndAdministrativeExpense,16023.000,28057.000,126061.000,247189.000,94000.000
GoodwillAndIntangibleAssetImpairment,,,,319237.000,
GoodwillImpairmentLoss,,,0.000,,
GrossProfit,,,159141.000,172110.000,95000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-430007.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-141361.000,,-2676941.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-141361.000,,-2676941.000,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,-430007.000,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,650000.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,-597000.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,-53000.000,
IncomeTaxesPaid,0.000,,0.000,,
IncreaseDecreaseInAccountsPayable,,-58345.000,-67178.000,5345.000,88000.000
IncreaseDecreaseInAccountsReceivable,,,11248.000,-11248.000,11000.000
IncreaseDecreaseInAccruedLiabilities,35195.000,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,64001.000,,
IncreaseDecreaseInDeferredRevenue,,,,-63699.000,24000.000
IncreaseDecreaseInDeposits,,229.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,-80280.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,-25000.000,423000.000
IncreaseDecreaseInFilmCosts1,,,,,-30000.000
IncreaseDecreaseInInterestPayableNet,,,,70072.000,59000.000
IncreaseDecreaseInOtherReceivables,,11200.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,38881.000,-41965.000,-10000.000
InterestExpense,,1269.000,13849.000,340717.000,-227000.000
InterestExpenseRelatedParty,,,,47517.000,76000.000
InterestPaid,0.000,,2722.000,5569.000,77000.000
LeaseAndRentalExpense,15356.000,2757.000,48397.000,,
LicensesRevenue,,,790467.000,,
NetCashProvidedByUsedInFinancingActivities,53297.000,470050.000,538836.000,1052582.000,452000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,53297.000,470050.000,538836.000,1052582.000,452000.000
NetCashProvidedByUsedInInvestingActivities,-840.000,-206223.000,-51203.000,-250000.000,180000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-840.000,-206223.000,-51203.000,-250000.000,180000.000
NetCashProvidedByUsedInOperatingActivities,-103703.000,-131369.000,-462868.000,-914694.000,-579000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-103703.000,-131369.000,-462868.000,-914694.000,-579000.000
NetIncomeLoss,-141361.000,-430007.000,-2620196.000,-7577145.000,-10103000.000
NetIncomeLossAttributableToNoncontrollingInterest,,-1343.000,-56745.000,-32008.000,-33000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-428664.000,,,
NetInvestmentIncome,,-235000.000,50000.000,,
NonoperatingIncomeExpense,,1269.000,63492.000,-4563059.000,8511000.000
OperatingExpenses,141361.000,428738.000,2899574.000,3218204.000,1720000.000
OperatingIncomeLoss,,-428738.000,-2740433.000,-3046094.000,-1625000.000
OtherAssetImpairmentCharges,,,,,250000.000
OtherNonoperatingIncomeExpense,,,2341.000,-5941.000,
PaymentsToAcquireBusinessesGross,,210000.000,,,
PaymentsToAcquireMachineryAndEquipment,840.000,,1203.000,,
ProceedsFromContributedCapital,,,76000.000,,
ProceedsFromContributionsFromAffiliates,,50.000,,,
ProceedsFromConvertibleDebt,,,,,50000.000
ProceedsFromIssuanceOfCommonStock,48500.000,422500.000,205511.000,340750.000,
ProceedsFromIssuanceOfDebt,,,,305470.000,
ProceedsFromIssuanceOrSaleOfEquity,,,197496.000,,260000.000
ProceedsFromNotesPayable,,,20000.000,23347.000,31000.000
ProceedsFromOtherEquity,,47500.000,,,
ProceedsFromRelatedPartyDebt,4797.000,,361000.000,405000.000,359000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,50000.000,,
ProfessionalFees,109982.000,104994.000,581375.000,771400.000,272000.000
ProfitLoss,-141361.000,,,-7609153.000,-10136000.000
RepaymentsOfConvertibleDebt,,,,,148000.000
RepaymentsOfDebt,,,,5000.000,
RepaymentsOfNotesPayable,,,54660.000,,
RepaymentsOfRelatedPartyDebt,,,111000.000,25000.000,100000.000
ResearchAndDevelopmentExpense,,,,,161000.000
Revenues,0.000,,790467.000,964141.000,208000.000
SalariesAndWages,,,2143742.000,1880378.000,943000.000
SalariesWagesAndOfficersCompensation,,,,,435000.000
SaleOfStockConsiderationReceivedOnTransaction,,,,191250.000,260000.000
SaleOfStockNumberOfSharesIssuedInTransaction,,,,3555500.000,650000.000
SalesRevenueNet,0.000,,740467.000,964141.000,208000.000
ShareBasedCompensation,,,2264240.000,1940239.000,319000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,1461250.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,4.390,3.830
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.002,0.005
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,1491350.000,,
