,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28
AmortizationOfDebtDiscountPremium,,,,,597000.000,,,,586000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,1656126.000,1650407.000,1675403.000,-3332890.000,1235439.000,916687.000,1052403.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,406000.000,447000.000,-27000.000,376000.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,152000.000,1000.000,1000.000
AvailableforsaleSecuritiesSoldAtPar,,,,,12750000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,10996000.000,,,,-6445000.000,,,,12770000.000,,
CommonStockDividendsPerShareCashPaid,,,,,,,1.000,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,861000.000,980000.000,1414000.000,1773000.000,3102000.000,3094000.000,2789000.000
CostOfGoodsAndServicesSold,8992000.000,8432000.000,8708000.000,8723000.000,8565000.000,8571000.000,7057000.000,6970000.000,7466000.000,7578000.000,7658000.000
DeferredIncomeTaxExpenseBenefit,-13000.000,,,,-127000.000,,,,,,
DepreciationDepletionAndAmortization,498000.000,,,,358000.000,,,,236000.000,,
DilutiveSecurities,,,,,2000.000,,,,,,
EarningsPerShareBasic,0.130,0.140,0.010,0.100,0.050,0.060,0.120,0.130,0.250,0.240,0.230
EarningsPerShareDiluted,0.130,0.140,0.010,0.100,0.050,0.060,0.120,0.130,0.250,0.240,0.230
EffectiveIncomeTaxRateContinuingOperations,,,,,0.280,0.280,0.220,-0.670,0.120,0.260,0.200
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0.000,,,,-7000.000,,,,12000.000,,
EntityWideRevenueMajorCustomerPercentage,,,,,0.110,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,0.000,,,,,,,,,,
