,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,8503.000,2713.000,2050.000,7111.000,10228.000,12599.000,18765.000,32573.000,346098.000,274709.000
AccountsReceivableNetCurrent,,3755.000,0.000,13720.000,,353.000,1760.000,1713.000,,
AccruedPayrollTaxesCurrent,,,,,,,,,14722.000,31076.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-634.000,-214.000,-830.000,-1821.000,-1524.000,-1333.000,-1398.000,-1465.000,-1026.000,-100.000
AdditionalPaidInCapitalCommonStock,10570.000,60237.000,63237.000,63237.000,63237.000,63237.000,63237.000,-228430.000,-216209.000,66101.000
AdvancesToAffiliate,,,,,,,,,14610.000,42000.000
Assets,7720.000,48034.000,26253.000,28790.000,8913.000,7972.000,5347.000,4380.000,157859.000,133423.000
AssetsCurrent,,,,,,,5347.000,4380.000,46066.000,7420.000
CashAndCashEquivalentsAtCarryingValue,7720.000,44279.000,26253.000,15070.000,8913.000,5544.000,3587.000,2667.000,863.000,477.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,900000000.000,900000000.000,900000000.000
CommonStockSharesIssued,5000000.000,8333346.000,8333346.000,8333346.000,8333346.000,8333346.000,8333346.000,300000456.000,310000456.000,310190456.000
CommonStockSharesOutstanding,5000000.000,8333346.000,8333346.000,8333346.000,8333346.000,8333346.000,8333346.000,300000456.000,310000456.000,310190456.000
CommonStockValue,5000.000,8333.000,8333.000,8333.000,8333.000,8333.000,8333.000,300000.000,310000.000,310190.000
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,200000000.000
DeferredRevenueCurrent,,,,,,711.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,5344.000,-7832.000,15823.000,,,,25021.000,,,
DeferredTaxAssetsValuationAllowance,5344.000,-7832.000,15823.000,,,,25021.000,,,
DepositsAssetsNoncurrent,,,,,,,,,6920.000,6920.000
DueFromRelatedPartiesCurrent,,,,,,,,,44610.000,
DueToRelatedPartiesCurrent,,,,,,,,,184100.000,219744.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,6661.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,453472.000,691326.000
GasImbalanceAssetLiability,,,,,,,,,97494.000,112495.000
Liabilities,,,,,,,,39571.000,984331.000,1185779.000
LiabilitiesAndStockholdersEquity,7720.000,48034.000,26253.000,28790.000,8913.000,7972.000,5347.000,4380.000,157859.000,133423.000
LiabilitiesCurrent,8503.000,2713.000,12050.000,17111.000,10228.000,13310.000,18765.000,39571.000,984331.000,1185779.000
LoansPayableCurrent,,,,,,,,,182600.000,187600.000
OperatingLossCarryforwards,15719.000,23035.000,46537.000,,,,73000.000,,,
OtherAssets,,,,,,,,,104414.000,119415.000
OtherLiabilitiesCurrent,,,10000.000,10000.000,,,,6998.000,661.000,
PreferredStockParOrStatedValuePerShare,,,,,,,,,0.001,0.001
PreferredStockSharesAuthorized,,,,,,,,,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,,,10000000.000,10000000.000
PreferredStockSharesOutstanding,,,,,,,,,10000000.000,10000000.000
PreferredStockValue,,,,,,,,,10000.000,10000.000
PrepaidExpenseCurrent,,,,,,2075.000,,,593.000,6943.000
PropertyPlantAndEquipmentNet,,,,,,,,,7379.000,6588.000
RetainedEarningsAccumulatedDeficit,-15719.000,-23035.000,-56537.000,-58070.000,-71361.000,-75575.000,-83590.000,-105296.000,-929237.000,-1438547.000
SharesIssuedPricePerShare,0.002,0.002,0.002,,,,,,,
StockholdersEquity,-783.000,45321.000,14203.000,11679.000,-1315.000,-5338.000,-13418.000,-35191.000,-826472.000,-1052356.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-35191.000,-826472.000,-1052356.000
