,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6359.000,16584.000,10028.000
AccountsReceivableNetCurrent,,250.000,519.000
AccountsReceivableRelatedPartiesCurrent,1223.000,1243.000,1267.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1115.000,697.000,435.000
AdditionalPaidInCapital,371088.000,458295.000,5163773.000
Assets,132420.000,135806.000,1579623.000
AssetsCurrent,54231.000,65184.000,1516567.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,1115.000,697.000,435.000
CapitalizedComputerSoftwareAccumulatedAmortization,-12611.000,,
CapitalizedComputerSoftwareGross,90800.000,,
CapitalizedComputerSoftwareNet,78189.000,70622.000,63056.000
Cash,34572.000,52606.000,18075.000
CashEquivalentsAtCarryingValue,0.000,0.000,
CashFDICInsuredAmount,,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,490000000.000,490000000.000,490000000.000
CommonStockSharesIssued,34617417.000,35046917.000,59854318.000
CommonStockSharesOutstanding,34617417.000,35046917.000,59854318.000
CommonStockValue,3462.000,3505.000,5985.000
DeferredRevenueCurrent,0.000,,
DeferredTaxAssetsGross,107822.000,,
DeferredTaxAssetsNet,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,107822.000,,
DeferredTaxAssetsValuationAllowance,107822.000,,
DueToRelatedPartiesCurrent,3183.000,3183.000,3183.000
InvestmentsFairValueDisclosure,12436.000,10585.000,2273.000
LiabilitiesAndStockholdersEquity,132420.000,135806.000,1579623.000
LiabilitiesCurrent,39042.000,44267.000,32711.000
MarketableSecuritiesCurrent,12436.000,10585.000,2273.000
OperatingLossCarryforwardsValuationAllowance,280057.000,,
OtherLiabilitiesCurrent,25500.000,22500.000,19500.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,
PrepaidExpenseAndOtherAssetsCurrent,6000.000,500.000,1494433.000
RetainedEarningsAccumulatedDeficit,-280057.000,-370958.000,-3623281.000
SaleLeasebackTransactionHistoricalCost,13551.000,9888.000,1838.000
StockholdersEquity,93378.000,91539.000,1546912.000
