,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,89000.000,,,
AmortizationOfESOPAward,,,22000.000,,,
AmortizationOfFinancingCosts,,,19000.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-1974000.000,,
BusinessAcquisitionsProFormaRevenue,,,,14169000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,28000.000,,
CashAcquiredFromAcquisition,,,-62000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000,,,
CostOfGoodsSold,11289000.000,10709000.000,11034000.000,11715000.000,11023000.000,12673000.000
DeferredIncomeTaxExpenseBenefit,,,,,-238000.000,
DepreciationDepletionAndAmortization,,,166000.000,,,
EarningsPerShareBasicAndDiluted,-0.260,-0.220,-0.150,-0.390,-0.140,-0.540
GrossProfit,2533000.000,2517000.000,2853000.000,2454000.000,2650000.000,2236000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-955000.000,
IncomeTaxExpenseBenefit,,,,,-238000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1322000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-1493000.000,,,
IncreaseDecreaseInInventories,,,-1478000.000,,,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,70000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,73000.000,,,
InterestExpense,68000.000,68000.000,94000.000,285000.000,121000.000,148000.000
InventoryWriteDown,,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,,-913000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-913000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-169000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-169000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,1082000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1082000.000,,,
NetIncomeLoss,-1254000.000,-1042000.000,-746000.000,-1974000.000,-717000.000,-2664000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,-309000.000,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,315000.000,,,
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,226000.000,,,
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,138000.000,,,
OperatingIncomeLoss,-1186000.000,-974000.000,-652000.000,-1689000.000,-834000.000,-2551000.000
OtherNoncashExpense,,,-9000.000,,,
PaymentsOfDebtIssuanceCosts,,,12000.000,,,
PaymentsToAcquireBusinessesGross,,,509000.000,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,138000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,31000.000,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,-901000.000,,,
ProvisionForDoubtfulAccounts,,,17000.000,,,
SalesRevenueGoodsNet,13822000.000,13226000.000,13887000.000,14169000.000,13673000.000,14909000.000
SellingGeneralAndAdministrativeExpense,3719000.000,3491000.000,3505000.000,4143000.000,3484000.000,3766000.000
ShareBasedCompensation,,,111000.000,,,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,5024000.000,5061.000,
