,2012-03-31
AdjustmentForAmortization,16324.000
CashPeriodIncreaseDecrease,191015.000
CostOfGoodsSold,976926.000
Depreciation,117272.000
DepreciationAndAmortization,15508.000
EarningsPerShareBasicAndDiluted,-0.000
GainsLossesOnSalesOfOtherAssets,-1682.000
GeneralAndAdministrativeExpense,514964.000
GrossProfit,191898.000
IncreaseDecreaseInAccountsPayable,-27530.000
IncreaseDecreaseInAccountsReceivable,8657.000
IncreaseDecreaseInAccruedLiabilities,-20027.000
IncreaseDecreaseInOtherLoans,-11849.000
InterestExpense,-50011.000
InterestPaid,21358.000
NetCashProvidedByUsedInFinancingActivities,679098.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,679098.000
NetCashProvidedByUsedInInvestingActivities,-257286.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-257286.000
NetCashProvidedByUsedInOperatingActivities,-230797.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-230797.000
OperatingExpenses,530472.000
OperatingIncomeLoss,-338574.000
OtherCostAndExpenseOperating,-1694.000
OtherExpenses,-51530.000
OtherIncome,175.000
PaymentsToAcquirePropertyPlantAndEquipment,-257286.000
ProceedsFromNotesPayable,1015162.000
ProceedsFromRepaymentsOfNotesPayable,550000.000
ProfitLoss,-390104.000
RepaymentsOfLinesOfCredit,-77046.000
RepaymentsOfNotesPayable,-794169.000
RepaymentsOfRelatedPartyDebt,-3000.000
Revenues,1168824.000
SalesRevenueNet,1168649.000
ShareBasedGoodsAndNonemployeeServicesTransactionQuantityOfSecuritiesIssued,5000.000
WeightedAverageNumberOfDilutedSharesOutstanding,133526767.000
