,2011-04-02,2011-07-02,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-29,2013-03-30,2013-06-29,2013-09-30,2013-12-28,2014-06-28,2014-12-27,2015-03-28,2015-06-27,2016-04-02,2016-07-02,2016-12-31,2017-04-01
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3648000.000,,,,7131000.000,,,,4175000.000,,5764000.000,,,,,10020000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,9050000.000,,,,26688000.000,,,,3636000.000,,8264000.000,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,2616000.000,,,,3796000.000,,,,3085000.000,,3999000.000,,,,,4620000.000,
AmortizationOfIntangibleAssets,,,12468000.000,,11341000.000,,10540000.000,9735000.000,9489000.000,15875000.000,16383000.000,16402000.000,13026000.000,11030000.000,13910000.000,18522000.000,18629000.000,,22134000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-16283000.000,,,,113907000.000,,,,-153816000.000,,192081000.000,,,,,-614634000.000,
CommonStockDividendsPerShareCashPaid,,,,,,,12.850,,,,,25.000,,0.000,,,,24.000,0.000
ComprehensiveIncomeNetOfTax,,,60764000.000,,,,76008000.000,58612000.000,78972000.000,90732000.000,92834000.000,9963000.000,74247000.000,72893000.000,124928000.000,124880000.000,112905000.000,129594000.000,165734000.000
CostOfGoodsAndServicesSold,152789000.000,142060000.000,152918000.000,187429000.000,208358000.000,205786000.000,191871000.000,206299000.000,219650000.000,257018000.000,245186000.000,283054000.000,265725000.000,277413000.000,331940000.000,371140000.000,354177000.000,369763000.000,382144000.000
Depreciation,,,5314000.000,,,,6868000.000,,,,7404000.000,,8425000.000,,,,,12284000.000,
DepreciationDepletionAndAmortization,,,,,,,,,,,23839000.000,24821000.000,21785000.000,19061000.000,26921000.000,,,,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,,,,,18400000.000,,,,,,
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,,,,,,,5700000.000,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,20956000.000,-2006000.000,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-82000.000,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-1812000.000,-82000.000,,,,,,,,,,,,,,,,,
DividendPaymentRestrictionsScheduleAmountsPaid,,,,,,,699715000.000,,,,,,,,,,,,
Dividends,,,3299000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,1.060,1.150,1.510,1.680,1.630,0.660,1.250,0.710,-0.230,1.440,-1.660,1.630,1.960,1.750,2.470,2.520,0.410,2.780
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,139000.000,,,,154000.000,,-989000.000,,,,,-3899000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.346,0.323,0.347,0.307,,0.326,0.319,0.329,,0.336,0.225,0.326,0.292,0.286,0.310,0.276,0.144,0.277
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,9050000.000,,,,26688000.000,,,,3636000.000,,8264000.000,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,9050000.000,,,,26688000.000,,,,3636000.000,,8264000.000,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,12439000.000,9339000.000,,,,,,,,,,,,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,59000000.000,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,,38000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,27800000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,27800000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,28200000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,27800000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,27800000.000,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,53653000.000,,,,,,,,140474000.000,,0.000,,,,,0.000,
GoodwillAllocationAdjustment,,,-27144000.000,,,,-3985000.000,,,,,,,,,,,,
GoodwillOtherChanges,,,,,,,-2264000.000,,,,-1625000.000,,6919000.000,,,,,7538000.000,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,3836000.000,,-2424000.000,,,,,15334000.000,
GrossProfit,158556000.000,183149000.000,199555000.000,236040000.000,253302000.000,256820000.000,238547000.000,259310000.000,268986000.000,282719000.000,284136000.000,327528000.000,321173000.000,341617000.000,359455000.000,425661000.000,443515000.000,444255000.000,491088000.000
IncomeLossFromContinuingOperations,36673000.000,58368000.000,65105000.000,81552000.000,90446000.000,87866000.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,129773000.000,20877000.000,141733000.000,156669000.000,138741000.000,200787000.000,194176000.000,138921000.000,215013000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,57418000.000,89257000.000,96205000.000,124927000.000,130471000.000,136266000.000,109970000.000,99737000.000,114255000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,1.100,1.150,1.510,1.680,1.630,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,19144000.000,-2088000.000,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.040,0.000,,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,0.000,
IncomeTaxExpenseBenefit,20745000.000,30889000.000,31100000.000,43375000.000,40025000.000,48400000.000,35800000.000,31800000.000,37600000.000,40500000.000,43650000.000,4700000.000,46200000.000,45775000.000,39629000.000,62160000.000,53579000.000,20050000.000,59508000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-2600000.000,,,,,,,,,,,,,,,,
IncomeTaxesPaid,,,11393000.000,,,,895000.000,,,,306000.000,,944000.000,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,,,,,-956000.000,
IncreaseDecreaseInAccountsPayable,,,-15436000.000,,,,-4405000.000,,,,-24773000.000,,-22773000.000,,,,,-26200000.000,
IncreaseDecreaseInAccountsReceivable,,,-20150000.000,,,,-17321000.000,,,,3034000.000,,-17096000.000,,,,,-59812000.000,
IncreaseDecreaseInAccruedLiabilities,,,-50321000.000,,,,-17393000.000,,,,-16043000.000,,50112000.000,,,,,-28545000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,4700000.000,,,,-1258000.000,,,,87000.000,,-923000.000,,,,,493000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,,,,,33949000.000,,,,45118000.000,,40589000.000,,,,,21148000.000,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,-2550000.000,
IncreaseDecreaseInInventories,,,543000.000,,,,11521000.000,,,,2216000.000,,12646000.000,,,,,-8365000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-2648000.000,,,,-3045000.000,,,,-3156000.000,,3156000.000,,,,,4826000.000,
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,,,59653000.000,,,,,,,,,,,,,,,,
IndefinitelivedIntangibleAssetsAcquired,,,,,,,,,,,185474000.000,,,,,,,,
InterestIncomeExpenseNet,-54137000.000,-49860000.000,-49061000.000,-52300000.000,-55393000.000,-55152000.000,-62876000.000,-64094000.000,-62469000.000,-81246000.000,-80853000.000,-87613000.000,-98935000.000,-99892000.000,-106796000.000,-111288000.000,-120812000.000,-146004000.000,-147842000.000
InterestPaid,,,77938000.000,,,,67772000.000,,,,77125000.000,,15307000.000,,,,,143702000.000,
InterestRevenueExpenseNet,,,,,,,,,,,-80853000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,4533000.000,,,,19196000.000,,,,2312000.000,,12249000.000,,,,,-784717000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,4533000.000,,,,19196000.000,,,,2312000.000,,12249000.000,,,,,-784717000.000,
NetCashProvidedByUsedInInvestingActivities,,,-88515000.000,,,,-3543000.000,,,,-271989000.000,,-8138000.000,,,,,-51809000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-88515000.000,,,,-3543000.000,,,,-271989000.000,,-8138000.000,,,,,-51809000.000,
NetCashProvidedByUsedInOperatingActivities,,,67699000.000,,,,98115000.000,,,,115707000.000,,188959000.000,,,,,225791000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,67699000.000,,,,98115000.000,,,,115707000.000,,188959000.000,,,,,225791000.000,
NetIncomeLoss,55817000.000,56280000.000,65105000.000,81552000.000,90446000.000,87866000.000,74170000.000,67937000.000,76655000.000,84027000.000,86123000.000,16177000.000,95533000.000,110894000.000,99112000.000,138627000.000,140597000.000,118871000.000,155505000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,56280000.000,61806000.000,81552000.000,90446000.000,87866000.000,,,,,,,,,,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnBasicEarningsPerShare,,,,,,,,,,,,,,,,,,0.260,
OperatingIncomeLoss,113204000.000,139155000.000,145266000.000,177227000.000,185864000.000,191418000.000,172846000.000,194112000.000,176724000.000,205773000.000,210626000.000,239980000.000,240668000.000,256561000.000,263696000.000,312075000.000,330642000.000,317009000.000,366362000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,-700000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-3641000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,,,,,,,,10124000.000,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,-330000.000,882000.000,,4064000.000,-6972000.000,-10538000.000,-13918000.000,8774000.000,-18383000.000,-7435000.000,38775000.000,2179000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,,,,1800000.000,,5900000.000,7800000.000,4906000.000,-10567000.000,-4274000.000,23117000.000,1310000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,2052000.000,-8995000.000,1435000.000,9625000.000,2647000.000,758000.000,-10748000.000,-24083000.000,17042000.000,4636000.000,-20257000.000,-28052000.000,8050000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,1838000.000,-9325000.000,2317000.000,6705000.000,6711000.000,-6214000.000,-21286000.000,-38001000.000,25816000.000,-13747000.000,-27692000.000,10723000.000,10229000.000
OtherComprehensiveIncomeOtherNetOfTax,,,,,,,-214000.000,,,,,0.000,,,,,,,
OtherNonrecurringExpense,,,,,,,,,,,,1912000.000,,,,,,,
OtherNonrecurringIncomeExpense,,,,,,,,,,,,,,,126000.000,,,,
OtherOperatingActivitiesCashFlowStatement,,,,,,,,,,,,,,,,,,-4563000.000,
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,,,,,,,,,,,,,3365000.000,,,0.000,0.000,95971000.000,0.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,-134000.000,,,,,,,,,,,,
PaymentsForRepurchaseOfCommonStock,,,846000.000,,,,,,,,,,,,,,,0.000,
PaymentsOfDividends,,,3299000.000,,,,702406000.000,,,,4139000.000,,3365000.000,,,,,1375998000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,83812000.000,,,,,,,,263892000.000,,,,,,,30002000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,4703000.000,,,,8677000.000,,,,8097000.000,,8138000.000,,,,,21807000.000,
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,,,147373000.000,,,,,,,,,,,,
ProceedsFromIssuanceOfSubordinatedLongTermDebt,,,,,,,542000000.000,,,,,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,,,,,,-78000.000,,-41000.000,,,,,-143000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,,,,,,0.000,
ProceedsFromSaleOfLongtermInvestments,,,,,,,5000000.000,,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,3503000.000,,,,5541000.000,,,,2893000.000,,7391000.000,,,,,3648000.000,
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,45000.000,,,,,,,,,,,,,,,,
ProductWarrantyAccrualPayments,,,825000.000,,,,,,,,,,,,,,,,
ProductWarrantyAccrualWarrantiesIssued,,,498000.000,,,,,,,,,,,,,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,,,,,,,,,599000.000,
Revenues,311345000.000,325209000.000,352473000.000,423469000.000,461660000.000,462606000.000,430418000.000,465609000.000,488636000.000,539737000.000,529322000.000,610582000.000,586898000.000,619030000.000,691395000.000,796801000.000,797692000.000,814018000.000,873232000.000
SalesRevenueNet,311345000.000,325209000.000,352473000.000,423469000.000,461660000.000,462606000.000,430418000.000,465609000.000,488636000.000,539737000.000,529322000.000,610582000.000,586898000.000,619030000.000,691395000.000,796801000.000,797692000.000,814018000.000,873232000.000
