,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,26229000.000,27401000.000,17942000.000,18873000.000,20651000.000,23686000.000,21468000.000
AccountsReceivableNetCurrent,50083000.000,50860000.000,40658000.000,36470000.000,39238000.000,40815000.000,42361000.000
AdditionalPaidInCapitalCommonStock,20310000.000,20342000.000,20375000.000,20393000.000,20411000.000,20430000.000,20472000.000
AllowanceForDoubtfulAccountsReceivableCurrent,841000.000,863000.000,509000.000,509000.000,509000.000,509000.000,357000.000
Assets,68011000.000,69510000.000,59107000.000,56460000.000,59315000.000,62691000.000,64404000.000
AssetsCurrent,62743000.000,54582000.000,43840000.000,40991000.000,42245000.000,46403000.000,47455000.000
CashAndCashEquivalentsAtCarryingValue,375000.000,139000.000,136000.000,357000.000,131000.000,185000.000,40000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,34043000.000,34043000.000,34074000.000,34135000.000,34135000.000,34135000.000,34300000.000
CommonStockSharesOutstanding,34043000.000,34043000.000,34074000.000,34135000.000,34135000.000,34135000.000,34300000.000
CommonStockValue,34000.000,34000.000,34000.000,35000.000,35000.000,35000.000,34000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,-566000.000
DeferredTaxAssetsNetCurrent,135000.000,328000.000,42000.000,0.000,,,0.000
DeferredTaxLiabilitiesCurrent,,,,,,,566000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,333000.000
DeferredTaxLiabilitiesOther,,,,,,,120000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,97000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,30000.000
LiabilitiesAndStockholdersEquity,68011000.000,69510000.000,59107000.000,56460000.000,59315000.000,62691000.000,64404000.000
LiabilitiesCurrent,,,,,,,22034000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,13025000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,,,0.018
LoansPayableCurrent,19028000.000,18379000.000,16273000.000,11845000.000,11820000.000,10752000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,219000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,110000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,160000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,230000.000
OtherAssets,,,,,,,9436000.000
OtherAssetsCurrent,10615000.000,1214000.000,1589000.000,2073000.000,1352000.000,3969000.000,3666000.000
OtherAssetsNoncurrent,4677000.000,4325000.000,4551000.000,4732000.000,6204000.000,5108000.000,5770000.000
PrepaidExpenseCurrent,1535000.000,2041000.000,1415000.000,2091000.000,1524000.000,1434000.000,1388000.000
PropertyPlantAndEquipmentNet,591000.000,561000.000,647000.000,675000.000,717000.000,1038000.000,1045000.000
RetainedEarningsAccumulatedDeficit,2410000.000,3354000.000,4483000.000,5314000.000,6398000.000,7788000.000,8839000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,6915000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,3402000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,0.660
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,2000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,7131000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,0.650
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,1000000.000
StockholdersEquity,22754000.000,23730000.000,24892000.000,25742000.000,26844000.000,28253000.000,29345000.000
