,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-27,2015-12-27,2016-03-27,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AccountsPayableCurrent,14873000.000,15612000.000,15097000.000,17152000.000,16034000.000,17033000.000,20280000.000,19596000.000,16051000.000,16885000.000,20425000.000,16543000.000,17937000.000,16127000.000,22239000.000,29948000.000,26508000.000,26776000.000,38307000.000,38290000.000,34689000.000,29798000.000,35366000.000
AccountsReceivableNetCurrent,29199000.000,24411000.000,31969000.000,29618000.000,25772000.000,40821000.000,38366000.000,49768000.000,51093000.000,44806000.000,46259000.000,48697000.000,40239000.000,40061000.000,46332000.000,70974000.000,59926000.000,56225000.000,61096000.000,46759000.000,48206000.000,47396000.000,48092000.000
AccrualForEnvironmentalLossContingencies,,,,3700000.000,3500000.000,3400000.000,3300000.000,3200000.000,3100000.000,2900000.000,2800000.000,8200000.000,8100000.000,8000000.000,7700000.000,,7584000.000,7383000.000,7228000.000,,6339000.000,6192000.000,6197000.000
AccruedEmployeeBenefitsCurrent,940000.000,1148000.000,1369000.000,1210000.000,1236000.000,1564000.000,1567000.000,1793000.000,1835000.000,1586000.000,1433000.000,1538000.000,1879000.000,1460000.000,1214000.000,1510000.000,1515000.000,1516000.000,1237000.000,903000.000,,,
AccruedEnvironmentalLossContingenciesCurrent,,,,500000.000,400000.000,400000.000,400000.000,500000.000,500000.000,400000.000,300000.000,600000.000,600000.000,600000.000,600000.000,700000.000,675000.000,675000.000,674000.000,584000.000,492000.000,492000.000,583000.000
AccruedEnvironmentalLossContingenciesNoncurrent,3690000.000,3617000.000,3544000.000,3142000.000,3060000.000,2978000.000,2896000.000,2684000.000,2615000.000,2541000.000,2468000.000,7644000.000,7502000.000,7419000.000,7147000.000,7117000.000,6910000.000,6708000.000,6554000.000,6117000.000,5847000.000,5700000.000,5614000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,22186000.000,22564000.000,23283000.000,24238000.000,25371000.000,26493000.000,28359000.000,28849000.000,30058000.000,31180000.000,32265000.000,33434000.000,35504000.000,35593000.000,37405000.000,38679000.000,40275000.000,41743000.000,43219000.000,44666000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-786000.000,-790000.000,-763000.000,-1718000.000,-1696000.000,-1660000.000,-1630000.000,-1255000.000,-1225000.000,-1214000.000,-1193000.000,-968000.000,-948000.000,-1001000.000,-1104000.000,-1457000.000,-1521000.000,-1583000.000,-1375000.000,-1736000.000,-1702000.000,-1646000.000,-1591000.000
AdditionalPaidInCapital,20643000.000,19780000.000,18776000.000,19579000.000,19534000.000,19932000.000,20229000.000,18751000.000,17947000.000,18689000.000,19057000.000,19478000.000,19166000.000,15512000.000,15800000.000,16045000.000,16504000.000,16927000.000,16088000.000,16407000.000,16750000.000,17696000.000,17213000.000
AllowanceForDoubtfulAccountsReceivableCurrent,102000.000,123000.000,147000.000,146000.000,105000.000,334000.000,236000.000,61000.000,113000.000,107000.000,108000.000,126000.000,111000.000,90000.000,141000.000,173000.000,480000.000,672000.000,552000.000,407000.000,401000.000,289000.000,271000.000
Assets,132999000.000,127541000.000,131368000.000,144555000.000,140687000.000,161094000.000,156272000.000,166200000.000,176595000.000,182556000.000,193221000.000,198980000.000,207135000.000,209106000.000,243515000.000,337551000.000,319660000.000,312394000.000,313381000.000,245998000.000,234810000.000,223172000.000,227485000.000
