,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,11484.000,,,,,,
AmortizationOfDebtDiscountPremium,,9837.000,,3002.000,,10004.000,,,,,,
AmortizationOfFinancingCosts,,,,,,,,0.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,-10004.000,-5537.000,-3999.000,40110.000,,0.000,
AmortizationOfIntangibleAssets,,,,,,,,,,6033.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1725.000,,49425.000,,-91.000,,,,-32600.000,,
ComprehensiveIncomeNetOfTax,,63354.000,63354.000,63354.000,63354.000,63354.000,63354.000,63354.000,-126708.000,63354.000,63354.000,63354.000
CostOfGoodsAndServicesSold,0.000,0.000,0.000,,,,,0.000,,,0.000,
DepreciationAndAmortization,,,23716.000,18684.000,18684.000,,,,,,,
DepreciationDepletionAndAmortization,,24681.000,,18684.000,,17537.000,,,,13629.000,,
DerivativeGainLossOnDerivativeNet,,,,,,135057.000,135056.000,67528.000,0.000,67529.000,67528.000,-67528.000
EarningsPerShareBasic,,-0.010,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,,-0.010,-0.010,-0.010,-0.000,0.000,0.000,-0.010,0.000,-0.000,0.000
EarningsPerShareDiluted,,0.000,,,,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,221062.000,,10255.000,,,,0.000,,
EmployeeServiceShareBasedCompensationEstimatedQuantityOfSharesToBeRepurchasedInFollowingPeriod,,,,5333333.000,,,,,,,,
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,56250.000,,10255.000,,,,,,
EquipmentExpense,,,,10456.000,,11504.000,,,,7596.000,,
FeesAndCommissions,,,,225.000,,,,,,,,
FiniteLivedIntangibleAssetsAcquired,,,,0.000,,,,,,,,
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,,8228.000,,6033.000,,,,6033.000,,
FinitelivedIntangibleAssetsAcquired1,,,,,,0.000,,,,0.000,,
GainLossOnDispositionOfAssets,,,,-8338.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,0.000,,,,
GrossProfit,0.000,0.000,0.000,,,,,0.000,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-176896.000,-127628.000,-187400.000,-291454.000,-170533.000,-188786.000,-293144.000
IncomeTaxExpenseBenefit,,,,,,,,0.000,,,0.000,
IncreaseDecreaseInAccountsPayable,,93876.000,,27784.000,,13962.000,,,,32918.000,,
IncreaseDecreaseInAccruedLiabilities,,14970.000,,17430.000,,18445.000,,,,18445.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,277761.000,,232798.000,,241659.000,,,,161786.000,,
