,2013-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-21462.000
CurrentIncomeTaxExpenseBenefit,0.000
EarningsPerShareBasicAndDiluted,0.010
GeneralAndAdministrativeExpense,31663.000
NetCashProvidedByUsedInFinancingActivities,10201.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10201.000
NetCashProvidedByUsedInOperatingActivities,-31663.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-31663.000
NetIncomeLoss,-31663.000
OperatingExpenses,31663.000
OperatingIncomeLoss,-31663.000
ProceedsFromContributionsFromAffiliates,10201.000
ProfitLoss,-31663.000
Revenues,0.000
SalesRevenueNet,0.000
