,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,3339.000,,,,,,,,,,,,
AdvertisingExpense,,,,,,2000.000,2500.000,4250.000,41000.000,-8231.000,14550.000,0.000,0.000,-7031.000,1050.000,251.000,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,82791.000,,,,82115.000,,,,
AmortizationOfDebtDiscountPremium,583.000,,,,205087.000,205577.000,75491.000,120451.000,99871.000,121478.000,124741.000,189324.000,240503.000,459366.000,422466.000,508709.000,422420.000,252996.000,200374.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,248591.000
AmortizationOfFinancingCostsAndDiscounts,,,,,205087.000,205577.000,75491.000,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,5076396.000,,,,6032273.000,,,,202900000.000,,,,1928823982.000
CashAndCashEquivalentsPeriodIncreaseDecrease,47238.000,,,,,,-18065.000,,,,-16270.000,,,,38288.000,,,,-30238.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,0.000,,,,0.000,,,,,,,,-2590.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,0.000,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,5969.000,,,,12981.000,,,,-642.000,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesSaleOfInterestByParent,,,,,,,,,,,,,,,,,,,50000.000
CostOfGoodsSold,,,,,33949.000,41931.000,37577.000,38715.000,37390.000,41279.000,43250.000,48470.000,49461.000,50931.000,44146.000,37656.000,17431.000,11953.000,14486.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,,51400.000,,,,,,,,
DebtConversionOriginalDebtAmount1,,,,,,,,,,,27500.000,,,,,,,,
Depreciation,,,,,,,2421.000,357.000,897.000,897.000,,,,,,,,,
DepreciationDepletionAndAmortization,17023.000,,,,,,2421.000,,,,896.000,897.000,897.000,1158.000,1057.000,753.000,667.000,670.000,618.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,200779.000,-203825.000,-56287.000,-259039.000,-290590.000,155560.000,-271782.000,321128.000,-258064.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,,,,,,,175727.000,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,-60248.000,27403.000,-87638.000,-46449.000,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,,,,,,,137084.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,11866.000,,,,18416.000,,,,7209.000
DividendsPreferredStock,,,,,,,39344.000,,,,,,,,,,,,-191.000
DividendsPreferredStockPaidinkind,,,,,,,39142.000,,,,191.000,,,,0.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.270,-0.080,-0.070,-0.040,-0.030,-0.040,-0.050,-0.030,-0.050,-0.060,-0.050,-0.030,-0.020,-0.010,0.030,0.000
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,,,,,84542.000,,,,27310.000,,,,477540.000,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,,,0.000,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,2.480,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,247203.000,,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,-219893.000,,,,-876425.000,,,,258064.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,,,,,,,,111048.000,,,,545125.000,,,,275300.000
GeneralAndAdministrativeExpense,575431.000,795062.000,552785.000,293158.000,733201.000,561095.000,470986.000,363382.000,432317.000,973469.000,564809.000,685680.000,949993.000,907591.000,763050.000,720202.000,669276.000,525686.000,507615.000
GrossProfit,,,,,183170.000,95360.000,98539.000,79333.000,61633.000,81556.000,89557.000,89604.000,114958.000,118611.000,123077.000,129693.000,135771.000,136182.000,146961.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-593714.000,-447850.000,-615401.000,-1224681.000,-476184.000,-1144922.000,-1291425.000,-1778395.000,-1536411.000,-1133913.000,-1444191.000,-1414300.000,-1176500.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,0.090,0.070,0.040,0.050,0.050,,-0.020,-0.050,-0.060,-0.050,-0.030,-0.020,-0.010,0.030,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,-10620.000,-267992.000,-98194.000,96365.000,-94364.000,-16653.000,-98017.000,-37503.000,-13738.000,-17898.000,-3509.000,6121.000,-10964.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,,0.000
IncomeTaxesPaid,0.000,,,,,,3214.000,,,,944.000,,,,431.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,40750.000,,,,,,57051.000,,,,193413.000,,,,140056.000,,,,245674.000
IncreaseDecreaseInAccountsReceivable,31518.000,,,,,,79339.000,,,,98606.000,,,,24574.000,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-5898.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,,,,,,,-585.000
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,,,,,,,,,,,-330.000
IncreaseDecreaseInDerivativeLiabilities,,,,,,,60248.000,,,,111048.000,,,,,,,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,257302.000,157705.000,2970.000,,141604.000,-88995.000,,,,,,,,,,,,,
IncreaseDecreaseInInventories,-9243.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,33961.000,,,,26250.000
IncreaseDecreaseInOtherReceivables,1214.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,-1142.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,-15652.000,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,9806.000,,,,,,,,,,,,,,,,,,
InterestAndDebtExpense,-148970.000,136923.000,165385.000,332904.000,105088.000,63688.000,91278.000,73620.000,63117.000,109673.000,7131.000,159810.000,126385.000,206292.000,149312.000,,,,
InterestIncomeOperating,35041.000,31031.000,21206.000,18077.000,4441.000,7223.000,,,,,,,,,,,,,
InterestPaid,43913.000,,,,,,5585.000,,,,7131.000,,,,600.000,,,,6741.000
IssuanceOfStockAndWarrantsForServicesOrClaims,41721.000,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,,5969.000,,,,12981.000,,,,-642.000,,,,-2590.000
NetCashProvidedByUsedInFinancingActivities,225332.000,,,,,,375426.000,,,,426671.000,,,,725900.000,,,,233000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,225332.000,,,,,,375426.000,,,,426671.000,,,,725900.000,,,,233000.000
NetCashProvidedByUsedInInvestingActivities,208077.000,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,208077.000,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,-386171.000,,,,,,-399460.000,,,,-455922.000,,,,-672260.000,,,,-260648.000
