,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,,,,,,-3249000.000,,,,-4935000.000,
AllocatedShareBasedCompensationExpense,,,,,5626000.000,3205000.000,3367000.000,3377000.000,5684000.000,4343000.000,4422000.000,4592000.000,7669000.000,4625000.000,4691000.000,4671000.000,7446000.000,5106000.000,5142000.000,5209000.000,9223000.000,5858000.000,5925000.000,5673000.000,9329000.000,6256000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,796000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,39000.000,,,,,,,,21000.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-152461000.000,,,,-330646000.000,,,,-410068000.000,,,,417517000.000,,,,-85415000.000,,,,-582749000.000,,,,-260246000.000,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,3228000.000,,,,,,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,20514000.000,3010000.000,1297000.000,-19282000.000,,471000.000,541000.000,,169000.000,385000.000,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,1648000.000,,,,,,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,3331000.000,2655000.000,,1403000.000,1120000.000,987000.000,1006000.000,502000.000,454000.000,,,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,8300000.000,14141000.000,,-2387000.000,-1528000.000,-2418000.000,14061000.000,3183000.000,189000.000,2832000.000,0.000,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,,,,,,,0.080
ComprehensiveIncomeNetOfTax,,,42087000.000,,-3447000.000,17053000.000,61888000.000,409735000.000,4448000.000,24616000.000,46826000.000,97148000.000,45843000.000,65316000.000,97687000.000,130735000.000,81142000.000,67900000.000,66900000.000,147554000.000,72919000.000,89213000.000,105638000.000,113498000.000,70585000.000,124806000.000
ContributionOfProperty,,,,,,,,,,,,,,,,,,,,,,,,,36256000.000,
CostsAndExpenses,344328000.000,343796000.000,404552000.000,430953000.000,341245000.000,375077000.000,522820000.000,580210000.000,423984000.000,499563000.000,633959000.000,915726000.000,611902000.000,792318000.000,927213000.000,1182920000.000,756346000.000,786197000.000,940569000.000,1241266000.000,834107000.000,998911000.000,1126400000.000,1720029000.000,870097000.000,1225317000.000
CostsOfRealEstateServicesAndLandSales,,,,,,,,,,,,,,,66569000.000,,89944000.000,20192000.000,9329000.000,-280925000.000,6693000.000,2408000.000,54975000.000,6412000.000,144273000.000,1932000.000
DeferredIncomeTaxExpenseBenefit,-6589000.000,,,,-1246000.000,,,,2306000.000,,,,1711000.000,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,17000.000,-17000.000,-17000.000,-49000.000,-36000.000,-36000.000,-36000.000,-36000.000,-3000.000,-3000.000,-3000.000,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,173000.000,,184000.000,184000.000,184000.000,185000.000,210000.000,211000.000,211000.000,211000.000,161000.000,161000.000,164000.000,,,,,,,,,,,
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,,,,,310000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanBenefitsPaid,,,34000.000,,115000.000,110000.000,310000.000,-1266000.000,233000.000,211000.000,233000.000,-1565000.000,233000.000,211000.000,233000.000,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,,323000.000,,303000.000,303000.000,303000.000,303000.000,261000.000,261000.000,261000.000,261000.000,318000.000,318000.000,319000.000,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,572000.000,,601000.000,601000.000,601000.000,601000.000,625000.000,625000.000,626000.000,626000.000,600000.000,599000.000,609000.000,,,,,,,,,,,
DefinedBenefitPlanPlanAmendments,,,,,,,,,519000.000,,,,77000.000,,,,501000.000,,,,757000.000,,,,,
DefinedBenefitPlanServiceCost,,,76000.000,,97000.000,97000.000,97000.000,98000.000,118000.000,117000.000,118000.000,118000.000,118000.000,117000.000,123000.000,,,,,,,,,,,
DepreciationDepletionAndAmortization,4387000.000,,,,5229000.000,,,,6525000.000,,,,5289000.000,,,,5809000.000,,,,5533000.000,,,,6030000.000,
EarningsPerShareBasic,0.020,-0.120,0.250,0.090,-0.020,0.100,0.370,2.460,0.030,0.150,0.280,0.550,0.260,0.370,0.550,0.730,0.460,0.380,0.380,0.840,0.420,0.530,0.640,0.680,0.430,0.760
EarningsPerShareDiluted,0.020,-0.120,0.250,0.090,-0.020,0.100,0.360,2.420,0.030,0.140,0.260,0.540,0.250,0.350,0.530,0.710,0.440,0.370,0.360,0.800,0.400,0.510,0.610,0.660,0.420,0.730
EffectiveIncomeTaxRateContinuingOperations,,,-9.830,,-0.565,-0.078,-0.435,-2.232,0.468,0.398,0.317,-0.820,0.360,0.302,0.354,-0.690,0.344,0.215,0.379,-0.616,0.374,0.366,0.355,-0.744,0.359,0.374
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,-0.350,0.350,0.350,0.000,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.638,,-0.081,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDeductions,,,,,,,,,,,,,-0.014,-0.014,-0.012,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,,,,,,,,,-0.026,-0.026,-0.019,0.100,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,-0.059,,,,0.071,,-0.038,0.012,-0.003,0.030,0.003,-0.015,-0.002,0.015,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.032,,-0.042,0.042,0.042,0.000,0.042,0.042,0.042,-0.084,0.042,0.052,0.046,-0.093,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,2079000.000,1588000.000,1617000.000,2094000.000,2972000.000,1647000.000,1769000.000,1934000.000,2809000.000,1927000.000,1958000.000,2073000.000,3555000.000,2254000.000,2283000.000,2358000.000,3653000.000,2441000.000
EquityMethodInvestmentDividendsOrDistributions,2793000.000,,,,872000.000,,,,2413000.000,,,,22143000.000,,,,4393000.000,,,,3870000.000,,,,48581000.000,
EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,,,,,63975000.000,26055000.000,35470000.000,22696000.000,22955000.000,43327000.000,18035000.000,19233000.000,17376000.000,80490000.000,28624000.000,28761000.000,35886000.000,27662000.000,53378000.000,42929000.000,35513000.000,66979000.000,42910000.000,91123000.000,165706000.000,125188000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,6096000.000,10005000.000,8480000.000,16268000.000,11646000.000,23524000.000,4471000.000,15348000.000,37739000.000,44166000.000,16136000.000,1144000.000,10426000.000,13948000.000,25557000.000,36687000.000,13044000.000,54126000.000,15499000.000,47426000.000,114427000.000,77417000.000
