,2013-10-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-98000.000,-312000.000,-421000.000,-611000.000,-832000.000,-763000.000,-750000.000,-693000.000,-598000.000,-420000.000,-469000.000,-481000.000,-482000.000,-456000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3295000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,4379000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,2086000.000,3256000.000,3400000.000,3585000.000,4084000.000,4799000.000,5611000.000,6691000.000,7157000.000,8143000.000,10014000.000,10955000.000,11686000.000,11788000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,-303000.000,28000.000,41000.000,-28000.000,186000.000,-7000.000,245000.000,-35000.000,,,,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,205000.000,,,,
AmortizationOfIntangibleAssets,400000.000,400000.000,400000.000,400000.000,500000.000,400000.000,700000.000,1100000.000,2100000.000,2100000.000,2100000.000,2100000.000,1900000.000,2000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,826772.000,767413.000,,643638.000,1278843.000,1381629.000,-2418110.000,1489703.000,2031160.000,371096.000,-1851721.000,559045.000
CapitalExpendituresIncurredButNotYetPaid,-46000.000,69000.000,90000.000,,,,,,,,,,,
CapitalizedComputerSoftwareAdditions,800000.000,300000.000,,100000.000,,,,0.000,,200000.000,,,,
CapitalizedComputerSoftwareAmortization,100000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,,,,
CapitalizedComputerSoftwareAmortization1,,,,,,,,,,,200000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,218533000.000,-73619000.000,-48772000.000,-7981000.000,-2882000.000,-21692000.000,12215000.000,-11182000.000,23585000.000,113763000.000,-35577000.000,-4287000.000,11528000.000,148054000.000
ComprehensiveIncomeNetOfTax,6533000.000,7233000.000,9441000.000,10340000.000,13376000.000,12971000.000,13371000.000,10527000.000,17737000.000,12796000.000,13368000.000,21080000.000,21499000.000,36822000.000
CostOfGoodsSoldSubscription,9511000.000,12040000.000,13346000.000,14409000.000,15210000.000,15873000.000,16819000.000,18273000.000,20215000.000,21745000.000,23108000.000,24233000.000,25300000.000,26138000.000
CostOfRevenue,21392000.000,25950000.000,28136000.000,30416000.000,31156000.000,31985000.000,33473000.000,37012000.000,39744000.000,41091000.000,42195000.000,43925000.000,46470000.000,48882000.000
DeferredIncomeTaxExpenseBenefit,-86000.000,,,-76000.000,,,,-308000.000,,-838000.000,36000.000,-157000.000,-4114000.000,-1197000.000
Depreciation,200000.000,300000.000,400000.000,400000.000,300000.000,400000.000,400000.000,1100000.000,1200000.000,1200000.000,1200000.000,1200000.000,1300000.000,1300000.000
DepreciationAndAmortization,774000.000,930000.000,991000.000,1022000.000,986000.000,1024000.000,1344000.000,2481000.000,3615000.000,3405000.000,3470000.000,3469000.000,3481000.000,3449000.000
EarningsPerShareBasic,0.070,0.060,0.070,0.080,0.100,0.100,0.100,0.080,0.130,0.090,0.100,0.160,0.160,0.260
EarningsPerShareDiluted,0.050,0.050,0.070,0.070,0.090,0.090,0.090,0.070,0.130,0.090,0.090,0.150,0.140,0.240
EffectOfExchangeRateOnCashAndCashEquivalents,,-36000.000,-21000.000,-15000.000,0.000,-7000.000,40000.000,53000.000,-37000.000,116000.000,313000.000,-321000.000,-16000.000,913000.000
EffectiveIncomeTaxRateContinuingOperations,0.355,0.424,0.426,0.459,,0.400,0.388,0.481,,0.391,0.423,0.370,,0.050
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,100000.000,,,,,,,0.000,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,4379000.000,6654000.000,7698000.000,6610000.000,3169000.000,3982000.000,1817000.000,4559000.000,2861000.000,8079000.000,5309000.000,9379000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,-49000.000
GeneralAndAdministrativeExpense,5550000.000,6408000.000,7146000.000,8582000.000,8103000.000,8560000.000,8969000.000,11797000.000,12132000.000,12071000.000,12859000.000,11641000.000,12270000.000,13576000.000
GoodwillAcquiredDuringPeriod,,,,,,6225000.000,,,,,,,,
GrossProfit,33587000.000,40771000.000,47528000.000,53409000.000,55856000.000,57938000.000,64634000.000,69909000.000,74526000.000,78673000.000,89152000.000,98854000.000,103683000.000,109036000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10110000.000,12527000.000,16684000.000,,,,21908000.000,20210000.000,,20553000.000,22460000.000,34335000.000,32287000.000,37930000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,18952000.000,,21688000.000,,,,,,,,
IncomeTaxExpenseBenefit,3585000.000,5306000.000,7106000.000,8694000.000,5697000.000,8706000.000,8502000.000,9728000.000,-2779000.000,8044000.000,9502000.000,12705000.000,10580000.000,1907000.000
IncomeTaxesPaid,4998000.000,3918000.000,706000.000,477000.000,-3586000.000,,,,,,,,,
IncomeTaxesPaidNet,,,,,,2642000.000,13350000.000,273000.000,3703000.000,2965000.000,9316000.000,1061000.000,812000.000,4256000.000
IncreaseDecreaseInAccountsPayable,1157000.000,912000.000,-1210000.000,354000.000,1234000.000,-760000.000,560000.000,1074000.000,-1368000.000,66000.000,1805000.000,-1457000.000,699000.000,-456000.000
IncreaseDecreaseInAccountsReceivable,9417000.000,2812000.000,721000.000,-16684000.000,47606000.000,-23536000.000,-1995000.000,2689000.000,69495000.000,-63227000.000,7277000.000,-23080000.000,117178000.000,-69700000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1750000.000,-2678000.000,-280000.000,769000.000,5515000.000,2862000.000,-3019000.000,2758000.000,-5595000.000,380000.000,1264000.000,1330000.000,-2063000.000,-2545000.000
IncreaseDecreaseInAccruedLiabilities,1720000.000,5318000.000,-6544000.000,4017000.000,-3545000.000,-1336000.000,1673000.000,3300000.000,1405000.000,-2905000.000,1800000.000,-1663000.000,3104000.000,905000.000
IncreaseDecreaseInDeferredRevenue,5254000.000,7492000.000,10431000.000,-635000.000,28292000.000,-2197000.000,-1651000.000,-11567000.000,54772000.000,23357000.000,-4058000.000,-38667000.000,75576000.000,24437000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,433000.000,12000.000,-10000.000,-11000.000,476000.000,92000.000,-172000.000,589000.000,1284000.000,411000.000,641000.000,457000.000,915000.000,1051000.000
