,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,5828000000.000,4908000000.000,5289000000.000,5030000000.000,5943000000.000,5535000000.000,5194000000.000
AccountsReceivableGrossCurrent,8647000000.000,8007000000.000,7814000000.000,7042000000.000,5907000000.000,6551000000.000,3852000000.000
AccountsReceivableNetCurrent,8538000000.000,7898000000.000,7707000000.000,6951000000.000,6909000000.000,6482000000.000,3810000000.000
AccruedIncomeTaxesNoncurrent,,,,3301000000.000,,3910000000.000,3518000000.000
AccruedMarketingCostsCurrent,908000000.000,,,,858000000.000,755000000.000,764000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11538000000.000,11797000000.000,12054000000.000,12094000000.000,12109000000.000,12308000000.000,6046000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5015000000.000,-5092000000.000,-5167000000.000,-5177000000.000,-6599000000.000,-6124000000.000,-3544000000.000
AdditionalPaidInCapitalCommonStock,,36238000000.000,36483000000.000,35100000000.000,35248000000.000,34848000000.000,34406000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,109000000.000,109000000.000,107000000.000,91000000.000,84000000.000,69000000.000,42000000.000
Assets,81270000000.000,77352000000.000,78064000000.000,78821000000.000,79679000000.000,76662000000.000,67470000000.000
AssetsCurrent,31173000000.000,27756000000.000,31147000000.000,28470000000.000,28917000000.000,25525000000.000,20273000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,4077000000.000,906000000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,0.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,403000000.000,382000000.000,419000000.000,,276000000.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,76000000.000,78000000.000,74000000.000,80000000.000,69000000.000,52000000.000,39000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,22000000.000,13000000.000,12000000.000,12000000.000,16000000.000,12000000.000,12000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,12000000.000,37000000.000,39000000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,12000000.000,37000000.000,39000000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,104000000.000,67000000.000,70000000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,104000000.000,67000000.000,70000000.000,,,,
AvailableForSaleSecuritiesDebtSecurities,459000000.000,441000000.000,476000000.000,,333000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,252000000.000
CapitalLeasedAssetsGross,203000000.000,,,,173000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivable,6941000000.000,6932000000.000,7194000000.000,7229000000.000,7293000000.000,7158000000.000,7615000000.000
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,3160000000.000,,,,3187000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,38000000.000,,,,62000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,192000000.000,,,,234000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,517000000.000,,,,595000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,1128000000.000,,,,1263000000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,1906000000.000,,,,1952000000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,186000000.000,,,,161000000.000,,
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesCurrent,2918000000.000,2948000000.000,3017000000.000,3030000000.000,2923000000.000,2922000000.000,3229000000.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesNoncurrent,3642000000.000,3584000000.000,3769000000.000,3786000000.000,3938000000.000,3811000000.000,3953000000.000
CapitalLeasesNetInvestmentInDirectFinancingAndSalesTypeLeases,6560000000.000,6532000000.000,6786000000.000,6816000000.000,6861000000.000,6733000000.000,7182000000.000
CashAndCashEquivalentsAtCarryingValue,9842000000.000,8505000000.000,9010000000.000,10743000000.000,12987000000.000,9858000000.000,8101000000.000
CashCollateralForBorrowedSecurities,,,,,,,49000000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,9600000000.000,9600000000.000,9600000000.000,9600000000.000,9600000000.000,9600000000.000
CommonStockSharesIssued,,1733000000.000,1724000000.000,1664000000.000,1666000000.000,1663000000.000,1646000000.000
CommonStockSharesOutstanding,,1733000000.000,1724000000.000,1664000000.000,1666000000.000,1663000000.000,1646000000.000
CommonStockValueOutstanding,,17000000.000,17000000.000,17000000.000,17000000.000,17000000.000,16000000.000
DebtAndCapitalLeaseObligations,15800000000.000,16100000000.000,16200000000.000,16300000000.000,16100000000.000,15800000000.000,13900000000.000
DebtCurrent,691000000.000,910000000.000,965000000.000,911000000.000,3532000000.000,3520000000.000,2010000000.000
DebtInstrumentFairValue,15800000000.000,15900000000.000,16300000000.000,16400000000.000,16300000000.000,16000000000.000,14000000000.000
DebtInstrumentUnamortizedDiscount,4000000.000,,,,1000000.000,,
DebtWeightedAverageInterestRate,0.026,0.026,0.034,0.023,0.017,0.025,0.026
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,122000000.000,,,,2500000000.000,,
DeferredCosts,715000000.000,,,,822000000.000,826000000.000,
DeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge,-55000000.000,78000000.000,112000000.000,239000000.000,103000000.000,-159000000.000,-122000000.000
DeferredIncomeTaxLiabilities,4366000000.000,,,,4107000000.000,,
DeferredRevenueCurrent,5154000000.000,5154000000.000,4817000000.000,4749000000.000,4610000000.000,4712000000.000,3829000000.000
DeferredRevenueNoncurrent,3565000000.000,,,3470000000.000,3408000000.000,3450000000.000,2624000000.000
DeferredTaxAssetsDeferredIncome,1152000000.000,,,,968000000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,53000000.000,,
DeferredTaxAssetsGross,10502000000.000,,,,11044000000.000,,
