,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,67926000.000,,
AccountsPayableTradeCurrent,249730000.000,270961000.000,275673000.000,251625000.000,301636000.000,298587000.000,328757000.000,266722000.000,374968000.000,364195000.000,304799000.000,305465000.000,371235000.000,338063000.000,352645000.000,325838000.000,328111000.000,341520000.000,355671000.000,340332000.000,381185000.000,343652000.000,402913000.000,384308000.000,369763000.000,419306000.000
AccountsReceivableNetCurrent,402922000.000,440755000.000,424634000.000,411479000.000,447706000.000,472077000.000,504252000.000,466011000.000,529333000.000,579643000.000,584914000.000,568519000.000,635111000.000,667620000.000,671298000.000,653795000.000,631172000.000,665241000.000,671398000.000,654542000.000,690352000.000,744026000.000,775020000.000,745288000.000,707433000.000,749042000.000
AccruedLiabilitiesCurrent,29194000.000,34864000.000,33164000.000,17419000.000,46283000.000,24111000.000,13409000.000,17199000.000,47168000.000,16286000.000,11793000.000,14062000.000,46236000.000,17695000.000,11585000.000,17966000.000,12918000.000,20991000.000,18281000.000,28445000.000,21291000.000,27199000.000,20769000.000,27152000.000,52844000.000,28425000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,857434000.000,886619000.000,911285000.000,931273000.000,952680000.000,981317000.000,1013932000.000,1019232000.000,1041271000.000,1077390000.000,1112933000.000,1147610000.000,1163169000.000,1172061000.000,1199847000.000,1237225000.000,1248329000.000,1254973000.000,1287213000.000,1318122000.000,1339275000.000,1361627000.000,1400339000.000,1440124000.000,1500472000.000,1564951000.000
AdditionalPaidInCapital,,,,192470000.000,,,,207073000.000,,,,226595000.000,,,,247641000.000,,,,268728000.000,,,,293087000.000,,
AllowanceForDoubtfulAccountsReceivable,,,,6700000.000,,,,6600000.000,,,,8100000.000,,,,9500000.000,,,,9900000.000,,,,13400000.000,,
Assets,2040372000.000,2120861000.000,2162656000.000,2267332000.000,2322862000.000,2365276000.000,2438342000.000,2464641000.000,2586119000.000,2656316000.000,2712434000.000,2819404000.000,3115725000.000,3091359000.000,3158918000.000,3397117000.000,3428997000.000,3485350000.000,3519264000.000,3636567000.000,3646958000.000,3697364000.000,3729994000.000,3828988000.000,3770395000.000,3778382000.000
AssetsCurrent,475567000.000,508151000.000,477390000.000,513542000.000,536086000.000,540425000.000,563257000.000,554532000.000,615198000.000,651562000.000,648032000.000,680203000.000,842068000.000,739225000.000,737678000.000,880130000.000,803512000.000,786630000.000,768171000.000,859367000.000,814930000.000,827008000.000,842401000.000,945681000.000,893341000.000,908351000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
BuildingsAndImprovementsGross,,,,132202000.000,,,,135974000.000,,,,144439000.000,,,,153704000.000,,,,154142000.000,,,,175900000.000,,
