,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,348237000.000,,305924000.000,347382000.000,,314979000.000,327240000.000,355215000.000,,299691000.000,284219000.000,303642000.000,,273745000.000
AccountsReceivableNet,77914000.000,,76111000.000,79960000.000,,81052000.000,83296000.000,87797000.000,,93756000.000,99905000.000,95518000.000,,90485000.000
AccumulatedAmortizationDeferredFinanceCosts,,14656000.000,,,17302000.000,,,,12413000.000,,,,13370000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,6466000.000,,7754000.000,12805000.000,,607000.000,1109000.000,1494000.000,,0.000,0.000,0.000,,
AdditionalPaidInCapital,1967067000.000,,1967970000.000,1962187000.000,,1958570000.000,1957228000.000,1968947000.000,,1969888000.000,1971591000.000,1959007000.000,,1971155000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,2204000.000,,2251000.000,2412000.000,2368000.000,1829000.000,1837000.000,1884000.000,,2034000.000,1918000.000,1993000.000,,1875000.000
AllowanceForDoubtfulOtherReceivablesCurrent,1283000.000,,1249000.000,1158000.000,1285000.000,1239000.000,1245000.000,1219000.000,,1275000.000,1275000.000,1332000.000,,838000.000
Assets,6866665000.000,,6703849000.000,6632711000.000,6616299000.000,6543600000.000,6702203000.000,6695735000.000,6479991000.000,6383928000.000,6280136000.000,6174321000.000,6104640000.000,6126149000.000
AssetsFairValueDisclosureNonrecurring,,,,0.000,69103000.000,,,,125000000.000,57200000.000,105647000.000,85818000.000,46200000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,219829000.000,,42693000.000,,,,,,,,,,,
AvailableForSaleSecurities,14556000.000,,14974000.000,20213000.000,20512000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,123184000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,170308000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,74588000.000,,56190000.000,45071000.000,,37978000.000,30601000.000,32437000.000,,25031000.000,21139000.000,24468000.000,,27553000.000
CommonStockParOrStatedValuePerShare,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,,0.010
CommonStockSharesAuthorized,350000000.000,,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,,350000000.000,350000000.000,350000000.000,,350000000.000
CommonStockSharesIssued,169905892.000,,170266206.000,170260669.000,170260273.000,170492985.000,170492533.000,170493734.000,,170791235.000,170789867.000,170790979.000,,171093900.000
CommonStockSharesOutstanding,169905892.000,,170266206.000,170260669.000,170260273.000,170492985.000,170492533.000,170493734.000,,170791235.000,170789867.000,170790979.000,,171093900.000
CommonStockValue,1699000.000,,1703000.000,1703000.000,,1705000.000,1705000.000,1705000.000,,1708000.000,1708000.000,1708000.000,,1711000.000
DebtAndCapitalLeaseObligations,4867717000.000,,4799817000.000,4711421000.000,4700460000.000,4669711000.000,4834205000.000,4821475000.000,4710628000.000,4683487000.000,4540479000.000,4531269000.000,4465294000.000,4522480000.000
DebtInstrumentCarryingAmount,,,,4711421000.000,4697351000.000,4669711000.000,4834205000.000,4821475000.000,4726020000.000,4698621000.000,4594295000.000,4357320000.000,4300637000.000,4389190000.000
DebtInstrumentPeriodicPaymentTermsBalloonPaymentToBePaid,,14940000.000,,,5411000.000,,,,6407000.000,,,,4327000.000,
