,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,7500.000,14700.000,17700.000,31200.000,38584.000,47700.000,52200.000
AdditionalPaidInCapital,,-1700.000,149240.000,167232.000,167232.000,167232.000,167232.000
Assets,59026.000,137751.000,85438.000,81107.000,78313.000,70840.000,62605.000
Cash,46526.000,134751.000,77438.000,78107.000,75313.000,67840.000,59605.000
CashAndCashEquivalentsAtCarryingValue,46526.000,,,,,67840.000,59605.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,15000000.000,15020000.000,15084000.000,15156000.000,15156000.000,15156000.000,15156000.000
CommonStockSharesOutstanding,15000000.000,15020000.000,15084000.000,15156000.000,15156000.000,15156000.000,15156000.000
CommonStockValue,1500.000,1502.000,1508.000,1516.000,1516.000,1516.000,1516.000
DeferredTaxAssetsGross,,37883.000,,,,94018.000,
DeferredTaxAssetsOperatingLossCarryforwards,,38338.000,,,,95385.000,
DeferredTaxAssetsValuationAllowance,,37883.000,,,,94018.000,
DeferredTaxLiabilitiesFinancingArrangements,,455.000,,,,-1367.000,
DueToRelatedPartiesCurrent,136885.000,136885.000,136885.000,136885.000,136885.000,136885.000,136885.000
Liabilities,144385.000,151585.000,154585.000,168085.000,175469.000,184585.000,189085.000
LiabilitiesAndStockholdersEquity,59026.000,137751.000,85438.000,81107.000,78313.000,70840.000,62605.000
OperatingLossCarryforwards,,,,,,281000.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,540000.000,540000.000,540000.000,,
PreferredStockSharesOutstanding,,,540000.000,540000.000,540000.000,,
PreferredStockSharesSubscribedButUnissuedValue,,100000.000,,,,,
PreferredStockValue,,,54.000,54.000,54.000,54.000,54.000
PrepaidExpenseCurrent,,3000.000,8000.000,3000.000,3000.000,,3000.000
PrepaidExpenseNoncurrent,12500.000,,,,,3000.000,
RetainedEarningsAccumulatedDeficit,-86859.000,-113636.000,-219949.000,-247780.000,-265958.000,-282547.000,-295282.000
SharesIssuedPricePerShare,,0.250,,,,,
StockholdersEquity,-85359.000,-13834.000,-69147.000,-86978.000,-97156.000,-113745.000,-126480.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-85359.000,-13834.000,-69147.000,-86978.000,-97156.000,-113745.000,-126480.000
