,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,183539000.000,206796000.000,195251000.000,214514000.000,228033000.000,197861000.000,195934000.000,198388000.000,200203000.000
AccountsReceivableNetCurrent,398736000.000,445812000.000,459090000.000,477505000.000,484014000.000,466582000.000,451132000.000,444815000.000,428654000.000
AccruedLiabilitiesCurrent,193974000.000,203689000.000,228485000.000,213548000.000,233075000.000,201675000.000,210901000.000,193073000.000,206071000.000
AccruedSalariesCurrent,,57751000.000,60456000.000,59080000.000,65775000.000,60329000.000,59316000.000,53328000.000,53866000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,353309000.000,362198000.000,356134000.000,354178000.000,361487000.000,364391000.000,381446000.000,385472000.000,390569000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-2300000.000,-3300000.000,,,-2800000.000,2300000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,92177000.000,110765000.000,55028000.000,17286000.000,46242000.000,1067000.000,20922000.000,37176000.000,4050000.000
AdditionalPaidInCapitalCommonStock,599362000.000,603165000.000,597802000.000,601854000.000,607532000.000,610131000.000,615045000.000,618454000.000,623330000.000
AllowanceForDoubtfulAccountsReceivable,,,,11485000.000,,,,11606000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,11654000.000,12052000.000,11051000.000,,11523000.000,10660000.000,11318000.000,,11507000.000
Assets,2164153000.000,2185553000.000,2131036000.000,2365568000.000,2478590000.000,2426238000.000,2457229000.000,2490192000.000,2455402000.000
AssetsCurrent,941685000.000,932401000.000,956590000.000,1015734000.000,1104348000.000,1094582000.000,1117095000.000,1105377000.000,1098594000.000
AssetsFairValueDisclosure,,7453000.000,8296000.000,6462000.000,9559000.000,8543000.000,9415000.000,6634000.000,4743000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,18800000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,185305000.000,121347000.000,143944000.000,155259000.000,186862000.000,225093000.000,248933000.000,254000000.000,225401000.000
CashCollateralForBorrowedSecurities,,,,6900000.000,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesOutstanding,52240515.000,52315578.000,50577340.000,50650971.000,50608581.000,48970901.000,49099237.000,49144212.000,49207444.000
CommonStockValue,596000.000,597000.000,597000.000,598000.000,599000.000,599000.000,600000.000,601000.000,601000.000
CustomerAdvancesAndDeposits,,,,40689000.000,45283000.000,43718000.000,50599000.000,39567000.000,39518000.000
DebtCurrent,37622000.000,38010000.000,38540000.000,77692000.000,89808000.000,94895000.000,108255000.000,359433000.000,305946000.000
DeferredTaxAssetsGross,,,,117658000.000,,,,106688000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-40813000.000,,,,-40759000.000,
DeferredTaxAssetsNetCurrent,30881000.000,34053000.000,37039000.000,35948000.000,42756000.000,32515000.000,36211000.000,34294000.000,26945000.000
DeferredTaxAssetsOther,,,,10130000.000,,,,15941000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,5545000.000,,,,6422000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,5888000.000,,,,5117000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,12483000.000,,,,9979000.000,
