,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,9229000.000,12350000.000,12826000.000,12339000.000,12683000.000,22733000.000,18880000.000,12115000.000,13745000.000,13009000.000,13827000.000,10617000.000
AccountsPayableRelatedPartiesCurrent,,,4954000.000,5079000.000,4190000.000,5267000.000,7490000.000,2135000.000,2332000.000,2141000.000,,1345000.000
AccountsReceivableNetCurrent,24829000.000,28953000.000,28748000.000,28939000.000,30627000.000,37392000.000,33761000.000,29906000.000,32708000.000,35872000.000,36867000.000,35862000.000
AccountsReceivableRelatedPartiesCurrent,812000.000,769000.000,1865000.000,1925000.000,1988000.000,1078000.000,328000.000,906000.000,314000.000,318000.000,393000.000,249000.000
AccruedLiabilitiesCurrent,10989000.000,11296000.000,11783000.000,15124000.000,14086000.000,13309000.000,12425000.000,11036000.000,12821000.000,11809000.000,12583000.000,14762000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,14751000.000,17047000.000,19924000.000,22216000.000,24467000.000,27342000.000,29611000.000,34435000.000,39270000.000,44156000.000,48106000.000,53541000.000
AdditionalPaidInCapitalCommonStock,402229000.000,415824000.000,460179000.000,473347000.000,483590000.000,491489000.000,508584000.000,515219000.000,522024000.000,532672000.000,542807000.000,556588000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1490000.000,2120000.000,2069000.000,2263000.000,2648000.000,2728000.000,2720000.000,2555000.000,2291000.000,2362000.000,2600000.000,2614000.000
Assets,247593000.000,261767000.000,296952000.000,314673000.000,308439000.000,315107000.000,302374000.000,288714000.000,289208000.000,289966000.000,294448000.000,308826000.000
AssetsCurrent,146696000.000,150398000.000,184520000.000,177674000.000,168235000.000,168022000.000,152959000.000,141619000.000,144197000.000,147467000.000,152910000.000,166526000.000
CashAndCashEquivalentsAtCarryingValue,111845000.000,112999000.000,147539000.000,143069000.000,125969000.000,123706000.000,112371000.000,105971000.000,103120000.000,102973000.000,107721000.000,114518000.000
ClassOfWarrantOrRightOutstanding,,,3925643.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,76814334.000,76983001.000,79811769.000,81660918.000,82254303.000,82573963.000,83016735.000,83739806.000,84286286.000,85289658.000,86159527.000,89098426.000
CommonStockSharesOutstanding,76814334.000,76983001.000,79811769.000,81660918.000,82254303.000,82573963.000,83016735.000,83739806.000,84286286.000,85289658.000,86159527.000,89098426.000
CommonStockValue,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,9000.000,9000.000
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,,,,,,0.000,,
DeferredIncomeTaxLiabilities,,,15807000.000,,,,18729000.000,,,,12177000.000,
DeferredRevenue,,,500000.000,,,,500000.000,,,,500000.000,
DeferredTaxAssetsGross,,,78424000.000,,,,100483000.000,,,,124872000.000,
DeferredTaxAssetsNet,,,13975000.000,,,,16316000.000,,,,9183000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,56957000.000,,,,70358000.000,,,,95342000.000,
DeferredTaxAssetsOther,,,277000.000,,,,298000.000,,,,371000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,610000.000,,,,610000.000,,,,543000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,18648000.000,,,,25057000.000,,,,25278000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,1932000.000,,,,4160000.000,,,,3338000.000,
DeferredTaxAssetsValuationAllowance,,,64449000.000,,,,,,,,,
DeferredTaxLiabilities,,,1832000.000,,,,2413000.000,,,,2994000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,8020000.000,,,,7166000.000,,,,6753000.000,
DeferredTaxLiabilitiesNoncurrent,2104000.000,2223000.000,2245000.000,2448000.000,2496000.000,2660000.000,2413000.000,2538000.000,2694000.000,2850000.000,2994000.000,3101000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,3985000.000,,,,6974000.000,,,,5424000.000,
DueToRelatedPartiesCurrent,,,,,,,318000.000,,,,,
EmployeeRelatedLiabilitiesCurrent,10028000.000,9778000.000,14245000.000,6839000.000,5820000.000,5798000.000,7799000.000,7091000.000,8955000.000,8555000.000,8951000.000,17379000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,12270000.000,13306000.000,14341000.000,15376000.000,16409000.000,17442000.000,18475000.000,,,,22516000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,12049000.000,12050000.000,8260000.000,8259000.000,8260000.000,8260000.000,4473000.000,,,,1551000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,2072000.000,1036000.000,4134000.000,3099000.000,2066000.000,1033000.000,4041000.000,,,,3862000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,3858000.000,3861000.000,3791000.000,3792000.000,3791000.000,3791000.000,3787000.000,,,,2922000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,3859000.000,3862000.000,3861000.000,3861000.000,3861000.000,3861000.000,3791000.000,,,,3787000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,4038000.000,4041000.000,3862000.000,3862000.000,3862000.000,3862000.000,3861000.000,,,,3791000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,4129000.000,4134000.000,4041000.000,4041000.000,4041000.000,4041000.000,3862000.000,,,,3861000.000,
FiniteLivedIntangibleAssetsGross,42275000.000,42290000.000,42290000.000,42290000.000,42290000.000,42290000.000,42290000.000,,,,42290000.000,
FiniteLivedIntangibleAssetsNet,30005000.000,28984000.000,27949000.000,26914000.000,25881000.000,24848000.000,23815000.000,,,,19774000.000,
Goodwill,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000,53270000.000
IntangibleAssetsNetExcludingGoodwill,30005000.000,28984000.000,27949000.000,26914000.000,25881000.000,24848000.000,23815000.000,22782000.000,21749000.000,20740000.000,19774000.000,18809000.000
LettersOfCreditOutstandingAmount,,,,,,4600000.000,,4600000.000,4600000.000,4300000.000,,4300000.000
Liabilities,32871000.000,47090000.000,47754000.000,63930000.000,62192000.000,72066000.000,69682000.000,61054000.000,69398000.000,67571000.000,69867000.000,77259000.000
LiabilitiesAndStockholdersEquity,247593000.000,261767000.000,296952000.000,314673000.000,308439000.000,315107000.000,302374000.000,288714000.000,289208000.000,289966000.000,294448000.000,308826000.000
LiabilitiesCurrent,30246000.000,38424000.000,38854000.000,34302000.000,32589000.000,41840000.000,39104000.000,30242000.000,35521000.000,33373000.000,35361000.000,42758000.000
LineOfCredit,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,35000000.000,35000000.000,30400000.000,,30400000.000,30400000.000,30700000.000,,30700000.000
NotesReceivableRelatedPartiesCurrent,296000.000,380000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,60147000.000,59473000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,5530000.000,5530000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,5201000.000,5201000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,5922000.000,5922000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,5149000.000,5149000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,37008000.000,37008000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,1337000.000,663000.000,,,,,,,,,,
OtherAssetsCurrent,860000.000,1827000.000,3040000.000,1081000.000,3106000.000,1848000.000,779000.000,606000.000,982000.000,1417000.000,2278000.000,8946000.000
OtherAssetsNoncurrent,518000.000,427000.000,482000.000,688000.000,691000.000,989000.000,940000.000,942000.000,1256000.000,1251000.000,1553000.000,1679000.000
OtherLiabilitiesNoncurrent,521000.000,473000.000,562000.000,626000.000,572000.000,546000.000,1178000.000,1132000.000,2479000.000,2574000.000,2679000.000,2405000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidAdvertising,,,2300000.000,,,,1800000.000,,,,1600000.000,
PrepaidExpenseCurrent,6866000.000,6239000.000,5193000.000,4585000.000,8533000.000,5076000.000,6048000.000,5136000.000,7387000.000,7205000.000,6044000.000,7200000.000
PropertyPlantAndEquipmentGross,31855000.000,45735000.000,50655000.000,78343000.000,84829000.000,95320000.000,101001000.000,104536000.000,108006000.000,111394000.000,115047000.000,122083000.000
PropertyPlantAndEquipmentNet,17104000.000,28688000.000,30731000.000,56127000.000,60362000.000,67978000.000,71390000.000,70101000.000,68736000.000,67238000.000,66941000.000,68542000.000
PurchaseObligation,,,,,,,5543000.000,,,,7037000.000,
PurchaseObligationDueAfterFifthYear,,,,,,,0.000,,,,0.000,
PurchaseObligationDueInFourthAndFifthYear,,,,,,,2000.000,,,,0.000,
PurchaseObligationDueInNextTwelveMonths,,,,,,,3655000.000,,,,3994000.000,
PurchaseObligationDueInSecondAndThirdYear,,,,,,,1886000.000,,,,3043000.000,
RestrictedCashAndCashEquivalentsAtCarryingValue,2000000.000,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-187515000.000,-201155000.000,-210989000.000,-222612000.000,-237351000.000,-248456000.000,-275900000.000,-287567000.000,-302222000.000,-310285000.000,-318235000.000,-325030000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,3747340.000,,,,4339320.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,1123732.000,,,,3095368.000,,,,3254115.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,25589876.000,,,,24277901.000,,,,24541512.000,
StockholdersEquity,214722000.000,214677000.000,249198000.000,250743000.000,246247000.000,243041000.000,232692000.000,227660000.000,219810000.000,222395000.000,224581000.000,231567000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,214722000.000,214677000.000,249198000.000,250743000.000,246247000.000,243041000.000,232692000.000,227660000.000,219810000.000,222395000.000,224581000.000,231567000.000
UnrecognizedTaxBenefits,,,46000.000,,,,3000.000,,,,3000.000,
