,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,12133.000,,,,,,27368.000,,,,,,,,,,
AccountsPayableCurrent,,10633.000,10880.000,5389.000,18591.000,5924.000,,39350.000,,13657.000,13693.000,45950.000,27567.000,61501.000,57456.000,67119.000,68569.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,4851.000,54818.000,44991.000,53482.000,28600.000,4257.000,59517.000,142168.000,206292.000,274203.000
AccountsReceivableNetCurrent,216.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,5360.000,7165.000,10276.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1329320.000,-1332247.000,,,,,,,,0.000,0.000,0.000,226.000,310.000,371.000,200.000,337.000
AdditionalPaidInCapital,,,1297116.000,1317076.000,2245516.000,2251087.000,2274962.000,2299102.000,2323508.000,2347914.000,2371889.000,2454827.000,68166.000,2732747.000,2732747.000,2761058.000,2808660.000
AdditionalPaidInCapitalCommonStock,1296436.000,1296776.000,,,,,,,,,,,,,,,
Assets,,20204.000,70.000,221707.000,688589.000,190352.000,72686.000,31097.000,2803.000,253.000,4639.000,263.000,141468.000,169152.000,40296.000,36976.000,42308.000
AssetsCurrent,216.000,20204.000,70.000,221707.000,315089.000,190352.000,72686.000,31097.000,2803.000,253.000,4639.000,263.000,,,,,
Cash,,20204.000,,,310364.000,184989.000,59504.000,15632.000,520.000,253.000,4639.000,263.000,41468.000,129152.000,2269.000,944.000,8292.000
CashAndCashEquivalentsAtCarryingValue,216.000,,70.000,221707.000,310364.000,184989.000,59504.000,,520.000,253.000,0.000,0.000,0.000,129152.000,,0.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,220000.000,,,,,,,,,,,,,
CommonStockSharesAuthorized,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,300000000.000,12700000.000,12700000.000,13100000.000,28700000.000,28700000.000,28700000.000,28700000.000,28700000.000,28700000.000,27700000.000,28431837.000,151411416.000,195601362.000,195601362.000,195601362.000,199026019.000
CommonStockSharesOutstanding,12700000.000,12700000.000,12700000.000,13100000.000,28700000.000,28700000.000,28700000.000,28700000.000,28700000.000,28700000.000,27700000.000,28431837.000,151411416.000,195601362.000,195601362.000,195601362.000,199026019.000
CommonStockValue,1270.000,1270.000,1270.000,1310.000,2870.000,2870.000,2870.000,2870.000,2870.000,2870.000,2770.000,2843.000,15141.000,19560.000,19560.000,19560.000,19902.000
DeferredTaxAssetsNet,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
