,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,300000.000,,,,400000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,5808000.000,,,,5921000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-32000.000,-27000.000,-22000.000,-1188000.000
AdditionalPaidInCapitalCommonStock,84735000.000,84750000.000,84765000.000,85670000.000,85690000.000,85708000.000,85726000.000,87055000.000,87062000.000,87066000.000,88043000.000,88972000.000,89002000.000,86123000.000
AdditionalPaidInCapitalPreferredStock,24975000.000,24975000.000,24975000.000,24975000.000,24975000.000,24975000.000,24975000.000,24975000.000,18731000.000,,,,,
AdvancesFromFederalHomeLoanBanks,22500000.000,17500000.000,17500000.000,10500000.000,10500000.000,7000000.000,,,,,,,,
Assets,2050379000.000,1991245000.000,1969540000.000,1909052000.000,1862110000.000,1751880000.000,1665792000.000,1627787000.000,1596639000.000,1584239000.000,1567796000.000,1596027000.000,1571824000.000,1511203000.000
AuctionMarketPreferredSecuritiesSharesOutstanding,,,,,,,,,25000.000,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,306403000.000
AvailableForSaleSecurities,,,,,,,1000000.000,1005000.000,1011000.000,1016000.000,965000.000,980000.000,994000.000,305347000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,539000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,2633000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,307441000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,,,243615000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,,64900000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,178715000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,,,,,,,,42390000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,,,,,,,,42053000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,,,,,,215795000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,,,,,,,213891000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,,,,,,,,,48218000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,,,,,,,,,48407000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,,,,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,,,0.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,,,,,304351000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,1000000.000,1005000.000,,,,,,
BorrowedFunds,82634000.000,78156000.000,78606000.000,72064000.000,72528000.000,69487000.000,62930000.000,,,,57570000.000,,,
Capital,,,,,253477000.000,259099000.000,265085000.000,271899000.000,270985000.000,254371000.000,260708000.000,,,
CapitalRequiredForCapitalAdequacy,,,,,104007000.000,103283000.000,99042000.000,96634000.000,94380000.000,97745000.000,98320000.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080,,,
CapitalRequiredToBeWellCapitalized,,,,,,,,96634000.000,94380000.000,,,,,
CapitalToRiskWeightedAssets,,,,,0.195,0.201,0.214,0.225,0.230,0.208,0.212,,,
CashAndCashEquivalentsAtCarryingValue,14461000.000,36798000.000,29863000.000,89839000.000,122378000.000,94268000.000,60395000.000,83945000.000,86977000.000,30253000.000,24700000.000,79157000.000,35367000.000,
CashAndDueFromBanks,8582000.000,30441000.000,22992000.000,81388000.000,115980000.000,89131000.000,57641000.000,78886000.000,80369000.000,25292000.000,16689000.000,77592000.000,33337000.000,10249000.000
CashCashEquivalentsAndFederalFundsSold,14461000.000,36798000.000,29863000.000,89839000.000,122378000.000,94268000.000,60395000.000,83945000.000,86977000.000,30253000.000,24700000.000,79157000.000,35367000.000,11483000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,518493000.000,,,,423216000.000,,,
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
