,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,2901000.000,3244000.000,3018000.000,5610000.000,3549000.000,3299000.000,3019000.000,4609000.000,4800000.000,5109000.000,4708000.000,6847000.000,5224000.000,4091000.000,4520000.000,3655000.000,4506000.000,8048000.000,5753000.000,3672000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,1706000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,4755000.000,,,,5262000.000,,,,5761000.000,,,,6382000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12000.000,3000.000,,-4000.000,-5000.000,1000.000,3000.000,5000.000,-6000.000,7000.000,-2000.000,21000.000,41000.000,29000.000,-145000.000,15000.000,-13000.000,25000.000,18000.000,169000.000
AdditionalPaidInCapitalCommonStock,169874000.000,171441000.000,172995000.000,194102000.000,195016000.000,196513000.000,219983000.000,222273000.000,246808000.000,248926000.000,251839000.000,257247000.000,260694000.000,270846000.000,296527000.000,303086000.000,308997000.000,315630000.000,331068000.000,339357000.000
Assets,68456000.000,60608000.000,55789000.000,63430000.000,46350000.000,42837000.000,51071000.000,37378000.000,56971000.000,44881000.000,172165000.000,156921000.000,137631000.000,158633000.000,209047000.000,214888000.000,195778000.000,188479000.000,176102000.000,164002000.000
AssetsCurrent,65843000.000,58030000.000,53045000.000,60765000.000,44496000.000,41072000.000,49293000.000,35480000.000,51542000.000,39560000.000,155414000.000,139923000.000,131327000.000,149562000.000,160570000.000,186277000.000,181805000.000,180756000.000,170095000.000,157298000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,40553000.000,36626000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,52211000.000,38031000.000,35513000.000,44714000.000,36022000.000,22052000.000,35181000.000,20829000.000,38507000.000,28609000.000,35574000.000,117269000.000,106445000.000,124021000.000,130012000.000,152798000.000,159857000.000,139032000.000,87945000.000,110646000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,40548000.000,36627000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,6000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,11856000.000,10456000.000,215000.000,4624000.000,41905000.000,22373000.000,7374000.000,1195000.000,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,1000.000,1000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10995000.000,17299000.000,15169000.000,13240000.000,4950000.000,14576000.000,10335000.000,11547000.000,7315000.000,6075000.000,114755000.000,14792000.000,19962000.000,16858000.000,15991000.000,22060000.000,7490000.000,10209000.000,53677000.000,24972000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,36600000.000,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,16.936,16.936,16.936,
ClassOfWarrantOrRightOutstanding,,,,,,,451597.000,,,,391482.000,,,,,,0.000,0.000,0.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,5641517.000,,,,6303352.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.001,,,,0.001,,,,0.001,,,,0.001,,,,0.001,
CommonStockSharesAuthorized,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,
CommonStockSharesIssued,,,28194144.000,,,,35590645.000,,,,41544249.000,,,,43273819.000,,,,44770779.000,
CommonStockSharesOutstanding,,,28194144.000,,,,35590645.000,,,,41544249.000,,,,43273819.000,,,,44770779.000,
CommonStockValue,28000.000,28000.000,28000.000,31000.000,31000.000,32000.000,36000.000,36000.000,40000.000,40000.000,41000.000,41000.000,41000.000,42000.000,42000.000,43000.000,43000.000,43000.000,44000.000,45000.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,59969000.000,60808000.000,61664000.000,62298000.000,61276000.000,62255000.000
DebtInstrumentCarryingAmount,,,,,17128000.000,27796000.000,25715000.000,,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,90500000.000,90500000.000,90500000.000,90151000.000,90151000.000,90151000.000
DebtInstrumentUnamortizedDiscount,,,,,627000.000,915000.000,749000.000,,2286000.000,2078000.000,1982000.000,1767000.000,1549000.000,1354000.000,30531000.000,29692000.000,28836000.000,27853000.000,26962000.000,26053000.000
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,12000000.000,,,,,,,,,,,,,,,
DeferredRentCredit,,,,,,,900000.000,,,,1500000.000,,,,1200000.000,,,,900000.000,
DeferredRentCreditCurrent,,,,,,,70000.000,82000.000,1000.000,1000.000,269000.000,281000.000,294000.000,306000.000,318000.000,,,,387000.000,
DeferredRentCreditNoncurrent,919000.000,922000.000,925000.000,928000.000,920000.000,912000.000,836000.000,816000.000,986000.000,1299000.000,1219000.000,1149000.000,1066000.000,983000.000,901000.000,,,,532000.000,
DeferredRevenueCurrent,6426000.000,4549000.000,3838000.000,3917000.000,3582000.000,3279000.000,2886000.000,1140000.000,2360000.000,6776000.000,1115000.000,542000.000,496000.000,4071000.000,4634000.000,19518000.000,4150000.000,4235000.000,4264000.000,3546000.000
DeferredRevenueNoncurrent,9754000.000,6744000.000,6234000.000,5723000.000,5213000.000,4702000.000,4192000.000,5140000.000,5402000.000,337000.000,315000.000,209000.000,149000.000,36304000.000,35740000.000,35028000.000,34005000.000,33225000.000,32446000.000,31667000.000
DeferredTaxAssetsDeferredIncome,,,,,,,2119000.000,,,,172000.000,,,,227000.000,,,,12499000.000,
DeferredTaxAssetsGross,,,,,,,89469000.000,,,,64485000.000,,,,98678000.000,,,,122553000.000,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,10427000.000,,,,9453000.000,
