,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,134447000.000,127197000.000,129076000.000,130464000.000,130156000.000,128619000.000,124371000.000,130410000.000,131114000.000,132423000.000,146539000.000,157806000.000,160672000.000,154400000.000,162800000.000,175900000.000,163500000.000,147900000.000,167000000.000,179100000.000,176500000.000,178200000.000,177500000.000,174300000.000,187300000.000,191100000.000
AccountsReceivableNetCurrent,574532000.000,555940000.000,565267000.000,552098000.000,573767000.000,564055000.000,577898000.000,561317000.000,642870000.000,638355000.000,658118000.000,672525000.000,715170000.000,703000000.000,726100000.000,748200000.000,781200000.000,764600000.000,783200000.000,742900000.000,777700000.000,736700000.000,774100000.000,795600000.000,855900000.000,851800000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,32993000.000,31700000.000,31000000.000,29400000.000,41100000.000,34600000.000,40400000.000,31600000.000,40800000.000,35700000.000,44000000.000,40600000.000,52100000.000,51400000.000
AccruedIncomeTaxesCurrent,1334000.000,716000.000,728000.000,307000.000,367000.000,5547000.000,5029000.000,8450000.000,4227000.000,6434000.000,6668000.000,145000.000,196000.000,200000.000,200000.000,2000000.000,600000.000,100000.000,200000.000,8900000.000,700000.000,600000.000,600000.000,6300000.000,500000.000,10500000.000
AccruedIncomeTaxesNoncurrent,30653000.000,32961000.000,33791000.000,38236000.000,37805000.000,38732000.000,43996000.000,27773000.000,29418000.000,31286000.000,43336000.000,50426000.000,52605000.000,56400000.000,53500000.000,53700000.000,54500000.000,55600000.000,54100000.000,53200000.000,54200000.000,54700000.000,34200000.000,33400000.000,33800000.000,34100000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,105252000.000,107642000.000,111790000.000,97819000.000,104753000.000,111388000.000,117984000.000,107771000.000,116307000.000,123574000.000,131214000.000,127492000.000,134772000.000,132100000.000,139300000.000,138600000.000,141300000.000,149500000.000,157300000.000,148700000.000,155400000.000,163400000.000,170900000.000,163400000.000,168800000.000,177900000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,1900000.000,1600000.000,100000.000,0.000,800000.000,100000.000,100000.000,0.000,0.000,,,300000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,-100000.000,,,,,,,,,,,1700000.000,1600000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-897000.000,-708000.000,-1133000.000,-2661000.000,-1302000.000,-1000000.000,-1906000.000,-2154000.000,-2180000.000,-2435000.000,-2013000.000,-1651000.000,-1873000.000,-2000000.000,-1500000.000,-2800000.000,-5700000.000,-4500000.000,-4300000.000,-5100000.000,-13500000.000,-9300000.000,-22600000.000,-31600000.000,-26700000.000,-23700000.000
AdditionalPaidInCapitalCommonStock,200079000.000,204613000.000,208600000.000,211389000.000,216558000.000,225190000.000,229134000.000,234636000.000,238870000.000,243301000.000,254663000.000,261828000.000,268313000.000,274900000.000,276800000.000,274100000.000,283200000.000,289500000.000,283400000.000,275500000.000,267500000.000,264700000.000,262000000.000,248600000.000,243600000.000,249200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,15705000.000,17606000.000,16807000.000,13485000.000,11661000.000,12190000.000,11197000.000,11125000.000,11963000.000,10890000.000,10569000.000,10217000.000,11189000.000,10200000.000,10700000.000,10600000.000,11000000.000,10100000.000,9700000.000,8600000.000,10000000.000,15900000.000,17300000.000,15900000.000,16800000.000,17700000.000
Assets,1955839000.000,1916991000.000,1926835000.000,1879598000.000,1886800000.000,1875944000.000,1886895000.000,1869251000.000,2088148000.000,2076390000.000,2103403000.000,2119236000.000,2165211000.000,2155500000.000,2168200000.000,2192900000.000,2230900000.000,2205600000.000,2264200000.000,2149800000.000,2255200000.000,2184500000.000,2239400000.000,2281200000.000,2411900000.000,2394200000.000
AssetsCurrent,736752000.000,715965000.000,765056000.000,733757000.000,744871000.000,747009000.000,760114000.000,767427000.000,820478000.000,821576000.000,845295000.000,864632000.000,914472000.000,911800000.000,926600000.000,927200000.000,977500000.000,951800000.000,999600000.000,947200000.000,953000000.000,903400000.000,946000000.000,993700000.000,1059500000.000,1061300000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,,68400000.000,60000000.000,81000000.000,,84900000.000,,,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,18400000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,2200000.000,,,,400000.000,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,3705000.000,3445000.000,2954000.000,1992000.000,1821000.000,893000.000,467000.000,,,,,,,,,,,,,0.000,,,,44100000.000,53300000.000,51100000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,830000.000,464000.000,322000.000,216000.000,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,,,13000000.000,,,,13000000.000,,,,13000000.000,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,,,12500000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,13000000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,7800000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,20000000.000,20000000.000,20000000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,20910000.000,15503000.000,15148000.000,15670000.000,18147000.000,17994000.000,16704000.000,17780000.000,17832000.000,12994000.000,12994000.000,12994000.000,12994000.000,12500000.000,13000000.000,13000000.000,13000000.000,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,0.000,1300000.000,200000.000,200000.000,0.000,0.000,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,11700000.000,,,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,5319000.000,,,,12046000.000,,,,11697000.000,,,,10800000.000,,,,9900000.000,,,,9300000.000,,
