,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25
AccountsAndNotesReceivableNet,,,,,,,1941437.000,1973334.000,2989820.000,3702213.000,3068798.000,2500671.000,3323534.000,2530064.000
AccountsPayable,9897.000,19657.000,844.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,,,,,135524.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,19375.000,,,,,,,,190517.000,162447.000,170409.000,203196.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,241452.000,179777.000,155722.000,,,,
AccountsReceivableFromSecuritization,,,,,,,,763335.000,1351175.000,1483352.000,,,,
AccountsReceivableNet,471625.000,774381.000,711210.000,1086028.000,1656210.000,1618277.000,,,,,,,,
AccountsReceivableRelatedParties,,,,,,,,1041824.000,1622390.000,1850824.000,,,,
AccruedLiabilities,26830.000,126792.000,125861.000,153708.000,157265.000,156999.000,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,1303337.000,1622974.000,2509937.000,2026803.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax,,711.000,6252.000,8633.000,1481.000,2880.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,1465.000,-5417.000,72749.000,64767.000,45951.000,48138.000,64878.000
AdditionalPaidInCapital,16355.000,291271.000,348838.000,1277142.000,1350962.000,1417467.000,1978043.000,2419704.000,3024541.000,3799533.000,5550383.000,6440565.000,6561262.000,6743239.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,168279.000,168279.000,55605.000,,,,
Assets,611357.000,1042570.000,1026044.000,1686270.000,2264924.000,2198224.000,2495720.000,3167481.000,4096775.000,5353566.000,5115200.000,4211978.000,5053510.000,4453917.000
AssetsCurrent,611357.000,1042570.000,1026044.000,1686270.000,1977732.000,1935618.000,2239784.000,2903132.000,3412434.000,4431647.000,4013920.000,3028043.000,3841144.000,3289452.000
AssetsNet,,,,,,,,,65630.000,65779.000,,,,
AssetsNoncurrent,,,,,,,,,,,1101280.000,1183935.000,1212366.000,1164465.000
AvailableForSaleSecurities,,,,,,,,,,,99954.000,79434.000,113610.000,314797.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,37145.000,91362.000,122129.000,43733.000,26820.000,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,122129.000,122129.000,131647.000,113784.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,54049.000,,148947.000,131647.000,113784.000
Cash,91799.000,,124888.000,125742.000,63959.000,237736.000,178539.000,723884.000,275122.000,440181.000,68972.000,111608.000,137959.000,127449.000
CashAndCashEquivalentsAtCarryingValue,91799.000,,124888.000,125742.000,63959.000,237736.000,178539.000,723884.000,275122.000,440181.000,68972.000,111608.000,137959.000,127449.000
CommonStockNoParValue,,,,,,,,,,,0.001,,,
