,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,250684000.000,,,,214795000.000,218534000.000,182453000.000,,148681000.000,122892000.000,104841000.000
AccountsPayableCurrent,107351000.000,105175000.000,122349000.000,126489000.000,129300000.000,138104000.000,155766000.000,175893000.000,108713000.000,105912000.000,103034000.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,138228000.000,,,,88881000.000,83314000.000,55530000.000,,40755000.000,51304000.000,47458000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,,,0.000,,,,0.000,,,
AccruedLiabilitiesCurrent,55100000.000,29606000.000,52985000.000,35066000.000,52758000.000,41138000.000,48392000.000,51151000.000,47183000.000,46166000.000,53969000.000,28993000.000,28887000.000,19560000.000,,,,,,,,,
AccruedRoyaltiesCurrent,23685000.000,33492000.000,40209000.000,49253000.000,25412000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,29469000.000,,,,25340000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-34283000.000,-24761000.000,-15157000.000,-5517000.000,-4250000.000,-3241000.000,-1736000.000,0.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,2315460000.000,,,,2372603000.000,2609158000.000,2757836000.000,,2798713000.000,2798713000.000,2798713000.000
AdditionalPaidInCapitalCommonStock,334220000.000,338397000.000,344345000.000,350158000.000,357179000.000,359813000.000,362051000.000,364710000.000,368688000.000,371425000.000,374538000.000,,,,,,,,,,,,
AdvancesToAffiliate,,,,,,,,,,,,,,,,,220571000.000,171044000.000,0.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,473000.000,,,,0.000,,,,,,,
AssetRetirementObligation,,,,64019000.000,69064000.000,80880000.000,84257000.000,86746000.000,94667000.000,98854000.000,102804000.000,94830000.000,95992000.000,97055000.000,117329000.000,,123942000.000,125846000.000,135868000.000,,139597000.000,139605000.000,141361000.000
AssetRetirementObligationCurrent,,,,,,,,4430000.000,,,,3318000.000,3318000.000,3318000.000,,,3101000.000,3101000.000,3101000.000,,,,
AssetRetirementObligationsNoncurrent,55520000.000,56885000.000,61711000.000,,,,,82316000.000,90237000.000,94424000.000,98374000.000,,,,,,,,,,,,
Assets,2952129000.000,3160307000.000,3319211000.000,2734952000.000,2894200000.000,3016054000.000,3193360000.000,3325402000.000,3390633000.000,3486502000.000,3553911000.000,,5156138000.000,,,,4566721000.000,4730272000.000,4288699000.000,,2772312000.000,2703483000.000,2681256000.000
AssetsCurrent,189258000.000,164564000.000,176152000.000,167634000.000,206189000.000,152964000.000,141221000.000,157025000.000,167782000.000,185255000.000,197037000.000,,179487000.000,,,,163089000.000,144750000.000,408284000.000,,67966000.000,85710000.000,96656000.000
AssetsHeldForSaleCurrent,,,,14622000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
AssetsNoncurrent,,,,,,,,,,,,,4976651000.000,,,,4403632000.000,4585522000.000,3880415000.000,,2704346000.000,2617773000.000,2584600000.000
BankOverdrafts,,20300000.000,21600000.000,16100000.000,15600000.000,13500000.000,23700000.000,14900000.000,14700000.000,0.000,0.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,5589273000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,451113000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,249564000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,194000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,,310105000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,272000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,,19000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,2807385000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,2781888000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,,,,,,,,,97202000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,,,,,,,,,,,,100809000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,,88000000.000,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,962154000.000,,,,1180298000.000,,,,10394000.000,,,,,865266000.000,923731000.000,1493749000.000,,2682011000.000,2719219000.000,2755015000.000
CapitalizedCostsMineralInterestsInProvedProperties,,,,3257321000.000,,,,4060106000.000,,,,3397785000.000,3541516000.000,,,,,,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,228486000.000,,,,236626000.000,,,,1415874000.000,1415874000.000,,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,3485807000.000,,,,4296732000.000,,,,,,,,,4928161000.000,4967722000.000,5000233000.000,,5019579000.000,5019722000.000,5022076000.000
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,2523653000.000,,,,3116434000.000,,,,4803265000.000,,,,,4062895000.000,4043991000.000,3506484000.000,,2337568000.000,2300503000.000,2267061000.000
CapitalizedCostsProvedProperties,,,,,,,,,,,,,,,,,4088070000.000,4128644000.000,4161155000.000,,4246049000.000,4246192000.000,4248546000.000
CapitalizedCostsUnprovedProperties,,,,,,,,,,,,,,,,,840091000.000,839078000.000,839078000.000,,773530000.000,773530000.000,773530000.000
CashAndCashEquivalentsAtCarryingValue,80000.000,248000.000,94000.000,298000.000,43996000.000,81000.000,104000.000,312000.000,105000.000,8914000.000,24055000.000,,5519000.000,,,,1424000.000,2664000.000,282805000.000,,7334000.000,15008000.000,29647000.000
DebtInstrumentFairValue,,,,,1599000000.000,1564000000.000,,,,,,,,948212000.000,,,,,,,,,
DebtInstrumentUnamortizedDiscount,10376000.000,9702000.000,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedPremium,,,,,,,,,,,,,,15547000.000,,,14182000.000,12803000.000,12004000.000,,11127000.000,0.000,0.000
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,,,,2302000000.000,,2087855000.000,,,2086490000.000,2033855000.000,2018979000.000,,,,
DeferredFinanceCostsCurrentNet,,,,,,,,,,,,,,,,,,,,,7484000.000,6861000.000,6237000.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,5000000.000,,,,12000000.000,,,,,,,
