,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,19000000.000,18000000.000,23000000.000
AmortizationOfIntangibleAssets,,,,,2100000.000,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,20000000.000,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,17000000.000,38000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,,,,,,,,,,,,,,-13000000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,483000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-23200000.000,,,,-205200000.000,,,,-151000000.000,,,,-110100000.000,,,,-92000000.000,,
ComprehensiveIncomeNetOfTax,,38700000.000,-138700000.000,,-96800000.000,-75100000.000,46100000.000,-60700000.000,-122500000.000,-135000000.000,-86700000.000,-262700000.000,-602200000.000,-33800000.000,-328300000.000,-303300000.000,-284000000.000,-275000000.000,-298000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-400000.000,700000.000,2500000.000,,,-1200000.000,4800000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,42300000.000,-139700000.000,,-97200000.000,-74400000.000,48600000.000,-59300000.000,-135800000.000,-129700000.000,-86000000.000,-280000000.000,-604700000.000,-43800000.000,-377300000.000,-388600000.000,-347000000.000,-273000000.000,-344000000.000
ConvertiblePreferredDividendsNetOfTax,,,,,,,,,,,,,,,,,,,5000000.000
CostOfGoodsAndServicesSold,,,457600000.000,,462500000.000,702000000.000,514700000.000,515100000.000,393900000.000,352100000.000,550900000.000,565400000.000,499300000.000,620400000.000,613300000.000,529500000.000,289000000.000,352000000.000,365000000.000
CostOfGoodsSold,621900000.000,564500000.000,457600000.000,776600000.000,462500000.000,702000000.000,514700000.000,515100000.000,393900000.000,352100000.000,550900000.000,,,,,,,,
DeconsolidationGainOrLossAmount,,,,,,,,,-6000000.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,7300000.000,,,,-7500000.000,,,,3000000.000,,,,,,
DeferredRevenueRevenueRecognized,,,,,1900000.000,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,,,,,,,1900000.000,,,,,,,,
DepreciationAndAmortization,49000000.000,55600000.000,57100000.000,65400000.000,52900000.000,54000000.000,59100000.000,80900000.000,60800000.000,61000000.000,70600000.000,75900000.000,62000000.000,91800000.000,107100000.000,96500000.000,84000000.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,-451800000.000,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,-123000000.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,,,-119000000.000,0.000,3000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,,0.010
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,,,,,-7000000.000,,,,,,,,,,
Dividends,,,,,,,,,,,,,,,,,17000000.000,,
EarningsPerShareBasic,-0.020,0.210,-0.410,-6.460,-0.400,-0.270,0.160,-0.150,-0.400,-0.450,-0.470,-1.140,-2.310,-0.160,-1.060,-0.870,-1.360,-0.890,-0.910
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,-0.910
EarningsPerShareDiluted,-0.020,0.210,-0.410,-6.460,-0.400,-0.270,0.160,-0.150,-0.400,-0.450,-0.470,-1.140,-2.310,-0.160,-1.060,-0.870,-1.360,-0.890,
EffectOfExchangeRateOnCashAndCashEquivalents,8200000.000,,,,1500000.000,,,,-7100000.000,,,,-1800000.000,,,,-2000000.000,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,,,,,,,145700000.000,0.000,,,0.000,45000000.000
