,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,186000.000,76000.000,-298000.000,-383000.000,-1149000.000,-2139000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,7334000.000,5026000.000,5718000.000,6656000.000,5902000.000,12341000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,5454000.000,6601000.000,11775000.000,9606000.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,42364000.000,-30453000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,2920000.000,-6196000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,25844000.000,30745000.000,26333000.000,24881000.000
AmortizationOfIntangibleAssets,1819000.000,1012000.000,1210000.000,1323000.000,1688000.000,4259000.000
AmountOfIneffectivenessOnNetInvestmentHedges,,,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedGains,0.000,,5800000.000,4400000.000,121000.000,268000.000
AvailableForSaleSecuritiesGrossRealizedLosses,0.000,,0.000,0.000,67000.000,0.000
BankOwnedLifeInsuranceIncome,6019000.000,4961000.000,5197000.000,4191000.000,4338000.000,5361000.000
BusinessCombinationAcquisitionRelatedCosts,,23000.000,,,9751000.000,12213000.000
CashAcquiredFromAcquisition,,-4089000.000,,-2792000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-73298000.000,222459000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,377000.000,1170000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,724000.000,1338000.000
CommonStockDividendsPerShareCashPaid,0.430,0.600,0.500,1.620,0.560,0.600
ComprehensiveIncomeNetOfTax,54422000.000,75298000.000,66327000.000,49492000.000,60375000.000,46211000.000
CurrentIncomeTaxExpenseBenefit,19108000.000,23073000.000,24908000.000,13200000.000,21670000.000,18914000.000
DeferredIncomeTaxExpenseBenefit,7749000.000,3295000.000,1423000.000,8595000.000,6290000.000,2734000.000
DefinedBenefitPlanServiceCost,,,,,0.000,0.000
DepreciationAmortizationAndAccretionNet,7790000.000,9466000.000,8952000.000,9868000.000,8958000.000,15424000.000
DepreciationDepletionAndAmortization,11700000.000,11500000.000,11900000.000,12000000.000,13300000.000,13700000.000
DividendIncomeOperating,,,,,2828000.000,1371000.000
DividendsCash,43642000.000,56862000.000,45871000.000,149932000.000,52825000.000,60156000.000
EarningsPerShareBasic,0.640,0.680,0.740,0.680,0.640,0.500
EarningsPerShareDiluted,0.640,0.680,0.730,0.670,0.640,0.490
EffectiveIncomeTaxRateContinuingOperations,0.295,0.293,0.283,0.260,0.316,0.304
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,0.013,0.011,0.040,0.008,0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,-0.023,-0.019,-0.019,-0.018,0.017,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.007,-0.003,0.001,0.001,0.001,-0.003
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.029,0.028,0.021,0.017,0.029,0.012
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,-0.054,0.050,0.043,0.041,0.030,0.033
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,635000.000,945000.000,332000.000,1425000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,,6300000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,945000.000,332000.000,1425000.000
FederalDepositInsuranceCorporationPremiumExpense,7101000.000,5554000.000,5600000.000,5193000.000,5109000.000,4404000.000
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresRepaymentAndPenalties,,,,,,36978000.000
FeesAndCommissionsDepositorAccounts,35378000.000,34486000.000,35884000.000,36383000.000,38362000.000,44113000.000
FeesAndCommissionsFiduciaryAndTrustActivities,8125000.000,8544000.000,9330000.000,12369000.000,12342000.000,14103000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,24961000.000,11808000.000,14881000.000,7509000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,31111000.000,13132000.000,14923000.000,9779000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,5448000.000,477000.000,,958000.000
ForeclosedRealEstateExpense,1625000.000,2620000.000,2437000.000,2140000.000,2070000.000,1004000.000
FutureAmortizationExpenseYearFive,70000.000,259000.000,,,,
FutureAmortizationExpenseYearFour,140000.000,415000.000,,,,
FutureAmortizationExpenseYearOne,993000.000,1210000.000,,,,
FutureAmortizationExpenseYearThree,295000.000,571000.000,,,,
FutureAmortizationExpenseYearTwo,625000.000,814000.000,,,,
GainLossOnSaleOfSecuritiesNet,358000.000,654000.000,6118000.000,4930000.000,1037000.000,625000.000
GainsLossesOnSalesOfAssets,-2999000.000,2894000.000,6061000.000,5236000.000,921000.000,4499000.000
GainsLossesOnSalesOfOtherRealEstate,-2426000.000,-5643000.000,-3186000.000,-967000.000,-1989000.000,-39000.000
GeneralAndAdministrativeExpense,12850000.000,13224000.000,14454000.000,14721000.000,15584000.000,14898000.000
GoodwillAcquiredDuringPeriod,0.000,2579000.000,2000.000,679000.000,86413000.000,
GoodwillImpairmentLoss,0.000,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,155598000.000,190476000.000,175013000.000,159638000.000,130528000.000,118675000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,870000.000,6524000.000,5955000.000,5871000.000,5462000.000,5596000.000
ImpairmentOfInvestments,2081000.000,996000.000,713000.000,,0.000,
ImpairmentOfRealEstate,1449000.000,4942000.000,4158000.000,2318000.000,2923000.000,1481000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,91008000.000,89928000.000,93070000.000,83757000.000,88500000.000,71315000.000
IncomeTaxExpenseBenefit,26857000.000,26368000.000,26331000.000,21795000.000,27960000.000,21648000.000
IncomeTaxesPaid,23916000.000,14278000.000,22881000.000,26042000.000,16719000.000,9710000.000
IncreaseDecreaseInDeposits,15989000.000,-15725000.000,-95721000.000,-36337000.000,-60236000.000,-157457000.000
IncreaseDecreaseInOtherOperatingAssets,-7534000.000,-18695000.000,-12351000.000,-9241000.000,-37969000.000,-25953000.000
IncreaseDecreaseInOtherOperatingLiabilities,-24967000.000,11351000.000,2890000.000,-22857000.000,-18998000.000,4801000.000
InformationTechnologyAndDataProcessing,23332000.000,25000000.000,25548000.000,26671000.000,30780000.000,34859000.000
InsuranceCommissionsAndFees,6548000.000,6264000.000,8635000.000,8760000.000,9526000.000,10522000.000
InterestAndDividendIncomeOperating,360070000.000,339175000.000,313038000.000,303618000.000,319580000.000,345634000.000
InterestAndFeeIncomeLoansAndLeases,320942000.000,309391000.000,287289000.000,282050000.000,298665000.000,329039000.000
InterestExpense,92801000.000,75199000.000,61162000.000,56587000.000,56327000.000,38299000.000
InterestExpenseBorrowings,32080000.000,31822000.000,31883000.000,31265000.000,32272000.000,14834000.000
InterestExpenseDeposits,60721000.000,43377000.000,29279000.000,25322000.000,24055000.000,23465000.000
InterestExpenseDomesticDepositLiabilitiesChecking,960000.000,792000.000,576000.000,587000.000,568000.000,462000.000
InterestExpenseMoneyMarketDeposits,4243000.000,3605000.000,3042000.000,3174000.000,3222000.000,3621000.000
InterestExpenseSavingsDeposits,5000000.000,4219000.000,3595000.000,3286000.000,3387000.000,3218000.000
InterestExpenseTimeDeposits,50518000.000,34761000.000,22066000.000,18275000.000,16878000.000,16164000.000
InterestIncomeDepositsWithFinancialInstitutions,1712000.000,1599000.000,1093000.000,837000.000,431000.000,543000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,233099000.000,237638000.000,233357000.000,226717000.000,253541000.000,293793000.000
InterestIncomeExpenseNet,267269000.000,263976000.000,251876000.000,247031000.000,263253000.000,307335000.000
InterestIncomeSecuritiesMortgageBacked,23450000.000,16738000.000,12818000.000,10320000.000,8823000.000,8540000.000
InterestIncomeSecuritiesTaxExempt,11514000.000,9119000.000,7817000.000,6281000.000,4313000.000,2732000.000
InterestIncomeSecuritiesTaxable,2452000.000,2328000.000,4021000.000,4130000.000,4520000.000,3409000.000
LaborAndRelatedExpense,106595000.000,111727000.000,112190000.000,115967000.000,119818000.000,140927000.000
LeaseAndRentalExpense,4300000.000,4900000.000,4200000.000,4400000.000,4600000.000,5300000.000
MarketingExpense,9953000.000,7829000.000,6284000.000,8213000.000,8499000.000,8852000.000
NetCashProvidedByUsedInContinuingOperations,-30814000.000,-236593000.000,-59799000.000,-151199000.000,,
NetCashProvidedByUsedInFinancingActivities,-260978000.000,-90608000.000,-114491000.000,-173776000.000,-97688000.000,-1063851000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-260978000.000,-90608000.000,-114491000.000,-173776000.000,-97688000.000,-1063851000.000
NetCashProvidedByUsedInInvestingActivities,111462000.000,-273440000.000,-76150000.000,-67995000.000,-88812000.000,1149408000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,111462000.000,-273440000.000,-76150000.000,-67995000.000,-88812000.000,1149408000.000
NetCashProvidedByUsedInOperatingActivities,118702000.000,127455000.000,130842000.000,90572000.000,113202000.000,136902000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,118702000.000,127455000.000,130842000.000,90572000.000,113202000.000,136902000.000
NetIncomeLossAvailableToCommonStockholdersBasic,64151000.000,63560000.000,66739000.000,61962000.000,60540000.000,49667000.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,,,,1648484000.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,4152000.000,,2798000.000,1160190000.000,546247000.000
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,,63000.000,,6000.000,1099082000.000,
NoninterestExpense,200227000.000,205477000.000,207134000.000,215535000.000,233877000.000,307838000.000
NoninterestIncome,58136000.000,57767000.000,66847000.000,72575000.000,68836000.000,85360000.000
NoninterestIncomeOtherOperatingIncome,4213000.000,4154000.000,3959000.000,5887000.000,4287000.000,5781000.000
OccupancyCosts,,22409000.000,23182000.000,23455000.000,24641000.000,26134000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,-104000.000,-104000.000,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,1807000.000,-19086000.000,6694000.000,-136000.000,-2930000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,-9472000.000,-15493000.000,20310000.000,1328000.000,1527000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,9576000.000,17002000.000,-17988000.000,90000.000,-2399000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,-6112000.000,-10716000.000,12080000.000,57000.000,-3061000.000
OtherComprehensiveIncomeDefinedBenefitPlansTax,-11487000.000,6056000.000,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,459000.000,3181000.000,1146000.000,1299000.000,1001000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,246000.000,1714000.000,618000.000,699000.000,539000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,,-1509000.000,-2322000.000,-1418000.000,872000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,,,812000.000,905000.000,-905000.000,606000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,56000.000,56000.000,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,1214000.000,-9604000.000,-589000.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-9729000.000,11738000.000,-412000.000,-12470000.000,-165000.000,-3456000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,-9904000.000,12985000.000,848000.000,2455000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,2977000.000,2348000.000,451000.000,202000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,1904000.000,1501000.000,289000.000,129000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesNetOfTax,,,435000.000,,0.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesTax,,,278000.000,0.000,0.000,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,5964000.000,-7506000.000,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,1417000.000,-8081000.000,-234000.000,-3787000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-1104000.000,424000.000,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,-705000.000,271000.000,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeNetOfTax,,-202000.000,,,,
