,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,,408600000.000,391800000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccountsPayableTradeCurrent,997000000.000,1101800000.000,1236200000.000,1109600000.000,1076200000.000,1017600000.000,1254900000.000,1348100000.000,1141400000.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,939500000.000,749600000.000
AccountsReceivableFromSecuritization,620600000.000,1010000000.000,962300000.000,,739900000.000,895400000.000,759300000.000,1130000000.000,854800000.000
AccountsReceivableNetCurrent,2264600000.000,2861200000.000,2917100000.000,2689100000.000,2587400000.000,2917400000.000,3098900000.000,3310900000.000,2872000000.000
AccruedIncomeTaxesCurrent,63900000.000,81500000.000,100200000.000,92400000.000,43400000.000,121400000.000,164500000.000,97700000.000,31000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1189900000.000,1236000000.000,1261500000.000,1310100000.000,1377100000.000,1426900000.000,1496100000.000,1485700000.000,1510100000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,400000.000,100000.000,100000.000,-1000000.000,1800000.000,6000000.000,19500000.000,14500000.000,19400000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-49800000.000,-17600000.000,-71000000.000,-18100000.000,-48900000.000,-46700000.000,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,19500000.000,16400000.000,16600000.000,14900000.000,15100000.000,15200000.000,15100000.000,500000.000,300000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-1542000000.000,-1317700000.000,-1466100000.000,-1730300000.000,-1228300000.000,-1375400000.000,-1084800000.000,-2237700000.000,-1803500000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1610900000.000,-1351600000.000,-1553600000.000,-1764300000.000,-1290500000.000,-1431300000.000,-1120400000.000,-2263700000.000,-1813000000.000
AdditionalPaidInCapital,7007600000.000,7075100000.000,7094200000.000,7128600000.000,7149900000.000,7178600000.000,8484600000.000,8499300000.000,8522000000.000
AllowanceForDoubtfulAccountsReceivable,,,,33600000.000,,,,,
Assets,22123800000.000,22794600000.000,21316500000.000,22267700000.000,22644100000.000,28836300000.000,36538500000.000,34726200000.000,34272600000.000
AssetsCurrent,7426400000.000,7891400000.000,6485900000.000,6472700000.000,6627600000.000,12186700000.000,7965100000.000,7522500000.000,7065500000.000
AssetsFairValueDisclosure,2220500000.000,2026200000.000,220300000.000,1064800000.000,1152400000.000,6330500000.000,1081000000.000,609100000.000,486100000.000
AvailableForSaleSecurities,,,,54000000.000,,,,83700000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,0.000,,,,24600000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,1600000.000,,,,300000.000,
AvailableForSaleSecuritiesAmortizedCost,,,,55600000.000,,,,59400000.000,
AvailableForSaleSecuritiesCurrent,,,,,,,,83700000.000,91300000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,14800000.000,,,,16100000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,1200000.000,,,,1800000.000,
AvailableForSaleSecuritiesDebtSecurities,,,,28000000.000,,,,31400000.000,
BusinessCombinationContingentConsiderationLiability,,,,526400000.000,,,,564600000.000,566000000.000
CapitalizedComputerSoftwareNet,,,,130000000.000,,,,145400000.000,
CashAndCashEquivalentsAtCarryingValue,277200000.000,439700000.000,587000000.000,1236000000.000,1199400000.000,6361900000.000,1256600000.000,998800000.000,723800000.000
CashAndCashEquivalentsFairValueDisclosure,83900000.000,200700000.000,76600000.000,923300000.000,983400000.000,6132000000.000,859900000.000,433700000.000,275800000.000
CommonStockSharesAuthorized,1200000000.000,1200000000.000,1200000000.000,1200000000.000,1200000000.000,1200000000.000,1200000000.000,1200000000.000,1200000000.000
CommonStockSharesIssued,489493548.000,491397660.000,491736385.000,491928095.000,492671045.000,509731928.000,536384447.000,536639291.000,537237925.000
CommonStockValue,5500000.000,5500000.000,5500000.000,5500000.000,5500000.000,5700000.000,6000000.000,6000000.000,6000000.000
DebtCurrent,,,,,,,4278800000.000,223300000.000,227200000.000
DebtInstrumentCarryingAmount,6273000000.000,6273000000.000,6300000000.000,7300000000.000,7300000000.000,13300000000.000,15441300000.000,15522000000.000,15018000000.000
