,2011-12-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,151000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,283000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,100000.000
CapitalExpendituresIncurredButNotYetPaid,-646000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3984000.000
CostOfGoodsAndServicesSold,63314000.000
CostOfGoodsSold,8968000.000
CostOfServices,54346000.000
DeferredIncomeTaxExpenseBenefit,2043000.000
DepreciationDepletionAndAmortization,6172000.000
EarningsPerShareBasic,0.500
EarningsPerShareDiluted,0.490
GainLossOnSaleOfPropertyPlantEquipment,-19000.000
GrossProfit,44835000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7011000.000
IncomeTaxExpenseBenefit,2559000.000
IncomeTaxesPaid,-146000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1352000.000
IncreaseDecreaseInAccountsReceivable,1550000.000
IncreaseDecreaseInInventories,666000.000
IncreaseDecreaseInOtherOperatingAssets,138000.000
IncreaseDecreaseInPrepaidExpense,172000.000
InterestExpense,49000.000
InterestPaid,-49000.000
NetCashProvidedByUsedInFinancingActivities,-4442000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-4442000.000
NetCashProvidedByUsedInInvestingActivities,-5938000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5938000.000
NetCashProvidedByUsedInOperatingActivities,14364000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,14364000.000
NetIncomeLoss,4452000.000
NonoperatingIncomeExpense,-161000.000
OperatingExpenses,37663000.000
OperatingIncomeLoss,7172000.000
OtherNonoperatingIncomeExpense,-112000.000
OtherOperatingActivitiesCashFlowStatement,145000.000
PaymentsOfDividendsCommonStock,0.000
PaymentsToAcquirePropertyPlantAndEquipment,5938000.000
ProceedsFromLinesOfCredit,26512000.000
ProceedsFromStockOptionsExercised,139000.000
ProvisionForLoanAndLeaseLosses,3916000.000
RepaymentsOfLinesOfCredit,29237000.000
RepaymentsOfLongTermDebt,0.000
ResearchAndDevelopmentExpense,2519000.000
Revenues,108149000.000
SalesRevenueGoodsNet,22287000.000
SalesRevenueNet,108149000.000
SellingGeneralAndAdministrativeExpense,35144000.000
ShareBasedCompensation,1495000.000
StockIssuedDuringPeriodValueStockOptionsExercised,139000.000
WeightedAverageNumberOfDilutedSharesOutstanding,9035895.000
WeightedAverageNumberOfSharesOutstandingBasic,8853643.000
