,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,105753000.000,109167000.000,118073000.000,178645000.000,312985000.000,281257000.000,268812000.000,252363000.000,238739000.000,216173000.000,250374000.000,216029000.000,205029000.000,175294000.000,207242000.000,225306000.000,212609000.000,134681000.000,99141000.000,114475000.000,95912000.000,67097000.000,81641000.000,94831000.000,102221000.000,133354000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,19800000.000,16800000.000,,12100000.000,9800000.000,14700000.000,14600000.000,21400000.000,16200000.000,29000000.000,26800000.000,,,,,,,,,,
AccountsReceivableNetCurrent,375228000.000,437954000.000,481921000.000,540602000.000,1035985000.000,1065030000.000,1129714000.000,1027218000.000,1030674000.000,1031325000.000,1030232000.000,937195000.000,906235000.000,925901000.000,967943000.000,926768000.000,770846000.000,570528000.000,488848000.000,428514000.000,356842000.000,306484000.000,271323000.000,297164000.000,329770000.000,396814000.000
AccruedIncomeTaxesCurrent,0.000,8955000.000,7087000.000,717000.000,40864000.000,118163000.000,148857000.000,153212000.000,39371000.000,36826000.000,,,3034000.000,22711000.000,37417000.000,40213000.000,8723000.000,7501000.000,10068000.000,9185000.000,17856000.000,2768000.000,2919000.000,694000.000,,
AccruedLiabilitiesCurrent,150015000.000,170383000.000,198795000.000,197574000.000,284760000.000,290809000.000,360647000.000,346490000.000,331520000.000,328789000.000,361927000.000,376049000.000,310282000.000,321440000.000,367476000.000,363747000.000,337273000.000,305622000.000,301903000.000,271246000.000,275381000.000,224487000.000,242376000.000,218192000.000,236978000.000,218123000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,-19826000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,821024000.000,861737000.000,914570000.000,970137000.000,984221000.000,984221000.000,1220148000.000,1342631000.000,,1594581000.000,,1827011000.000,1913531000.000,2039017000.000,2159166000.000,2269542000.000,2394123000.000,2245051000.000,2350913000.000,2278856000.000,2343681000.000,2237405000.000,2395301000.000,2454339000.000,2537156000.000,2638890000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-17845000.000,-17134000.000,-23161000.000,-26936000.000,-21031000.000,-29846000.000,-20432000.000,-19317000.000,-31667000.000,-33916000.000,-21968000.000,-17500000.000,-16109000.000,-10628000.000,-25067000.000,-36280000.000,-50959000.000,-36725000.000,-44208000.000,-45694000.000,-50449000.000,-67617000.000,-72310000.000,-80248000.000,-78524000.000,-72502000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,350000000.000,350000000.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,2724777000.000,,2632926000.000,2647272000.000,2655009000.000,,2664761000.000,2674947000.000,2682188000.000,,2690265000.000,2698820000.000
AdditionalPaidInCapitalCommonStock,429494000.000,439164000.000,444186000.000,447007000.000,2832360000.000,2840215000.000,2846236000.000,2850855000.000,2859572000.000,2867604000.000,2874112000.000,2873579000.000,2799885000.000,2785700000.000,,2620328000.000,,,,2664517000.000,,,,2691553000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,21123000.000,23984000.000,22418000.000,17484000.000,17392000.000,17392000.000,23456000.000,28715000.000,,29177000.000,,,27822000.000,26707000.000,27366000.000,22076000.000,22834000.000,22748000.000,21260000.000,28242000.000,32055000.000,30524000.000,30592000.000,29740000.000,29034000.000,27993000.000
AssetRetirementObligation,,121052000.000,122462000.000,123176000.000,125829000.000,89911000.000,91012000.000,93053000.000,94565000.000,96320000.000,97595000.000,83519000.000,84652000.000,85620000.000,87443000.000,88000000.000,91485000.000,93076000.000,93301000.000,117942000.000,119600000.000,119000000.000,122300000.000,123677000.000,125400000.000,127100000.000
AssetRetirementObligationCurrent,17063000.000,17172000.000,17090000.000,14956000.000,15678000.000,,,,,,,27322000.000,27322000.000,,,,,,10400000.000,19052000.000,22625000.000,22654000.000,22770000.000,22164000.000,22188000.000,22212000.000
AssetRetirementObligationsNoncurrent,102321000.000,103880000.000,105372000.000,108220000.000,110151000.000,89911000.000,91012000.000,93053000.000,94565000.000,96320000.000,97595000.000,56197000.000,57330000.000,85620000.000,87443000.000,88000000.000,91485000.000,93076000.000,82901000.000,98890000.000,97011000.000,96381000.000,99485000.000,101513000.000,103186000.000,104891000.000
Assets,2915247000.000,3361637000.000,3483742000.000,4048145000.000,7468358000.000,7603817000.000,7789618000.000,7802886000.000,7789384000.000,7772447000.000,7847863000.000,7411307000.000,7348028000.000,7386184000.000,7463940000.000,7377389000.000,7223158000.000,6215587000.000,5284388000.000,4914244000.000,4746098000.000,4015260000.000,3643820000.000,3470255000.000,3378711000.000,3285930000.000
AssetsCurrent,713175000.000,1105501000.000,1171382000.000,883222000.000,1522764000.000,1581589000.000,1542830000.000,1460357000.000,1473092000.000,1455939000.000,1530353000.000,1476429000.000,1650992000.000,1719465000.000,1858453000.000,1728811000.000,1628828000.000,1483796000.000,1403327000.000,1295125000.000,1186587000.000,1053591000.000,800286000.000,781551000.000,812863000.000,788014000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,321484000.000,325153000.000,,116680000.000,144900000.000,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,285759000.000,,144905000.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,131600000.000,,,,,,27158000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,24740000.000,,131582000.000,120520000.000,2600000.000,66713000.000,66637000.000,62247000.000,158000.000,27411000.000,27322000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,,,,91940000.000,,,,,,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,51600000.000,51600000.000,,,,,,,,,,,,,,,,,,,
