,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,216000.000,,,,-201000.000,,,,-192000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,77000.000,,,,114000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,231000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,9000.000,3000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,8000.000,11000.000,,14000.000
AmortizationOfDeferredLoanOriginationFeesNet,-14000.000,,,,-23000.000,,,,-71000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,563000.000,-1098000.000,-265000.000,-63000.000,843000.000,1028000.000,-296000.000,-1655000.000,740000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6852000.000,,,,-4485000.000,,,,642000.000
ComprehensiveIncomeNetOfTax,1306000.000,550000.000,-181000.000,1426000.000,1992000.000,3371000.000,1317000.000,591000.000,1963000.000
DepreciationDepletionAndAmortization,181000.000,,,,207000.000,,,,208000.000
DividendsPreferredStock,44000.000,,,,,,,,
EarningsPerShareBasic,,,,,0.160,0.150,0.190,0.190,0.200
EarningsPerShareDiluted,,,,,0.160,0.150,0.190,0.190,0.200
EmployeeStockOwnershipPlanESOPCompensationExpense,,,151000.000,,78000.000,,,,114000.000
EquipmentExpense,133000.000,135000.000,132000.000,128000.000,145000.000,164000.000,162000.000,160000.000,150000.000
FederalDepositInsuranceCorporationPremiumExpense,94000.000,96000.000,93000.000,95000.000,94000.000,96000.000,103000.000,30000.000,68000.000
FeesAndCommissions,38000.000,45000.000,105000.000,1410000.000,406000.000,292000.000,339000.000,237000.000,338000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,249000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,249000.000
FinancingReceivableNonaccrualPercentPastDue,1.500,,,,1.500,,,,1.500
GainLossOnSaleOfSecuritiesNet,81000.000,21000.000,215000.000,0.000,20000.000,17000.000,438000.000,215000.000,482000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,,,3773000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,,,,,,,44000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,,,,,2920000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeCashBasisMethod,,,,,,,,,44000.000
