,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfDebtDiscountPremium,,127141.000,,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,1440.000,,,,,,,,,,,,,,18128.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-86218.000,,8742.000,,,,1205567.000,,,,-4529.000,,,,-90999.000
ComprehensiveIncomeNetOfTax,-750202.000,,,,,,,,,,,,,,,
CustodyFees,,,,,,,,,,,,,1343.000,,,
DebtConversionConvertedInstrumentSharesIssued1,,0.000,,,,,,,,,,,,,,
DebtInstrumentPeriodicPayment,,,,,,,,,,,,,,,,6900000.000
Depreciation,16360.000,17213.000,17402.000,,,,,399.000,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,16402.000,16617.000,15717.000,15970.000,399.000,20373.000,1183.000,,,,,,
DepreciationAndAmortization,,,,,,,,,,,,141336.000,158812.000,119985.000,163334.000,147019.000
DepreciationDepletionAndAmortization,,17213.000,,,,,,,,,,270909.000,,,,163974.000
EarningsPerShareBasicAndDiluted,-0.090,-0.080,-0.030,-0.090,-0.080,-0.060,-0.080,-0.190,-0.070,-0.040,0.010,-0.050,-0.040,-0.120,-0.050,-0.070
ExplorationExpense,74999.000,93191.000,57346.000,27552.000,18829.000,16395.000,16983.000,1653.000,15206.000,7173.000,15138.000,5904.000,3366.000,1590.000,3218.000,7000.000
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,0.000,,,,,,,,
FinancingInterestExpense,,,,,,,,,,,,,0.000,740775.000,,
GainLossOnContractTermination,,,-200000.000,,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,-127178.000,6831.000,42958.000,,,,,,,,,,0.000,,,
GainLossOnSaleOfInvestments,0.000,0.000,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,1008.000,,,,
GainLossOnSaleOfSecuritiesNet,,,,0.000,,,,0.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
GeneralAndAdministrativeExpense,50599.000,52100.000,35226.000,34015.000,26158.000,13501.000,22934.000,55891.000,89093.000,35523.000,37415.000,136810.000,96873.000,94548.000,-35167.000,65069.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-750202.000,-642515.000,-281522.000,-767784.000,-743888.000,-536023.000,-711839.000,-1834519.000,-772724.000,-538920.000,-226039.000,-612391.000,-532545.000,-1501534.000,-705345.000,-934886.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,,,
IncreaseDecreaseInAccountsPayable,,49771.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,75683.000,,,,5140.000,,,,-118505.000,,,,-2885.000
IncreaseDecreaseInAccountsReceivable,,66883.000,,0.000,,,,,,,,,,,,89834.000
IncreaseDecreaseInAccruedLiabilities,,-6397.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedSalaries,,,,60000.000,,,,9500.000,,,,-18000.000,,,,45000.000
