,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03
AccountsPayableTradeCurrent,88378000.000,146258000.000,143593000.000,221753000.000,115893000.000,155046000.000,132990000.000,195374000.000,144497000.000,152323000.000,146429000.000
AccruedLiabilitiesCurrent,191002000.000,232515000.000,220078000.000,243919000.000,273347000.000,257267000.000,222214000.000,235577000.000,247040000.000,277879000.000,259225000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,28933000.000,26258000.000,25161000.000,29681000.000,29781000.000,27117000.000,27595000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1128049000.000,,,,1155547000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-46091000.000,,,,-54705000.000,-54268000.000,-53853000.000,-53426000.000,-49874000.000,-49467000.000,-47407000.000
AdditionalPaidInCapital,1318862000.000,,,,1296191000.000,1294189000.000,1220634000.000,1224948000.000,1172581000.000,1170598000.000,1174901000.000
Assets,2143100000.000,2211106000.000,2195151000.000,2146764000.000,2128465000.000,2189193000.000,2092815000.000,2202245000.000,2090247000.000,2086284000.000,2101831000.000
AssetsCurrent,1060769000.000,1137646000.000,1133126000.000,1086748000.000,1085674000.000,1161138000.000,1074327000.000,1166721000.000,1082122000.000,1042970000.000,1039323000.000
BusinessAcquisitionSharePrice,,,,,,,,,,,16.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,82098000.000,,,,74874000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,13229000.000,,,,14754000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,9403000.000,,,,6103000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,10070000.000,,,,9928000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,12251000.000,,,,11694000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,13132000.000,,,,13874000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,24013000.000,,,,18521000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,29178000.000,,,,24332000.000,,
