,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,,,,,,,-10877.000
AccretionOfDiscount,,,,,,,,,,,,,28486.000,,,,27631.000,,,,68223.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,102830.000,,,,217924.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,115819.000,130359.000,,341475.000,347342.000,969076.000,321471.000,559773.000,419487.000,405700.000,685234.000,711741.000,1123446.000,923659.000,1187181.000,2811108.000,1301913.000,1829371.000,1561924.000,920799.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,124713.000,,,,93062.000,,,,125012.000
AmortizationOfDeferredLeasingFees,,,,,,,,,,,,,,,,,,,,,-66119.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,8887170.000,,,11053888.000,10890555.000,,,10720246.000,,,,11932215.000,,,,12696096.000,,,,11233583.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,,,,,0.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,,,-10269229.000,-10204351.000,-10199350.000,,-10002390.000
CostOfRevenue,,,,,,,,,,,,,176425.000,80030.000,173537.000,199199.000,309271.000,409463.000,424559.000,587219.000,616426.000
CostsAndExpenses,1164371.000,1287019.000,1250475.000,1597695.000,2508962.000,2423112.000,3121409.000,2896304.000,3370591.000,3297226.000,3997427.000,,,,,,,,,,
DepreciationDepletionAndAmortization,6190.000,,,,17779.000,,,,53528.000,,,,68519.000,,,,156821.000,,,,330968.000
DividendsPreferredStock,9560.000,,,,5885.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,,,-0.330,-0.410,-0.100,-0.210,-0.350,-0.340,-0.340,-0.270,-0.320
EarningsPerShareBasicAndDiluted,-0.020,-0.280,-0.050,-0.540,-0.070,-0.340,-0.250,-0.040,-0.170,-0.060,-0.280,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,,,,,-0.330,-0.410,-0.230,-0.240,-0.360,-0.340,-0.340,-0.330,-0.320
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,-34.000,,,,-844.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,44101.000,,-19255.000,,3568.000,,,,0.000,,,,
GeneralAndAdministrativeExpense,826964.000,809868.000,739042.000,1003388.000,1706717.000,1479263.000,2205952.000,,1358480.000,1310239.000,1466592.000,1674776.000,1805985.000,2001516.000,1948546.000,2163779.000,4004247.000,2468732.000,2710782.000,2292186.000,2196639.000
IncomeTaxesPaid,,,,,7650.000,,,,2400.000,,,,800.000,,,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,93286.000,,,,316554.000,,,,14479.000,,,,-383642.000,,,,1072343.000,,,,-360577.000
IncreaseDecreaseInAccountsReceivable,-22607.000,,,,-110317.000,,,,50309.000,,,,2697.000,,,,-36801.000,,,,-20112.000
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,,,,,,,,,,,,,,,,,,,,,-151583.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,,,,,,,,,-268694.000,,,,0.000
IncreaseDecreaseInOtherOperatingAssets,,,,,156694.000,,,,,,,,,,,,-2761.000,,,,0.000
IncreaseDecreaseInPrepaidExpense,-217.000,,,,67043.000,,,,109399.000,,,,48781.000,,,,51272.000,,,,-110957.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,,,568024.000,,353193.000,0.000,0.000,-246768.000,0.000
InterestExpense,,,,,,668.000,6263.000,,9496.000,54714.000,389871.000,389178.000,389838.000,390503.000,352727.000,392414.000,,,,,
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,,-337620.000,-274909.000,-354993.000,-407990.000,-429397.000
InterestPaid,,,,,,,,,6601.000,,,,265125.000,,,,276214.000,,,,300040.000
InvestmentIncomeNet,,,,,,,44.000,,2391.000,2079.000,3470.000,4299.000,6369.000,9251.000,17368.000,24273.000,,,,,
LicenseAndServicesRevenue,,,20000.000,,,,,,,10000.000,,,2166.000,,0.000,,,,,,
NetCashProvidedByUsedInContinuingOperations,-113597.000,,,,-1655506.000,,,,-2965815.000,,,,16701844.000,,,,-7503718.000,,,,-3731634.000
NetCashProvidedByUsedInFinancingActivities,889500.000,,,,66505.000,,,,-48637.000,,,,21681823.000,,,,-235954.000,,,,-156526.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,889500.000,,,,66505.000,,,,-48637.000,,,,21681823.000,,,,-235954.000,,,,-156526.000
NetCashProvidedByUsedInInvestingActivities,-98009.000,,,,-93351.000,,,,-118507.000,,,,-247097.000,,,,-352023.000,,,,5183944.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-98009.000,,,,-93351.000,,,,-118507.000,,,,-247097.000,,,,-352023.000,,,,5183944.000
NetCashProvidedByUsedInOperatingActivities,-905088.000,,,,-1628660.000,,,,-2798671.000,,,,-4732882.000,,,,-6915707.000,,,,-8758208.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-905088.000,,,,-1628660.000,,,,-2798671.000,,,,-4732882.000,,,,-6915707.000,,,,-8758208.000
NetIncomeLoss,-1162642.000,-3426410.000,-650225.000,-6326684.000,-1110696.000,-5270090.000,-4401232.000,-1028920.000,-3189796.000,-1077091.000,-5375217.000,-4683380.000,-7174381.000,-10180034.000,-2735829.000,-7380850.000,-10262518.000,-10202278.000,-10191272.000,-8547651.000,-9999537.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1172202.000,-3435970.000,-659785.000,-6336244.000,-1116581.000,-5279475.000,-4406592.000,-1038130.000,-3199006.000,-1078776.000,-5381277.000,-4689440.000,-7180441.000,-10186094.000,-2741889.000,-7386910.000,-10268578.000,-10208338.000,-10197332.000,-8553711.000,-10005597.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,,,,,,-10186094.000,-6759101.000,,-10802328.000,-10208338.000,-10197332.000,-10341014.000,-10005597.000
OperatingExpenses,,,,,,,,,,,,,4974722.000,6681553.000,6466879.000,7463310.000,10579134.000,10083645.000,10013601.000,9850303.000,10220684.000
