,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsNotesAndLoansReceivableNetCurrent,938640.000,968193.000,607454.000,658970.000,1188806.000,210536.000,1030141.000,1408358.000,1374752.000,1778936.000,1879556.000,2119248.000,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,226344.000,220676.000,136839.000,308960.000,404294.000,302252.000,430755.000,296312.000,381650.000,540771.000,590964.000,945333.000,,,,,,
AccountsPayableCurrent,,,,,,,,,,,,,532021.000,650142.000,691121.000,632269.000,1076618.000,1239774.000
AccountsReceivableGross,,,,,,1059000.000,,,,2680000.000,,,,,,,,
AccountsReceivableNet,,,,,,211000.000,,,,1779000.000,,,,,,,,
AccruedIncomeTaxesCurrent,7159.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,326969.000,568535.000,412400.000,895541.000,1004521.000,890681.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,922317.000,926177.000,930199.000,932471.000,155113.000,155519.000,156263.000,62915.000,70055.000,66041.000,75383.000,84989.000,,1418123.000,,,,1245987.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,38005.000,67513.000,15127.000,50552.000,27575.000,42784.000
AdditionalPaidInCapital,,,,,,,,,,,,,78211509.000,79098591.000,79338391.000,79577191.000,86186333.000,86570033.000
AllowanceForDoubtfulAccountsReceivable,,,,,,847796.000,,,,901541.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,848000.000,,,,901000.000,,,,,,,,
AllowanceForNotesAndLoansReceivableNoncurrent,100000.000,100000.000,387853.000,387853.000,509997.000,847796.000,836451.000,860540.000,882168.000,901541.000,901541.000,901541.000,,,,,,
Assets,16805487.000,15432051.000,16118439.000,17000983.000,14425581.000,13340043.000,14829527.000,13613499.000,15211279.000,19799145.000,17892172.000,16832603.000,16301787.000,14054218.000,11878625.000,9684209.000,12577045.000,8359915.000
AssetsCurrent,,,,,,,,,,,,,15311063.000,13172386.000,11061762.000,8807411.000,11806388.000,7887637.000
AvailableForSaleSecurities,,,,,,,,,,1152000.000,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,4811000.000,,,,2615000.000,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,4876000.000,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,1522841.000,,,,,,,,,,,,
Cash,375568.000,344915.000,292002.000,288971.000,456130.000,337136.000,486657.000,1869463.000,1776834.000,6728680.000,5768819.000,7032226.000,14797616.000,4604269.000,,,,2282071.000
CashAndCashEquivalentsAtCarryingValue,375568.000,344915.000,292002.000,288971.000,456130.000,337136.000,486657.000,1869463.000,1776834.000,6728680.000,5768819.000,7032226.000,,12604273.000,10226389.000,8123313.000,11009396.000,7282312.000
CommonStockNoParValue,,,,,,,,,,0.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,90000000.000,90000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,5767985.000,5767985.000,5767985.000,5766985.000,5766985.000,5766985.000,5766985.000,5766985.000,5766985.000,5805485.000,7325485.000,1501097.000,19737760.000,20012760.000,20012760.000,20012760.000,23030260.000,25031942.000
CommonStockSharesOutstanding,5767985.000,5767985.000,5767985.000,5766985.000,5766985.000,5766985.000,5766985.000,5766985.000,5766985.000,5805485.000,7325485.000,1501097.000,,,,,,
CommonStockValue,2163941.000,2163941.000,2163941.000,2163711.000,2163711.000,2163711.000,2163711.000,2163711.000,2163711.000,2338216.000,3465416.000,3654416.000,1974.000,2002.000,2002.000,2002.000,2304.000,2504.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,,,,0.000,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.050,,,0.050,,0.100,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,172374.000,280862.000,389349.000,,
DeferredFinanceCostsCurrentNet,,,,,,,,,,,,,,,,,,207445.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,439525.000,395184.000,347251.000,299318.000,251784.000,
DeferredRevenue,306120.000,267855.000,229590.000,191325.000,156666.000,59523.000,14881.000,,,,,,,,,,,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,7485.000,
DeferredTaxAssetsDeferredIncome,,,,,,23000.000,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,3659000.000,,,,3394000.000,,,,20658000.000,,,,22355000.000
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,,,,,3639000.000,,,,3387000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,0.000,,,,,,,,
DeferredTaxAssetsNet,,,,,,659000.000,,,,52000.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,13575000.000,,,,15637000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,2108000.000,,,,1859000.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,880000.000,,,,751000.000,,,,,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,23000.000,,,,23000.000,,,,124000.000,,,,152000.000
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,,,,,,,,,,3277000.000,,,,3006000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,31000.000,,,,52000.000,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,43000.000,,,,173000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,333000.000,,,,353000.000,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,27000.000,,,,,,,,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,,,,158000.000,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,-3000000.000,,,,3342000.000,,,,20658000.000,,,,22355000.000
DeferredTaxLiabilitiesOther,,,,,,-10000.000,,,,10000.000,,,,,,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,-27000.000,,,,42000.000,,,,,,,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,-622000.000,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,288349.000,,,,,,,,,,,,,,
DueFromEmployees,,,,,,,,,,1200000.000,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,1515616.000,1521781.000,1521781.000,1521781.000,1521781.000,1521781.000,,,,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,903895.000,588377.000,658940.000,595435.000,78831.000,84885.000,241619.000,292590.000,597882.000,363665.000,464287.000,565367.000,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,3500062.000,,,,4533522.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,0.000,,,,,,,,
EquityMethodInvestmentsFairValueDisclosure,,,,,,,,5382.000,5401.000,2757000.000,2013.000,1912000.000,,,,,,
ExcessNetCapitalAt1000Percent,,,,,,3962830.000,,,,6120239.000,,,,,,,,
FinancingReceivableRecordedInvestmentCurrent,,,,,,870768.000,,,,1244717.000,,,,,,,,
FurnitureAndFixturesGross,,,,,,133000.000,,,,160000.000,,,,,,,,
GrantsReceivableCurrent,,,,,,,,,,,,,93971.000,33590.000,79235.000,31674.000,71529.000,41521.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,,870768.000,,,,1244717.000,,,,,,,,
IncomeTaxesReceivable,,6724.000,10835.000,28090.000,45085.000,43834.000,36834.000,36834.000,67406.000,,,,,,,,,
IntangibleAssetsNetIncludingGoodwill,,,,,,,,,,,,,459532.000,380148.000,333592.000,434471.000,388346.000,356825.000
InvestmentOwnedAtFairValue,,,,,,6866.000,,,,4132000.000,,,,,,,,
Investments,,,,,,,,1500000.000,1500000.000,,,,,,,,,
LeaseholdImprovementsGross,,,,,,32000.000,,,,17000.000,,,,,,,,
Liabilities,2054922.000,1343839.000,1748662.000,1508510.000,692491.000,520722.000,2250597.000,2111115.000,2501657.000,6767252.000,5821913.000,4340643.000,2893494.000,3364051.000,3357383.000,3890159.000,4408574.000,4118470.000
LiabilitiesAndStockholdersEquity,16805487.000,15432051.000,16118439.000,17000983.000,14425581.000,13340043.000,14829527.000,13613499.000,15211279.000,19799145.000,17892172.000,16832603.000,16301787.000,14054218.000,11878625.000,9684209.000,12577045.000,8359915.000
LiabilitiesCurrent,,,,,,,,,,,,,1008990.000,1593677.000,1703521.000,2352810.000,2988624.000,3030455.000
LiabilityForUncertainTaxPositionsNoncurrent,147075.000,,,,,,,,,,,,,,,,,
LongTermDebtCurrent,,,,,,,,,,,,,150000.000,375000.000,600000.000,825000.000,900000.000,900000.000
