,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-239000.000,,,,-15000.000,,,,-128000.000,,,,-50000.000,,,,-48000.000
AllocatedShareBasedCompensationExpense,,1935000.000,1947000.000,,2071000.000,2152000.000,2379000.000,,,,,,154000.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,,,,,,,17000.000,,,,9000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,2253000.000,,,,,,,,
AmortizationOfDeferredSalesCommissions,,,,,,,,,,,,,,,,,7411000.000,8249000.000,8602000.000,8885000.000,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,2143000.000,,,,2266000.000,,,,5096000.000,,,,5404000.000
AmortizationOfIntangibleAssets,,1172000.000,413000.000,,404000.000,660000.000,,,1960000.000,2109000.000,2250000.000,2471000.000,2707000.000,2917000.000,3210000.000,3422000.000,3405000.000,3369000.000,3667000.000,3980000.000,4170000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,9558000.000,,,,13630000.000,,,,13490000.000,,,,15430000.000,,,,14672000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,-2006000.000,-7183000.000,,,-15369000.000,-17345000.000,,-23294000.000,-24923000.000,-28553000.000,-31628000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,31834000.000,35089000.000,,,46401000.000,50311000.000,,57770000.000,63335000.000,68979000.000,74820000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,88000.000,,,,,,,247000.000,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,5000.000,,,,0.000,,,,,,,,-1446000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,818000.000,,,,2219000.000,,,,3656000.000,,,,4559000.000,,,,4562000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2808000.000,,,,5400000.000,,,,13461000.000,,,,-10332000.000,,,,31236000.000,,,,36436000.000
ComprehensiveIncomeNetOfTax,-4753000.000,-5529000.000,-4570000.000,-5502000.000,-6407000.000,-2064000.000,-7180000.000,-11883000.000,-14395000.000,-15125000.000,-17381000.000,-17365000.000,-21653000.000,-24968000.000,-28438000.000,-31391000.000,-31635000.000,-38301000.000,-18375000.000,-22881000.000,-25476000.000
CostOfGoodsAndServicesSold,8380000.000,8370000.000,8130000.000,8233000.000,9068000.000,9479000.000,10346000.000,12669000.000,13711000.000,15261000.000,17264000.000,19443000.000,19288000.000,19824000.000,21054000.000,23892000.000,24824000.000,26658000.000,27280000.000,29831000.000,32376000.000
CostOfGoodsSoldSubscription,7211000.000,7236000.000,6967000.000,6832000.000,7829000.000,8276000.000,8937000.000,10396000.000,11451000.000,12544000.000,14300000.000,14841000.000,16334000.000,16829000.000,18209000.000,20374000.000,21682000.000,23198000.000,23987000.000,25849000.000,28321000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,117000.000,,,,281000.000,,,,,,,,
DepreciationDepletionAndAmortization,2295000.000,,,,1677000.000,,,,3802000.000,,,,5464000.000,,,,7236000.000,,,,9299000.000
EarningsPerShareBasicAndDiluted,-0.850,-0.210,-0.140,0.350,-0.190,-0.060,-0.200,-0.340,-0.390,-0.410,-0.460,-0.460,-0.560,-0.630,-0.710,-0.780,-0.770,-0.920,-0.440,-0.530,-0.590
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,228000.000,,,,144000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.023,,,,0.010,,,,0.008,,,,-0.008,,,,-0.060
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,5000.000,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-187000.000,109000.000,,-354000.000,,,,,,,,,,,,224000.000,,,,-142000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,-3000.000,,,,-189000.000,,,,-11000.000
GeneralAndAdministrativeExpense,2766000.000,2964000.000,3141000.000,3822000.000,3902000.000,3777000.000,5758000.000,6185000.000,5506000.000,6846000.000,7133000.000,7194000.000,7333000.000,8495000.000,9961000.000,10827000.000,10604000.000,22999000.000,8393000.000,10778000.000,10487000.000
GoodwillAcquiredDuringPeriod,,,,,0.000,,,,,,,,19395000.000,,,,0.000,,,,
GoodwillImpairmentLoss,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
GrossProfit,16239000.000,17573000.000,18954000.000,20416000.000,21696000.000,22348000.000,24157000.000,28168000.000,28993000.000,31137000.000,33047000.000,36751000.000,38475000.000,43722000.000,48095000.000,51047000.000,54179000.000,63246000.000,72504000.000,76974000.000,80874000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-5412000.000,-6982000.000,,-14251000.000,-14978000.000,-17196000.000,,-21511000.000,-24861000.000,-28214000.000,,-31399000.000,-38116000.000,-17997000.000,,-24046000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4674000.000,-5286000.000,-4473000.000,-5406000.000,-6251000.000,-5412000.000,-6982000.000,-11694000.000,-14251000.000,-14978000.000,-17196000.000,-18127000.000,-21511000.000,-24861000.000,-28214000.000,-31233000.000,-31399000.000,-38116000.000,-17997000.000,-22710000.000,-24046000.000
IncomeTaxExpenseBenefit,79000.000,232000.000,119000.000,91000.000,142000.000,-3347000.000,207000.000,190000.000,144000.000,147000.000,149000.000,-753000.000,162000.000,112000.000,219000.000,142000.000,257000.000,185000.000,370000.000,174000.000,1434000.000
IncomeTaxesPaidNet,,,,,102000.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,714000.000,,,,1738000.000,,,,762000.000,,,,247000.000,,,,1472000.000,,,,-1585000.000
IncreaseDecreaseInAccountsReceivable,-1455000.000,,,,2446000.000,,,,-3881000.000,,,,-9810000.000,,,,879000.000,,,,-10450000.000
IncreaseDecreaseInAccruedLiabilities,-1432000.000,,,,-126000.000,,,,-613000.000,,,,-5410000.000,,,,-2868000.000,,,,651000.000
IncreaseDecreaseInDeferredCharges,,,,,,,,,,,,,,,,,-1481000.000,,,,-2671000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,,,,,,,126000.000,,,,2355000.000
IncreaseDecreaseInDeferredRevenue,-737000.000,,,,4321000.000,,,,3910000.000,,,,8591000.000,,,,19302000.000,,,,24189000.000
IncreaseDecreaseInInventories,,,,,-157000.000,,,,435000.000,,,,-73000.000,,,,96000.000,,,,-126000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,-647000.000,,,,-56000.000,,,,-344000.000
IncreaseDecreaseInOtherDeferredLiability,,,,,49000.000,,,,-18000.000,,,,-111000.000,,,,9000.000,,,,292000.000
IncreaseDecreaseInOtherNoncurrentAssets,-111000.000,,,,-6000.000,,,,89000.000,,,,-15000.000,,,,-3000.000,,,,3900000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-437000.000,,,,68000.000,,,,789000.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,799000.000,,,,257000.000,,,,848000.000
InterestExpenseDebt,,57000.000,53000.000,,42000.000,38000.000,33000.000,,,,,,,,,,,,,,
InterestExpenseDebtExcludingAmortization,,,,,,,,,,,,,629000.000,,,,,,,,
InterestIncomeExpenseNet,-60000.000,-43000.000,-7000.000,2000.000,12000.000,-5000.000,-11000.000,-637000.000,-2773000.000,-2798000.000,-2814000.000,-2828000.000,-2853000.000,-3332000.000,-5903000.000,-5912000.000,-5800000.000,-5809000.000,-5920000.000,-6009000.000,-5966000.000
InterestPaid,,,,,50000.000,,,,,,,,,,,,,,,,
InventoryWriteDown,235000.000,,,,,,,,,,,,,,,,,,,,
LeaseAndRentalExpense,,381000.000,393000.000,,400000.000,403000.000,442000.000,529000.000,538000.000,860000.000,987000.000,898000.000,867000.000,951000.000,984000.000,1029000.000,1179000.000,1220000.000,1197000.000,1458000.000,1779000.000
NetCashProvidedByUsedInFinancingActivities,1525000.000,,,,3770000.000,,,,3633000.000,,,,-533000.000,,,,-6231000.000,,,,-14759000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1525000.000,,,,3770000.000,,,,3633000.000,,,,-533000.000,,,,-6231000.000,,,,-14759000.000
NetCashProvidedByUsedInInvestingActivities,1047000.000,,,,435000.000,,,,5709000.000,,,,-21686000.000,,,,19821000.000,,,,10582000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1047000.000,,,,435000.000,,,,5709000.000,,,,-21686000.000,,,,19821000.000,,,,10582000.000
NetCashProvidedByUsedInOperatingActivities,236000.000,,,,1195000.000,,,,4119000.000,,,,11887000.000,,,,17418000.000,,,,40469000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,236000.000,,,,1195000.000,,,,4119000.000,,,,11887000.000,,,,17418000.000,,,,40469000.000
NetIncomeLoss,-4753000.000,-5518000.000,-4592000.000,-5497000.000,-6393000.000,-2065000.000,-7189000.000,-11884000.000,-14395000.000,-15125000.000,-17345000.000,-17374000.000,-21673000.000,-24973000.000,-28433000.000,-31375000.000,-31656000.000,-38301000.000,-18367000.000,-22884000.000,-25480000.000
NumberOfBusinessesAcquired,,,,,,,,,,,,,,,,,,,1.000,,
OperatingExpenses,20822000.000,22638000.000,23529000.000,25770000.000,27592000.000,27607000.000,31480000.000,39173000.000,40272000.000,43324000.000,46249000.000,51192000.000,55953000.000,65171000.000,70031000.000,76076000.000,79780000.000,95251000.000,84353000.000,93100000.000,98825000.000
OperatingIncomeLoss,-4583000.000,-5065000.000,-4575000.000,-5354000.000,-5896000.000,-5259000.000,-7323000.000,-11005000.000,-11279000.000,-12187000.000,-13202000.000,-14441000.000,-17478000.000,-21449000.000,-21936000.000,-25029000.000,-25601000.000,-32005000.000,-11849000.000,-16126000.000,-17951000.000
OtherComprehensiveIncomeLossBeforeTax,,-11000.000,22000.000,,-14000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,0.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,-11000.000,22000.000,,-14000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,0.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,0.000,-11000.000,22000.000,-5000.000,-14000.000,1000.000,9000.000,1000.000,0.000,0.000,-36000.000,9000.000,20000.000,5000.000,-5000.000,-16000.000,21000.000,0.000,-8000.000,3000.000,4000.000
OtherNonoperatingIncomeExpense,-31000.000,-178000.000,109000.000,-54000.000,-367000.000,-148000.000,352000.000,-52000.000,-199000.000,7000.000,-1180000.000,-858000.000,-1180000.000,-80000.000,-375000.000,-292000.000,2000.000,-302000.000,-228000.000,-575000.000,-129000.000
PaymentsOfDebtIssuanceCosts,,,,,,,,,111000.000,,,,0.000,,,,,,,,
PaymentsToAcquireAvailableForSaleSecurities,,,,,20413000.000,,,,0.000,,,,,,,,26980000.000,,,,12655000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,,,28114000.000,,,,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,1287000.000,,,,988000.000,,,,2291000.000,,,,4584000.000,,,,7838000.000,,,,12251000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,21836000.000,,,,8000000.000,,,,11012000.000,,,,54639000.000,,,,32922000.000
ProceedsFromSaleOfShortTermInvestments,2334000.000,,,,,,,,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,17000.000,,,,,,,,,,,,,,,,
RepaymentsOfNotesPayable,,,,,414000.000,,,,411000.000,,,,415000.000,,,,8000.000,,,,8000.000
RepaymentsOfOtherDebt,28000.000,,,,,,,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,5881000.000,6224000.000,6262000.000,6460000.000,7562000.000,7591000.000,8307000.000,10989000.000,11948000.000,12298000.000,13454000.000,14203000.000,15708000.000,18659000.000,20000000.000,20092000.000,22653000.000,23588000.000,24493000.000,27772000.000,29606000.000
Revenues,24619000.000,25943000.000,27084000.000,28649000.000,30764000.000,31827000.000,34503000.000,40837000.000,42704000.000,46398000.000,50311000.000,56194000.000,57763000.000,63546000.000,69149000.000,74939000.000,79003000.000,89904000.000,99784000.000,106805000.000,113250000.000
SalesCommissionsAndFees,,,,,,,,,,,,,,,,,5929000.000,9109000.000,8857000.000,12114000.000,
SalesRevenueNet,24619000.000,25943000.000,27084000.000,28649000.000,30764000.000,31827000.000,34503000.000,40837000.000,42704000.000,46398000.000,50311000.000,56194000.000,57763000.000,63546000.000,69149000.000,74939000.000,79003000.000,89904000.000,99784000.000,106805000.000,113250000.000
SellingAndMarketingExpense,12175000.000,13450000.000,14126000.000,15488000.000,16128000.000,16239000.000,17415000.000,21999000.000,22818000.000,24180000.000,25662000.000,29795000.000,32912000.000,38017000.000,40070000.000,45157000.000,46523000.000,48664000.000,51467000.000,54550000.000,58732000.000
ShareBasedCompensation,1501000.000,,,,2071000.000,,,,5973000.000,,,,12426000.000,,,,18483000.000,,,,22374000.000
StockIssued1,,,,,,,,,,,,,,,,,6059000.000,,,,8307000.000
SubscriptionRevenue,23269000.000,,,,,,,,,,,,,,,,77397000.000,87318000.000,97163000.000,104082000.000,110925000.000
UnrecognizedTaxBenefitsDecreasesResultingFromCurrentPeriodTaxPositions,,30000.000,,,,,,,,,,,,,,,,,,,
