,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,117000.000,4000.000,7000.000,12000.000,18000.000,18000.000,18000.000,18000.000,18000.000,25000.000,45000.000,76000.000,76000.000,78000.000,63000.000,95000.000,75000.000,78000.000,62000.000,279000.000,244000.000
AccountsPayableCurrent,937000.000,,1102000.000,863000.000,1040000.000,765000.000,878000.000,986000.000,822000.000,891000.000,1268000.000,1063000.000,1664000.000,1733000.000,1563000.000,1963000.000,1466000.000,1824000.000,1977000.000,2208000.000,2450000.000,2600000.000,2748000.000
AccountsReceivableNet,149000.000,,117000.000,38000.000,65000.000,107000.000,166000.000,177000.000,112000.000,133000.000,122000.000,233000.000,417000.000,338000.000,358000.000,282000.000,219000.000,190000.000,230000.000,289000.000,226000.000,0.000,41000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,1249000.000,1245000.000,1521000.000,,1805000.000
AccruedLiabilities,773000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,757000.000,687000.000,608000.000,1038000.000,436000.000,520000.000,575000.000,723000.000,997000.000,980000.000,914000.000,1015000.000,1523000.000,1630000.000,1616000.000,1907000.000,2069000.000,2149000.000,2308000.000,2670000.000,2721000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,2069000.000,2149000.000,2308000.000,,2721000.000
AccruedProfessionalFeesCurrent,,,,,,191000.000,,,,116000.000,,,,203000.000,,,,154000.000,,,,161000.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,71000.000,73000.000,79000.000,,71000.000
AccruedRentCurrent,,,,,,77000.000,,,,68000.000,,,,54000.000,,,,36000.000,,,,13000.000,
AccruedVacationCurrentAndNoncurrent,,,,,,,,,,,,,,144000.000,,,,177000.000,190000.000,193000.000,183000.000,175000.000,172000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-946000.000,,,,-1407000.000,,,,-1845000.000,-1917000.000,-1988000.000,2058000.000,-2122000.000,2174000.000,2224000.000,2270000.000,2315000.000,2352000.000
AdditionalPaidInCapital,80029000.000,,86614000.000,86957000.000,92973000.000,93273000.000,95813000.000,97305000.000,97562000.000,101840000.000,102503000.000,103577000.000,105268000.000,107952000.000,108673000.000,113007000.000,114537000.000,114845000.000,115471000.000,116192000.000,116337000.000,116380000.000,116886000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,12000.000,,,,18000.000,,,,76000.000,,,,95000.000,,,,,
Assets,3318000.000,,4310000.000,3085000.000,4771000.000,3478000.000,3585000.000,4396000.000,2931000.000,3316000.000,2596000.000,3822000.000,3722000.000,3031000.000,2560000.000,4037000.000,2767000.000,2563000.000,2366000.000,2313000.000,2060000.000,1492000.000,1492000.000
