,2012-04-30,2013-04-30,2014-04-30
AdjustmentForLongTermIntercompanyTransactionsTaxBenefitExpense,,,702367.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,-634544.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,39832.000
CostOfServices,,,1940537.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,
EffectOfExchangeRateOnCash,,,2818.000
EffectiveIncomeTaxRateContinuingOperations,,0.340,0.340
FairValueAssumptionsExpectedDividendRate,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,1.240
FairValueAssumptionsRiskFreeInterestRate,,,0.360
FeesAndCommissionsTransferAgent,,,-16564.000
GeneralAndAdministrativeExpense,,,57197.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,-0.010,-0.020
IncomeTaxesPaid,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-18036.000
IncreaseDecreaseInAccruedLiabilities,3445.000,301.000,
InterestExpense,,,1305.000
InterestPaid,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,17530.000,19459.000,291043.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,17530.000,19459.000,291043.000
NetCashProvidedByUsedInInvestingActivities,,,-100000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-100000.000
NetCashProvidedByUsedInOperatingActivities,-17530.000,-19459.000,-151211.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17530.000,-19459.000,-151211.000
NetIncomeLoss,-20975.000,-19760.000,-2065784.000
OperatingExpenses,,,-2064479.000
OperatingIncomeLoss,-20975.000,-19760.000,-2064479.000
ProceedsFromIssuanceOfCommonStock,,,250000.000
ProceedsFromIssuanceOrSaleOfEquity,0.000,0.000,
ProceedsFromShortTermDebt,,,35000.000
ProfessionalFees,20975.000,19760.000,47363.000
ProfitLoss,-20975.000,-19760.000,
Revenues,0.000,0.000,
SalesRevenueNet,0.000,0.000,
ShareBasedCompensation,,,1896537.000
StockIssuedDuringPeriodSharesNewIssues,,0.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,-67823.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,107500000.000
