,2011-07-29,2011-10-28,2012-01-27,2012-04-27,2012-10-26,2013-01-25,2013-07-26,2013-10-25,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-24
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,3251645.000,,3108138.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,2388261.000,1615769.000,1641269.000,1850705.000,2652625.000,1709833.000,2077672.000,1555991.000,2572589.000
AmortizationOfIntangibleAssets,132978.000,,,,,,346162.000,,,,324712.000,,,,256772.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,6548842.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,290703.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-7703455.000,,,,,,-14386737.000,,,,4380246.000,,,,38171581.000
ComprehensiveIncomeNetOfTax,,,,,13958512.000,13531290.000,8682378.000,14317390.000,13703532.000,18473830.000,13427942.000,16162454.000,14364252.000,10037266.000,12583228.000
CostOfGoodsAndServicesSold,6922034.000,4160664.000,4099489.000,4474145.000,5169804.000,5367218.000,6544033.000,6926106.000,6460148.000,7424604.000,6410392.000,6765872.000,6539867.000,7594738.000,9433096.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,,,49000.000,,,,33107.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,-1384639.000
DefinedContributionPlanCostRecognized,,,,,,,,,,,549000.000,,,,592000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,,,,,,,0.500,,,,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,,,,,,,,,,0.500
Depreciation,746580.000,,,,,,1010839.000,,,,1235902.000,,,,1240806.000
DerivativeGainLossOnDerivativeNet,,,,,1327686.000,-2112.000,,,,,,,,,
EarningsPerShareBasic,,,,,0.490,0.480,0.320,0.510,0.520,0.670,0.510,0.650,0.630,0.400,0.480
EarningsPerShareDiluted,0.240,0.320,0.340,0.380,0.480,0.470,0.310,0.500,0.510,0.680,0.500,0.640,0.620,0.410,0.470
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,360272.000,,,,,,22358.000,,,,-114465.000,,,,40566.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.364,0.352,0.358,,,,0.391,0.343,0.308,-0.690,0.354
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,,,0.350,0.350,0.350,-0.700,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,0.040
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,,,,,0.025
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,,,,,,,,,,0.010,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,765238.000,980100.000,1001806.000,996839.000,859818.000,972616.000,1173973.000,937366.000,535549.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,4474196.000,,,,1264795.000,,,,518769.000
FairValueMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,0.000,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,,,0.000,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,,,,,,0.000,,,,,,,,
FairValueOfAssetsAcquired,191180.000,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAcquired,,,,,,,1250000.000,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,171000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,117553.000,-329483.000,-266130.000,-69088.000,,,,,,,,,183000.000,,3948.000
ForeignCurrencyTransactionGainLossUnrealized,310481.000,,,,,,13497.000,,,,160061.000,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,130695.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,-3670.000,0.000,,,,,,,,,,,
GrossProfit,45740042.000,49534397.000,50437096.000,53134864.000,57785841.000,57332815.000,62328324.000,63175013.000,61731266.000,67424666.000,65593574.000,66651322.000,65525364.000,66476869.000,71577705.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,-90000.000,,,,,,,,
