,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-12680000.000,-16545000.000,-12942000.000,-10461000.000,-10613000.000,-10831000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,3292000.000,4168000.000,2009000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,28900000.000,16000000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,25053000.000,23907000.000,14406000.000,10872000.000,8828000.000,6950000.000
AmortizationOfDebtDiscountPremium,,,1286000.000,694000.000,1100000.000,1311000.000
AmortizationOfDeferredLoanOriginationFeesNet,-3334000.000,4804000.000,5990000.000,6636000.000,5482000.000,
AmortizationOfIntangibleAssets,3030000.000,2466000.000,1624000.000,2757000.000,4066000.000,3391000.000
AmortizationOfMortgageServicingRightsMSRs,322000.000,401000.000,324000.000,179000.000,173000.000,182000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3739767.000,3891443.000,659531.000,988931.000,469018.000,432895.000
AssetImpairmentCharges,807000.000,,0.000,,,
AvailableForSaleSecuritiesGrossRealizedGains,645000.000,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,708000.000,4497000.000,996000.000,251000.000,654000.000,64000.000
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,8000.000,0.000,0.000,404000.000,0.000,45000.000
BankOwnedLifeInsuranceIncome,5242000.000,-5276000.000,6596000.000,5633000.000,5345000.000,5470000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,83517000.000,0.000,0.000
CashAcquiredFromAcquisition,,,,68650000.000,-25855000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,17403000.000,34191000.000,-2599000.000,2538000.000,-1536000.000,42071000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,592000.000,810000.000,1417000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,810000.000,0.000,0.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,477000.000,791000.000,941000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLossesDecreases1,,,,,1100000.000,2100000.000
ComprehensiveIncomeNetOfTax,52161000.000,65412000.000,57967000.000,78511000.000,81147000.000,86951000.000
CurrentFederalTaxExpenseBenefit,23423000.000,29813000.000,27667000.000,27577000.000,33778000.000,32506000.000
CurrentIncomeTaxExpenseBenefit,23604000.000,29989000.000,29835000.000,28119000.000,36115000.000,33820000.000
CurrentStateAndLocalTaxExpenseBenefit,181000.000,176000.000,2168000.000,542000.000,2337000.000,1314000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000
DeferredFederalIncomeTaxExpenseBenefit,-2203000.000,-3208000.000,4210000.000,1678000.000,-525000.000,2606000.000
DeferredIncomeTaxExpenseBenefit,-3762000.000,-1134000.000,5531000.000,3666000.000,326000.000,3160000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-1559000.000,2074000.000,1321000.000,1988000.000,851000.000,554000.000
DefinedBenefitPlanActuarialGainLoss,,,,-1500000.000,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,-2400000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,-3280000.000,3550000.000,4160000.000,3560000.000,2820000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,-170000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,-200000.000,200000.000,180000.000,210000.000,140000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,2970000.000,4120000.000,4460000.000,5260000.000,4460000.000,3520000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,215000.000,260000.000,250000.000,220000.000,270000.000,180000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,-1300000.000,-1300000.000,
DefinedBenefitPlanSettlementsBenefitObligation,,,,4300000.000,4300000.000,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,0.400,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,0.500,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,0.300,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstate,0.000,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMaximum,0.100,,,,,
