,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionExpense,,,,,,,,,,,,,,,,,,,,,,,,,13000000.000,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,72000000.000,,,,59000000.000,600000.000,12000000.000,400000.000,61000000.000,200000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-206000000.000,,,,8000000.000,,,,-366000000.000,,,,-349000000.000,,,,-634000000.000,,,,159000000.000,,,,158000000.000,
AllocatedShareBasedCompensationExpense,37000000.000,30000000.000,27000000.000,27000000.000,38000000.000,28000000.000,26000000.000,28000000.000,41000000.000,29000000.000,29000000.000,30000000.000,44000000.000,31000000.000,31000000.000,32000000.000,47000000.000,31000000.000,31000000.000,32000000.000,50000000.000,32000000.000,42000000.000,31000000.000,42000000.000,31000000.000
AmortizationOfIntangibleAssets,,,16000000.000,,16000000.000,12000000.000,12000000.000,12000000.000,11000000.000,12000000.000,11000000.000,12000000.000,12000000.000,11000000.000,12000000.000,11000000.000,11000000.000,9000000.000,3000000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,2000000.000
AmountOfDilutiveSecuritiesESOPConvertiblePreferredStock,1000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BenefitsLossesAndExpenses,5309000000.000,7115000000.000,6075000000.000,5595000000.000,5315000000.000,5751000000.000,5342000000.000,6166000000.000,5108000000.000,5497000000.000,5275000000.000,5366000000.000,5238000000.000,5884000000.000,5628000000.000,5323000000.000,5478000000.000,5630000000.000,5487000000.000,5465000000.000,5769000000.000,5898000000.000,6014000000.000,5891000000.000,6182000000.000,6394000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,39000000.000,,,,44000000.000,,,,,,,,,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,-87000000.000,,,,-34000000.000,,,,-66000000.000,,,,-19000000.000,,,,-58000000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,0.610,0.610,,0.610,0.670,0.670,0.670,0.670,0.720
